[ 0.32 0.20 0.95 0.15 0.50 0.45 0.90 0.94 0.76 0.81 0.56 0.44 0.78 0.89 0.60 0.92 0.20 0.74 0.91 0.90 0.66 0.95 0.24 0.77 0.73 0.96 0.97 0.50 0.72 0.88 0.95 0.09 0.30 0.21 0.00 0.17 0.70 0.48 1.00 0.26 0.64 0.76 0.38 0.87 0.36 0.75 0.33 0.65 0.69 0.75 0.86 0.36 0.98 1.00 0.22 0.98 0.88 0.41 0.27 0.40 0.74 0.57 0.04 ]
[ 0.20 0.33 0.93 0.68 0.76 0.42 0.81 0.69 0.90 0.13 0.54 0.72 0.12 0.90 0.85 0.79 0.49 0.92 0.40 0.16 0.74 0.45 0.48 0.22 0.72 0.73 0.80 0.51 0.57 0.08 0.80 0.22 0.24 0.59 0.87 0.14 0.16 0.84 0.76 0.20 0.86 0.99 0.25 0.36 0.90 0.56 0.55 0.89 0.24 0.89 0.97 0.38 0.34 0.22 1.00 0.00 0.54 0.53 0.59 0.15 0.10 0.52 0.59 ]
[ 0.57 0.76 0.64 0.75 0.73 0.57 0.18 0.83 0.66 0.75 0.89 0.97 0.23 0.96 0.83 0.42 0.15 0.59 0.93 0.85 0.05 0.81 0.64 0.35 0.91 0.34 0.58 0.21 0.80 0.37 0.77 0.22 0.06 0.67 0.92 0.86 0.16 0.72 0.10 0.12 0.50 0.62 0.75 0.62 0.58 0.93 0.27 1.00 0.53 0.99 0.67 0.41 0.49 0.98 0.00 1.00 0.68 0.10 0.47 0.25 0.79 0.27 0.72 ]
[ 0.60 0.00 0.26 0.33 0.87 0.76 0.94 0.27 0.46 0.91 0.37 0.99 0.19 0.46 0.14 0.20 0.00 0.34 0.91 0.88 0.41 0.68 0.97 0.76 0.27 0.94 0.70 0.14 0.90 0.72 0.78 0.64 0.46 0.95 0.43 0.21 0.78 1.00 0.90 0.21 0.24 0.92 0.26 0.95 0.97 0.61 0.63 0.51 0.97 0.96 0.00 0.62 0.43 0.88 0.54 0.68 1.00 0.12 0.36 0.74 0.49 0.92 0.21 ]
[ 0.72 0.55 0.63 0.36 0.45 0.11 0.96 0.66 0.61 0.71 0.04 0.08 0.93 0.13 0.24 0.56 0.11 0.45 0.60 0.28 0.66 0.88 0.16 0.73 0.77 0.95 0.58 0.86 0.35 0.92 0.05 0.48 0.34 0.27 0.32 0.35 0.79 0.93 0.77 0.87 0.95 0.31 0.45 0.10 0.50 0.02 0.93 0.71 0.77 0.93 0.09 0.88 0.36 0.41 0.53 0.10 0.12 1.00 0.16 0.22 0.00 0.74 0.12 ]
[ 0.88 0.88 0.28 0.63 0.84 0.88 0.92 0.77 0.56 0.00 0.60 0.24 0.85 0.36 0.16 0.92 0.82 0.36 0.25 0.63 0.25 0.49 0.38 0.03 0.19 0.54 0.21 0.94 0.18 0.24 0.92 0.85 0.87 0.86 0.30 0.74 0.93 0.48 0.55 0.67 0.93 0.82 0.25 0.26 0.37 0.37 0.22 0.62 0.03 0.46 0.68 0.17 0.68 0.27 0.59 0.47 0.36 0.16 1.00 0.87 0.81 0.32 0.61 ]
[ 0.41 0.40 0.98 0.61 0.84 0.77 0.93 0.32 0.97 0.68 0.84 0.62 0.82 0.56 0.25 0.95 0.90 0.66 0.67 0.15 0.15 0.95 0.01 0.86 0.97 0.88 0.97 0.86 0.62 0.89 0.21 0.88 0.93 0.39 0.22 0.79 0.31 0.15 0.88 0.22 0.63 0.22 0.79 0.11 0.95 0.51 0.34 0.21 0.39 0.68 0.49 0.40 0.94 0.40 0.15 0.25 0.74 0.22 0.87 1.00 1.00 0.55 0.49 ]
[ 0.01 0.01 0.93 0.11 0.23 0.00 0.51 0.60 0.51 0.47 0.18 0.17 0.35 0.93 0.91 0.27 0.22 0.51 0.63 0.70 0.61 0.05 0.96 0.32 0.87 0.97 0.38 0.93 0.16 0.98 0.26 0.90 0.96 0.00 0.51 0.97 0.93 0.78 0.95 0.57 0.88 0.63 0.48 0.27 0.94 0.82 0.84 0.83 0.94 0.59 0.59 0.41 0.75 0.74 0.10 0.79 0.49 0.00 0.81 1.00 1.00 0.60 0.91 ]
[ 1.00 0.44 0.64 0.88 0.98 0.19 0.31 0.75 0.66 0.61 0.66 0.42 0.35 0.37 0.58 0.54 0.96 0.53 0.58 0.73 0.42 0.57 0.83 0.44 0.53 0.30 0.94 0.41 0.33 0.91 0.65 0.92 0.43 0.31 0.26 0.00 0.68 0.31 0.37 0.89 0.91 0.92 0.56 0.54 0.99 0.50 0.65 0.64 0.70 0.17 0.39 0.65 0.19 0.57 0.52 0.27 0.92 0.74 0.32 0.55 0.60 1.00 0.73 ]
[ 0.40 0.36 0.48 0.99 0.21 0.78 0.33 0.27 0.54 0.79 0.80 0.15 0.03 0.44 0.93 0.41 0.85 0.92 0.69 0.46 0.50 0.49 0.35 0.61 0.02 0.75 0.61 0.16 0.74 0.88 0.00 0.40 0.38 0.84 0.73 0.22 0.29 0.27 0.23 0.93 0.79 0.12 0.24 0.23 0.91 0.37 0.80 0.41 0.93 0.12 0.99 0.50 0.80 0.04 0.59 0.72 0.21 0.12 0.61 0.49 0.91 0.73 1.00 ]
];
