[ 0.99 0.93 0.25 0.97 0.83 0.42 0.48 0.79 0.85 0.19 0.70 0.03 0.88 0.41 0.89 0.83 0.37 0.91 0.62 0.04 0.55 0.67 0.26 0.15 0.42 0.77 0.93 0.37 0.97 0.83 0.41 0.28 0.86 0.87 0.67 0.85 0.34 0.72 0.71 0.81 0.74 0.33 0.35 0.97 0.48 1.00 0.28 0.15 0.89 0.41 0.42 0.54 0.98 0.90 0.94 0.92 0.58 0.42 0.12 0.81 0.72 0.88 0.22 0.25 0.52 0.78 0.54 0.59 0.47 0.20 0.48 0.93 0.54 0.73 0.85 ]
[ 0.26 0.24 0.53 0.00 0.82 0.39 0.49 0.98 0.57 0.92 0.96 0.00 0.89 0.24 0.50 0.26 0.89 0.07 0.59 0.11 0.75 0.96 0.41 0.81 0.69 0.99 0.93 0.59 0.86 0.32 0.30 0.89 0.18 0.59 0.34 0.84 0.98 0.40 0.81 0.87 0.88 0.78 0.63 0.92 0.52 0.28 1.00 0.38 0.99 0.73 0.67 0.91 0.92 0.28 0.66 0.50 0.70 0.32 0.02 0.39 0.59 0.17 0.80 0.47 0.77 0.75 0.32 0.79 0.93 0.70 0.80 0.47 0.98 0.83 0.45 ]
[ 0.28 0.25 0.28 0.45 0.42 0.25 0.99 0.65 0.29 0.00 0.53 0.84 0.74 0.15 0.54 0.48 0.92 0.92 0.13 0.88 0.70 0.89 0.89 0.63 0.79 0.07 0.68 0.95 0.86 0.30 0.90 0.17 0.21 0.41 0.32 0.91 0.92 0.92 0.51 0.80 0.92 0.49 0.14 0.57 0.78 0.15 0.38 1.00 0.62 0.48 0.63 0.86 0.33 0.44 0.55 0.40 0.43 0.00 0.88 0.93 0.57 0.38 0.30 0.96 0.85 0.00 0.92 0.67 0.95 0.18 0.33 0.87 0.87 0.39 0.27 ]
[ 0.41 0.44 0.93 0.02 0.18 0.88 0.92 0.62 0.56 0.16 0.40 0.73 0.70 0.50 0.98 0.20 0.75 0.25 0.31 0.00 0.17 0.09 0.69 0.59 0.18 0.36 0.13 0.36 0.21 0.83 0.90 0.67 0.37 0.25 0.76 0.61 0.31 0.89 0.46 0.54 0.30 0.75 0.64 0.57 0.45 0.89 0.99 0.62 1.00 0.96 0.22 0.20 0.91 0.74 0.09 0.21 0.32 0.64 0.93 0.62 0.47 0.51 0.72 0.13 0.66 0.68 0.95 0.02 0.59 0.48 0.73 0.90 0.06 0.84 0.68 ]
[ 0.04 0.10 0.98 0.98 0.33 0.30 0.49 0.88 0.91 0.87 0.25 0.00 0.44 0.81 0.31 0.93 0.53 0.42 0.60 0.28 0.50 0.74 0.62 0.44 0.57 0.54 0.78 0.81 0.97 0.68 0.40 0.25 0.13 0.76 0.52 0.67 0.18 0.69 0.55 0.80 0.53 0.28 0.90 0.50 0.89 0.41 0.73 0.48 0.96 1.00 0.63 0.48 0.70 0.20 0.89 0.31 0.00 0.79 0.11 0.51 0.48 0.56 0.18 0.46 0.61 0.71 0.18 0.70 0.70 0.37 0.40 0.61 0.66 0.89 0.54 ]
[ 0.31 0.87 0.91 0.64 0.85 0.34 0.87 0.73 0.69 0.79 0.99 0.27 0.19 0.27 0.77 0.49 0.58 0.95 0.04 0.63 0.64 0.48 0.22 0.16 0.37 0.09 0.62 0.00 0.91 0.66 0.93 0.39 0.55 0.56 0.72 0.76 0.84 0.71 0.16 0.47 0.89 0.75 0.37 0.87 0.43 0.42 0.67 0.63 0.22 0.63 1.00 0.89 0.52 0.86 0.07 0.57 0.74 0.92 0.43 0.87 0.38 0.57 0.54 0.21 0.72 0.70 0.26 0.91 0.74 0.89 0.82 0.49 0.32 0.95 0.28 ]
[ 0.73 0.32 0.82 0.87 0.75 0.24 0.96 0.29 0.66 0.65 0.15 0.27 0.90 0.83 0.29 0.59 0.34 0.84 0.83 0.70 0.94 0.16 0.86 0.18 0.94 0.89 0.02 0.71 0.48 0.42 0.02 0.25 0.77 0.52 0.38 0.05 0.78 0.88 0.31 0.61 0.30 0.92 0.41 0.94 0.75 0.54 0.91 0.86 0.20 0.48 0.89 1.00 0.97 0.00 0.92 0.97 0.04 0.51 0.78 0.00 0.80 0.92 0.67 0.23 0.54 0.49 0.52 0.45 0.84 0.31 0.95 0.86 0.66 0.78 0.23 ]
[ 0.85 0.92 0.72 0.08 1.00 0.96 0.65 0.97 0.25 0.24 0.00 0.41 0.99 0.56 0.54 0.71 0.06 0.98 0.77 0.97 0.81 0.99 0.23 0.86 0.07 0.89 0.43 0.88 0.92 0.41 0.47 0.48 0.41 0.22 0.91 0.70 0.68 0.44 0.90 0.74 0.33 0.78 0.23 0.23 0.54 0.98 0.92 0.33 0.91 0.70 0.52 0.97 1.00 0.88 0.86 0.72 0.43 0.93 0.51 0.68 0.27 0.68 0.47 0.45 0.45 0.08 0.96 0.00 0.74 0.67 0.38 0.64 0.73 0.61 0.02 ]
[ 0.41 0.66 0.89 0.99 0.70 1.00 0.80 0.64 0.24 0.14 0.19 0.09 0.42 0.69 0.37 0.41 0.67 0.89 0.94 0.43 0.92 0.34 0.39 0.89 0.58 0.74 0.09 0.85 0.55 0.64 0.14 0.03 0.18 0.55 0.52 0.55 0.01 0.79 0.59 0.23 0.93 0.92 0.24 0.11 0.33 0.90 0.28 0.44 0.74 0.20 0.86 0.00 0.88 1.00 0.53 0.97 0.99 0.88 0.45 0.91 0.76 0.62 0.21 0.55 0.43 0.33 0.86 0.65 0.76 0.40 0.01 0.24 0.88 0.81 0.60 ]
[ 0.64 0.41 0.32 0.66 0.34 0.87 0.95 0.87 0.04 0.46 0.43 0.35 0.95 0.94 0.51 0.47 0.08 0.67 0.61 0.04 0.98 0.87 0.93 0.83 0.69 0.00 0.68 0.18 0.34 0.04 0.62 0.54 0.30 0.78 0.95 0.03 0.38 0.28 0.29 0.19 0.99 0.75 1.00 1.00 0.10 0.94 0.66 0.55 0.09 0.89 0.07 0.92 0.86 0.53 1.00 0.53 0.98 0.13 0.96 0.70 0.36 0.30 0.23 0.18 0.97 0.43 0.55 0.74 0.98 0.41 0.87 1.00 0.24 0.79 0.32 ]
[ 0.29 0.35 0.71 0.55 0.31 0.41 0.15 0.49 0.91 0.61 0.91 0.45 0.00 0.37 0.24 0.99 0.90 0.61 0.18 0.48 0.48 0.75 0.98 0.52 0.40 0.17 0.86 0.82 0.41 0.45 0.42 0.80 0.67 0.71 0.77 0.85 0.78 0.47 0.00 0.59 0.51 0.39 0.55 0.78 0.86 0.92 0.50 0.40 0.21 0.31 0.57 0.97 0.72 0.97 0.53 1.00 0.83 0.96 0.77 0.25 0.74 0.37 0.70 0.68 0.95 0.44 0.86 0.80 0.92 0.78 0.99 0.22 0.95 0.20 0.62 ]
[ 1.00 0.07 0.89 0.49 0.47 0.96 0.82 0.12 0.87 0.00 0.75 0.93 0.82 0.92 0.88 0.67 0.62 0.45 0.58 0.90 0.44 0.69 0.85 0.79 0.27 0.39 0.00 1.00 0.14 0.50 0.64 0.62 0.09 0.09 0.72 0.49 0.25 0.94 0.50 0.76 0.23 0.28 0.91 0.49 0.12 0.58 0.70 0.43 0.32 0.00 0.74 0.04 0.43 0.99 0.98 0.83 1.00 0.49 0.25 0.96 0.63 0.54 0.22 0.39 0.49 0.32 0.38 0.91 0.35 0.23 0.00 0.28 0.15 0.16 0.54 ]
[ 0.02 0.53 0.60 0.44 0.86 0.60 0.56 0.80 0.48 0.48 0.95 0.30 0.34 0.04 0.61 0.94 0.13 0.36 0.86 0.96 0.86 0.29 0.56 0.87 0.39 0.00 0.82 0.98 0.39 0.28 0.33 1.00 0.00 0.63 0.42 0.66 0.40 0.32 0.98 0.38 0.93 0.77 0.35 0.49 0.43 0.42 0.32 0.00 0.64 0.79 0.92 0.51 0.93 0.88 0.13 0.96 0.49 1.00 0.32 0.07 0.86 0.75 0.26 0.92 0.89 0.68 0.73 0.65 0.22 0.56 0.03 0.10 0.19 0.18 0.66 ]
[ 0.88 0.50 0.19 0.91 0.55 0.85 0.51 0.14 0.91 0.39 0.16 0.21 0.79 0.20 0.92 0.86 0.87 0.28 0.96 0.20 0.54 0.71 0.51 0.17 0.77 0.86 0.87 0.39 0.90 0.88 0.63 0.70 0.13 0.89 0.33 0.91 0.54 0.08 0.62 0.46 0.54 0.92 0.66 0.00 0.16 0.12 0.02 0.88 0.93 0.11 0.43 0.78 0.51 0.45 0.96 0.77 0.25 0.32 1.00 0.18 0.90 0.70 0.80 0.80 0.66 0.00 0.55 0.40 0.70 0.47 0.33 0.69 0.20 0.52 0.68 ]
[ 0.90 0.74 0.41 0.95 0.77 0.09 0.42 0.66 0.99 0.62 0.88 0.33 0.34 0.76 0.03 0.86 0.48 0.94 0.93 0.51 0.78 0.91 0.88 0.08 0.86 0.85 0.38 0.95 0.31 0.92 0.97 0.71 0.70 0.86 0.87 0.18 0.94 0.38 0.34 0.29 0.16 0.53 0.75 0.22 0.48 0.81 0.39 0.93 0.62 0.51 0.87 0.00 0.68 0.91 0.70 0.25 0.96 0.07 0.18 1.00 0.91 0.42 0.36 0.31 0.12 0.37 0.21 0.29 0.67 0.49 0.20 0.31 0.32 0.75 0.62 ]
[ 0.69 0.27 0.25 0.93 0.97 0.59 0.53 0.47 0.97 0.90 0.39 0.60 0.34 0.61 0.61 0.25 0.23 0.16 0.97 0.84 0.00 0.77 0.42 0.59 0.22 0.51 0.25 0.95 0.97 0.87 0.43 0.01 0.82 0.28 1.00 0.95 0.22 0.97 0.40 0.83 0.81 0.70 0.19 0.98 0.70 0.72 0.59 0.57 0.47 0.48 0.38 0.80 0.27 0.76 0.36 0.74 0.63 0.86 0.90 0.91 1.00 0.73 0.24 0.41 0.23 0.16 0.17 0.47 0.29 0.54 0.95 0.87 0.72 0.93 0.63 ]
[ 0.29 0.15 0.08 0.28 0.42 0.96 0.35 0.45 0.89 0.55 0.41 0.47 0.60 0.93 0.41 0.10 0.55 0.28 0.77 0.33 0.48 0.00 0.72 0.94 0.38 0.72 0.61 0.59 0.73 0.38 0.48 0.91 0.89 0.89 0.92 0.47 0.88 0.28 0.19 0.00 0.67 0.76 0.32 0.71 0.39 0.88 0.17 0.38 0.51 0.56 0.57 0.92 0.68 0.62 0.30 0.37 0.54 0.75 0.70 0.42 0.73 1.00 0.12 0.17 0.91 0.75 0.09 0.43 0.99 0.81 0.53 0.00 0.22 0.27 0.42 ]
[ 0.77 0.70 0.24 0.81 0.00 0.16 0.81 0.57 0.99 0.65 0.65 0.31 0.91 0.79 0.92 0.26 0.93 0.00 0.49 0.88 0.66 0.94 0.39 0.66 0.69 0.43 0.99 0.53 0.42 0.49 0.70 0.68 0.46 0.59 0.97 0.32 0.60 0.90 0.26 0.22 0.26 0.88 0.08 0.31 0.31 0.22 0.80 0.30 0.72 0.18 0.54 0.67 0.47 0.21 0.23 0.70 0.22 0.26 0.80 0.36 0.24 0.12 1.00 0.60 0.00 0.38 0.75 0.43 0.23 0.90 0.27 0.37 0.31 0.67 0.35 ]
[ 0.82 0.00 0.92 0.50 0.96 0.80 0.93 0.32 0.52 0.26 0.64 0.72 0.47 0.51 0.55 0.49 0.00 0.29 0.48 0.55 0.38 0.87 0.80 0.77 0.92 0.02 0.70 0.48 0.56 0.99 0.30 0.12 0.03 0.86 0.84 0.99 0.62 0.44 0.39 0.55 0.25 0.87 0.75 0.78 0.20 0.25 0.47 0.96 0.13 0.46 0.21 0.23 0.45 0.55 0.18 0.68 0.39 0.92 0.80 0.31 0.41 0.17 0.60 1.00 0.58 0.84 0.55 0.61 0.98 0.55 1.00 0.77 0.79 0.81 0.79 ]
[ 0.35 0.75 0.46 0.31 0.50 0.24 0.97 0.97 0.58 0.20 0.35 0.38 0.86 0.93 0.63 0.86 0.06 0.96 0.13 0.98 0.88 0.75 0.92 0.96 0.67 0.19 0.91 0.52 0.57 0.89 0.91 0.65 0.40 0.16 0.30 0.46 0.57 0.91 0.00 0.98 0.26 0.06 0.23 0.96 0.86 0.52 0.77 0.85 0.66 0.61 0.72 0.54 0.45 0.43 0.97 0.95 0.49 0.89 0.66 0.12 0.23 0.91 0.00 0.58 1.00 0.58 0.79 1.00 0.92 0.52 0.62 0.90 0.67 0.70 0.57 ]
[ 0.68 0.63 0.69 0.91 0.32 0.77 0.49 0.24 0.55 0.48 0.18 0.44 0.00 0.70 0.87 0.92 0.32 0.90 0.74 0.67 0.23 0.89 0.36 0.61 0.65 0.61 0.36 0.34 0.74 0.81 0.94 0.73 0.56 0.43 0.88 0.07 0.33 0.70 0.76 0.78 0.53 0.82 0.37 0.16 0.75 0.78 0.75 0.00 0.68 0.71 0.70 0.49 0.08 0.33 0.43 0.44 0.32 0.68 0.00 0.37 0.16 0.75 0.38 0.84 0.58 1.00 0.97 0.69 0.81 0.63 0.83 0.85 0.73 0.46 0.54 ]
[ 0.33 0.41 0.62 0.27 0.57 0.87 0.97 0.12 0.33 0.83 0.91 0.86 0.88 0.00 0.34 0.60 0.57 0.30 0.93 0.99 0.01 0.90 0.88 0.89 0.68 0.52 0.63 0.88 0.51 0.89 0.60 0.50 0.00 0.43 0.73 0.27 0.57 0.59 0.28 0.79 0.54 0.42 0.67 0.67 0.58 0.54 0.32 0.92 0.95 0.18 0.26 0.52 0.96 0.86 0.55 0.86 0.38 0.73 0.55 0.21 0.17 0.09 0.75 0.55 0.79 0.97 1.00 0.20 0.80 0.94 0.83 0.33 0.83 0.02 0.45 ]
[ 0.42 0.72 0.05 0.90 0.41 0.39 0.58 0.65 0.35 0.43 0.99 0.15 0.44 0.68 0.86 0.34 0.00 0.03 0.64 0.86 0.91 0.69 0.41 0.74 0.78 0.82 0.59 0.53 0.35 0.93 0.66 0.52 0.93 0.62 0.91 0.94 0.70 0.41 0.66 0.51 0.85 0.26 0.31 0.04 0.94 0.59 0.79 0.67 0.02 0.70 0.91 0.45 0.00 0.65 0.74 0.80 0.91 0.65 0.40 0.29 0.47 0.43 0.43 0.61 1.00 0.69 0.20 1.00 0.92 0.55 0.32 0.97 0.87 0.87 0.43 ]
[ 0.58 0.55 0.28 0.88 0.83 0.06 0.23 0.89 0.09 0.94 0.21 0.41 0.85 0.76 0.00 0.99 0.92 0.40 0.56 0.60 0.96 0.14 0.40 0.02 0.90 0.65 0.98 0.64 0.00 0.87 0.48 0.00 0.59 0.70 0.92 1.00 0.18 0.66 0.82 0.90 0.98 0.92 0.95 0.42 0.13 0.47 0.93 0.95 0.59 0.70 0.74 0.84 0.74 0.76 0.98 0.92 0.35 0.22 0.70 0.67 0.29 0.99 0.23 0.98 0.92 0.81 0.80 0.92 1.00 0.92 0.70 0.29 0.10 0.67 0.79 ]
[ 0.91 0.73 0.60 0.21 0.56 0.35 0.00 0.74 0.33 0.82 0.99 0.75 0.23 0.96 0.42 0.93 0.70 0.79 0.62 0.63 0.00 0.82 0.30 0.30 0.41 0.85 0.55 0.99 0.75 0.22 0.28 0.68 0.70 0.47 0.42 0.49 0.86 0.85 0.47 0.19 0.17 0.95 0.58 0.72 0.22 0.20 0.70 0.18 0.48 0.37 0.89 0.31 0.67 0.40 0.41 0.78 0.23 0.56 0.47 0.49 0.54 0.81 0.90 0.55 0.52 0.63 0.94 0.55 0.92 1.00 0.69 0.92 0.98 0.54 0.87 ]
[ 0.55 0.55 0.91 0.72 0.96 0.32 0.68 0.98 0.67 0.76 0.21 0.86 0.58 0.43 0.95 0.46 0.94 0.97 0.44 0.31 0.24 0.64 0.49 0.74 0.87 0.60 0.16 0.79 0.63 0.51 0.39 0.19 0.45 0.95 0.91 0.75 0.52 0.86 0.60 0.42 0.10 0.59 0.28 0.54 0.80 0.48 0.80 0.33 0.73 0.40 0.82 0.95 0.38 0.01 0.87 0.99 0.00 0.03 0.33 0.20 0.95 0.53 0.27 1.00 0.62 0.83 0.83 0.32 0.70 0.69 1.00 0.85 0.86 0.92 0.66 ]
[ 0.57 0.61 0.15 0.91 0.87 0.40 0.68 0.58 0.07 0.04 0.97 0.45 1.00 0.00 0.69 0.83 0.86 0.99 0.88 0.65 0.15 0.57 0.49 0.65 0.49 0.56 0.00 0.25 0.81 0.61 0.79 0.32 0.93 0.03 0.49 0.42 0.84 0.68 0.54 0.99 0.46 0.64 0.58 0.16 0.97 0.93 0.47 0.87 0.90 0.61 0.49 0.86 0.64 0.24 1.00 0.22 0.28 0.10 0.69 0.31 0.87 0.00 0.37 0.77 0.90 0.85 0.33 0.97 0.29 0.92 0.85 1.00 0.78 0.40 0.94 ]
[ 0.20 0.82 0.83 0.44 0.72 0.38 0.82 0.99 0.82 1.00 0.00 0.45 0.66 0.45 0.78 0.73 0.81 0.91 0.30 0.89 0.90 0.44 0.60 0.30 0.49 0.14 0.84 0.89 0.08 0.55 0.39 0.02 0.37 0.49 0.50 0.25 1.00 0.17 0.25 0.97 0.57 0.99 0.19 0.28 0.88 0.54 0.98 0.87 0.06 0.66 0.32 0.66 0.73 0.88 0.24 0.95 0.15 0.19 0.20 0.32 0.72 0.22 0.31 0.79 0.67 0.73 0.83 0.87 0.10 0.98 0.86 0.78 1.00 0.01 0.96 ]
[ 0.26 0.06 0.39 0.62 0.66 0.16 0.33 0.98 0.55 0.25 0.48 0.20 0.72 0.86 0.36 0.22 0.98 0.39 0.35 0.94 0.75 0.58 0.95 0.89 0.29 0.19 0.26 0.58 0.06 0.71 0.35 0.11 0.95 0.32 0.04 0.74 0.14 0.72 0.87 0.36 0.51 0.37 0.73 0.60 0.00 0.73 0.83 0.39 0.84 0.89 0.95 0.78 0.61 0.81 0.79 0.20 0.16 0.18 0.52 0.75 0.93 0.27 0.67 0.81 0.70 0.46 0.02 0.87 0.67 0.54 0.92 0.40 0.01 1.00 0.02 ]
[ 0.17 0.89 0.99 0.62 0.07 0.42 0.72 0.75 0.51 0.53 0.73 0.23 0.34 0.85 0.37 0.10 0.92 0.03 0.95 0.24 0.41 0.71 0.90 0.53 0.36 0.48 0.89 0.59 0.93 0.00 0.94 0.30 0.15 0.94 0.73 0.29 0.69 0.32 0.68 0.85 0.56 0.73 0.58 0.65 0.88 0.85 0.45 0.27 0.68 0.54 0.28 0.23 0.02 0.60 0.32 0.62 0.54 0.66 0.68 0.62 0.63 0.42 0.35 0.79 0.57 0.54 0.45 0.43 0.79 0.87 0.66 0.94 0.96 0.02 1.00 ]
];
