[ 0.94 0.90 0.88 0.81 0.86 0.28 0.29 0.97 0.62 0.63 0.54 0.86 0.15 0.66 0.69 0.17 0.14 0.86 0.31 0.81 0.67 0.49 0.10 0.84 0.65 0.45 0.41 0.20 0.89 0.19 0.04 0.77 0.76 0.35 0.08 0.69 0.81 0.82 0.18 0.76 1.00 0.86 0.51 0.46 0.67 0.18 0.67 0.31 0.97 0.13 0.95 0.94 0.95 0.87 0.43 0.70 0.49 0.09 0.93 0.59 0.37 0.90 0.44 0.51 0.92 0.75 0.73 0.72 0.86 0.99 0.67 0.37 0.51 0.30 0.78 0.35 0.93 0.35 0.87 0.87 0.27 0.68 0.50 ]
[ 0.00 0.67 0.94 0.52 0.19 0.34 0.35 0.62 0.96 0.97 0.00 0.31 0.44 0.20 0.94 0.83 0.63 0.43 0.76 0.88 0.55 0.62 0.36 0.83 0.42 0.10 0.16 0.94 0.02 0.63 0.40 0.29 0.44 0.49 0.72 0.28 0.21 0.35 0.86 1.00 0.86 1.00 0.08 0.93 0.16 0.02 0.50 0.03 0.60 0.93 0.39 0.53 0.16 0.44 0.38 0.28 0.94 0.61 0.89 0.51 0.49 0.56 0.31 0.65 0.79 0.71 0.40 0.98 0.86 0.52 0.77 0.47 0.44 0.55 0.37 0.80 0.63 0.97 0.37 0.70 0.96 0.50 0.80 ]
[ 0.91 0.89 0.87 0.56 0.62 0.90 0.38 0.60 0.33 0.58 0.50 0.51 0.38 0.43 0.89 0.64 0.02 0.08 0.42 0.86 0.93 0.69 0.68 0.38 0.81 0.88 0.86 1.00 0.38 0.68 0.47 0.76 0.23 0.85 0.14 0.97 0.71 0.39 0.28 0.96 0.51 0.08 1.00 0.00 0.83 0.16 0.55 0.97 0.26 0.09 0.88 0.96 0.42 0.71 0.57 0.86 0.18 0.39 0.94 0.59 0.44 0.80 0.42 0.16 0.60 0.90 0.36 0.13 0.91 0.84 0.83 0.97 0.68 0.87 0.77 0.80 0.46 0.89 0.56 0.90 0.78 0.23 0.72 ]
[ 0.99 0.92 0.60 0.97 0.92 0.87 0.87 0.38 0.16 0.90 0.87 0.45 0.42 0.03 0.29 0.32 0.96 0.93 0.46 0.18 0.72 0.49 0.63 0.98 0.91 0.67 0.89 0.66 0.56 0.46 0.78 0.57 0.98 0.24 0.88 0.80 0.69 0.54 0.33 0.95 0.46 0.93 0.00 1.00 0.98 0.65 0.88 0.82 0.64 0.87 0.19 0.61 0.39 0.75 0.79 0.77 0.95 0.83 0.83 0.71 0.84 0.67 0.88 0.87 0.43 0.68 0.41 0.47 0.51 0.90 0.67 0.64 1.00 0.30 0.47 0.72 0.51 0.94 0.33 0.57 0.22 0.02 0.69 ]
[ 0.21 0.85 0.78 0.88 0.95 0.18 0.62 0.95 0.88 0.96 0.84 0.60 0.85 0.71 0.00 0.44 0.04 0.80 0.70 0.98 0.86 0.45 0.46 0.02 0.36 0.46 0.96 0.56 0.93 0.49 0.10 0.56 0.54 0.59 0.41 0.96 0.92 0.54 0.13 0.39 0.67 0.16 0.83 0.98 1.00 0.28 0.77 0.65 0.95 0.86 0.21 0.94 0.35 0.84 1.00 0.51 0.41 0.79 0.48 0.81 0.94 0.52 0.58 0.25 0.95 0.83 0.48 0.35 0.17 0.53 0.75 0.89 0.27 0.64 0.31 0.78 0.68 0.39 0.62 0.63 0.10 0.86 0.89 ]
[ 0.68 0.72 0.95 0.36 0.41 0.76 0.87 0.65 0.47 0.56 0.68 0.83 0.96 0.41 0.28 0.40 0.18 0.28 0.71 0.71 0.94 0.14 0.67 0.96 0.53 0.34 0.78 0.71 0.96 0.51 0.96 0.24 0.88 0.26 0.80 0.95 0.09 0.91 0.70 0.52 0.18 0.02 0.16 0.65 0.28 1.00 0.00 0.35 0.46 0.50 0.94 0.62 0.45 0.16 0.88 0.73 0.29 0.05 0.78 0.40 0.96 0.97 0.91 0.70 0.45 0.38 0.85 0.71 0.38 0.52 0.95 0.88 0.54 0.55 0.31 0.00 0.91 0.24 0.83 0.60 0.30 0.44 0.83 ]
[ 0.77 0.37 0.67 0.36 0.96 0.97 0.72 0.90 0.26 0.36 0.53 0.88 0.21 0.18 0.17 0.24 0.44 0.84 0.90 0.57 0.36 0.83 0.88 0.47 0.86 0.39 0.92 0.58 0.17 0.23 0.38 0.35 0.20 0.94 0.51 0.73 0.27 0.92 0.63 0.04 0.67 0.50 0.55 0.88 0.77 0.00 1.00 0.63 0.18 0.13 0.54 0.58 0.94 0.55 0.22 0.73 0.47 0.05 0.76 0.97 0.81 0.90 0.47 0.29 0.30 0.30 0.24 0.78 0.16 0.94 0.21 0.60 0.43 0.83 0.83 0.40 0.85 0.72 0.62 0.83 0.20 0.63 0.85 ]
[ 0.81 0.69 0.97 0.98 1.00 0.59 0.60 0.79 0.76 0.01 0.19 0.90 0.99 0.60 0.25 0.15 0.42 0.17 0.46 0.86 0.86 0.24 0.97 0.24 0.97 0.88 0.92 0.12 0.78 0.50 0.45 0.84 0.89 0.22 0.97 0.96 0.70 0.14 0.64 0.67 0.31 0.03 0.97 0.82 0.65 0.35 0.63 1.00 0.82 0.20 0.02 0.85 0.64 0.71 0.61 0.07 0.62 0.63 0.82 0.07 0.33 0.24 0.97 0.93 0.29 0.35 0.67 0.27 0.10 0.87 0.66 0.39 0.19 0.77 0.91 0.81 0.80 0.55 0.89 0.45 0.62 0.72 0.16 ]
[ 0.63 0.36 0.93 0.94 0.37 0.99 0.52 0.69 0.63 0.18 0.87 0.82 0.81 0.65 0.82 0.97 0.58 0.84 0.00 0.89 0.42 0.58 0.36 0.88 0.96 0.46 0.69 0.72 0.14 0.90 0.89 0.10 0.96 0.15 0.92 0.29 0.16 0.67 0.87 0.98 0.97 0.60 0.26 0.64 0.95 0.46 0.18 0.82 1.00 0.76 0.00 0.84 0.63 0.41 0.94 0.82 0.70 0.00 0.44 0.95 0.82 0.01 0.40 0.23 0.26 0.26 0.72 0.00 0.69 0.31 0.29 0.97 0.44 0.45 0.43 0.71 0.15 0.68 0.58 0.93 0.16 0.71 0.70 ]
[ 0.53 0.32 0.59 0.44 0.88 0.89 0.76 0.63 0.28 0.73 0.42 0.98 0.90 0.00 0.16 0.88 0.23 0.58 0.82 0.55 0.82 0.68 0.75 0.96 0.15 0.72 0.89 0.50 0.80 0.37 0.43 0.49 0.39 0.95 0.42 0.94 0.97 0.26 0.23 0.69 0.13 0.93 0.09 0.87 0.86 0.50 0.13 0.20 0.76 1.00 0.63 0.43 0.45 0.52 0.47 0.06 0.11 0.83 0.26 0.92 0.39 0.71 0.72 0.54 0.60 0.46 0.99 0.31 0.00 0.96 0.79 0.82 0.47 0.68 0.78 0.92 0.20 0.59 0.39 0.51 0.21 0.91 0.69 ]
[ 0.51 0.88 0.31 0.24 0.27 0.65 0.87 0.50 0.09 0.56 0.61 0.40 0.64 0.01 0.98 0.64 0.01 0.46 0.92 0.84 0.06 0.51 0.20 0.60 0.47 0.66 0.62 0.91 0.53 0.91 0.26 0.08 0.12 0.42 0.84 0.68 0.34 0.85 0.24 0.96 0.95 0.39 0.88 0.19 0.21 0.94 0.54 0.02 0.00 0.63 1.00 0.95 0.63 0.62 0.22 0.42 0.41 0.57 0.77 0.02 0.56 0.79 0.28 0.76 0.89 0.64 0.50 0.87 0.68 0.71 0.47 0.45 0.38 0.23 0.21 0.27 0.83 0.94 0.50 0.46 0.67 0.74 0.92 ]
[ 0.48 0.40 0.26 0.40 0.97 0.81 0.41 0.24 0.05 0.54 0.97 0.93 0.19 0.28 0.34 0.93 0.99 0.74 0.92 0.19 0.01 0.46 0.63 0.91 0.96 0.93 0.55 0.91 0.88 0.86 0.22 0.77 0.78 0.30 0.93 0.98 0.40 0.05 0.92 0.83 0.94 0.53 0.96 0.61 0.94 0.62 0.58 0.85 0.84 0.43 0.95 1.00 0.46 0.73 0.24 0.06 0.24 0.56 1.00 0.48 0.40 0.30 0.58 0.06 0.93 0.29 0.42 0.90 0.82 0.20 0.92 0.95 0.32 0.71 0.79 0.39 0.66 0.30 0.35 0.42 0.97 0.23 0.35 ]
[ 0.51 0.62 0.71 0.48 0.40 0.28 0.44 0.72 0.61 0.59 0.71 1.00 0.27 0.47 0.98 0.34 0.98 0.78 0.27 0.19 0.09 0.94 0.05 0.83 0.74 0.33 0.56 0.12 0.08 0.49 0.00 0.56 0.26 0.10 0.14 0.25 0.17 0.21 0.28 0.64 0.95 0.16 0.42 0.39 0.35 0.45 0.94 0.64 0.63 0.45 0.63 0.46 1.00 0.15 0.57 0.90 0.54 0.94 0.30 0.85 0.95 0.44 0.80 0.96 0.33 1.00 0.67 0.88 0.54 0.35 0.35 0.29 0.57 0.61 0.30 0.82 0.17 0.38 0.84 0.87 0.89 0.89 0.04 ]
[ 0.99 0.08 0.46 0.76 0.53 0.15 0.90 0.16 0.94 0.20 0.98 0.68 0.58 0.57 0.77 0.74 0.92 0.19 0.73 0.41 0.00 0.27 0.98 0.81 0.89 0.72 0.17 0.54 0.71 0.21 0.56 0.42 0.49 0.96 0.16 0.92 0.71 0.60 0.00 0.08 0.87 0.44 0.71 0.75 0.84 0.16 0.55 0.71 0.41 0.52 0.62 0.73 0.15 1.00 0.16 0.96 0.83 0.79 0.75 0.84 0.38 0.27 0.22 0.60 0.87 0.52 0.76 0.46 0.96 0.95 0.93 0.86 0.41 0.61 0.92 0.66 0.97 0.22 0.21 0.41 0.42 0.51 0.61 ]
[ 0.35 0.20 0.32 0.59 0.28 0.37 0.66 0.38 0.65 0.22 0.83 0.58 0.33 0.61 0.73 0.05 0.39 0.77 0.96 0.13 0.77 0.06 0.76 0.91 0.92 0.94 0.67 0.93 0.45 0.95 0.46 0.95 0.90 0.43 0.63 0.62 0.50 0.89 0.06 0.43 0.43 0.38 0.57 0.79 1.00 0.88 0.22 0.61 0.94 0.47 0.22 0.24 0.57 0.16 1.00 0.45 0.95 0.87 0.47 0.59 0.03 0.19 0.99 0.49 0.62 0.62 0.05 0.84 0.81 0.84 0.92 0.84 0.00 0.25 0.81 0.76 0.53 0.73 0.86 0.64 0.00 0.90 0.17 ]
[ 0.54 0.08 0.15 0.37 0.18 0.82 1.00 0.37 0.59 0.72 0.47 0.59 0.90 0.32 0.98 0.62 0.98 0.18 0.74 0.84 0.55 0.83 0.18 0.21 0.33 0.58 0.19 0.29 0.69 0.19 0.91 0.98 0.62 0.32 0.80 0.83 0.31 0.71 0.44 0.35 0.70 0.28 0.86 0.77 0.51 0.73 0.73 0.07 0.82 0.06 0.42 0.06 0.90 0.96 0.45 1.00 0.51 0.41 0.51 0.18 0.70 0.20 0.28 0.88 0.28 0.86 0.73 0.42 0.85 0.96 0.60 0.99 0.96 0.57 0.96 0.30 0.95 0.11 0.57 0.44 0.84 0.24 0.71 ]
[ 0.67 0.07 0.92 0.74 0.91 0.03 0.58 0.24 0.92 0.57 0.72 0.88 0.93 0.09 0.35 0.26 0.97 0.49 0.75 0.14 0.72 0.52 0.54 0.23 0.90 0.89 0.42 0.67 0.71 0.87 0.66 0.74 0.96 0.93 0.44 0.39 0.77 0.65 0.23 0.55 0.49 0.94 0.18 0.95 0.41 0.29 0.47 0.62 0.70 0.11 0.41 0.24 0.54 0.83 0.95 0.51 1.00 0.89 0.64 0.23 0.62 0.00 0.44 0.22 0.23 0.77 0.06 0.40 0.69 0.64 0.05 0.95 1.00 0.90 0.77 0.99 1.00 0.66 0.43 0.19 0.93 0.22 0.23 ]
[ 0.29 0.34 0.24 0.71 0.85 0.85 0.77 0.65 0.23 0.76 0.18 0.57 0.70 0.75 0.86 0.99 0.81 0.49 0.71 0.82 0.45 0.16 0.49 0.00 0.53 0.20 0.92 0.06 0.19 0.62 0.10 0.63 0.98 0.92 0.46 0.84 0.37 0.36 0.47 0.98 0.09 0.61 0.39 0.83 0.79 0.05 0.05 0.63 0.00 0.83 0.57 0.56 0.94 0.79 0.87 0.41 0.89 1.00 0.34 0.97 0.47 0.26 0.31 0.39 0.81 0.76 0.47 0.13 0.31 1.00 0.68 0.03 0.93 0.90 0.89 0.69 0.28 0.97 0.21 0.15 0.43 0.78 0.00 ]
[ 0.58 0.82 0.80 0.31 0.84 0.62 0.56 0.85 0.37 0.45 0.53 0.18 0.89 0.96 0.07 0.53 0.78 0.89 0.99 0.59 0.40 0.16 0.58 0.46 0.78 0.48 0.98 0.36 0.45 0.96 0.68 0.62 0.58 0.99 0.90 0.96 0.28 0.61 0.99 0.00 0.93 0.89 0.94 0.83 0.48 0.78 0.76 0.82 0.44 0.26 0.77 1.00 0.30 0.75 0.47 0.51 0.64 0.34 1.00 0.96 0.81 0.18 0.68 0.46 0.87 0.79 0.16 0.65 0.88 0.08 0.66 0.94 0.23 0.10 0.26 0.85 0.43 0.37 0.95 0.11 0.52 0.68 0.63 ]
[ 0.56 0.21 0.38 0.47 0.52 0.17 0.38 0.44 0.46 0.58 0.38 0.54 0.91 0.30 0.52 0.03 0.00 0.57 0.41 0.59 0.28 0.76 0.82 0.98 0.97 1.00 0.81 0.23 0.16 0.44 0.69 0.40 0.17 0.27 0.27 0.98 0.81 0.43 0.26 0.52 0.59 0.51 0.59 0.71 0.81 0.40 0.97 0.07 0.95 0.92 0.02 0.48 0.85 0.84 0.59 0.18 0.23 0.97 0.96 1.00 0.33 0.86 0.48 0.51 0.55 0.93 0.00 0.62 0.94 0.16 0.20 0.41 0.80 0.40 0.81 0.35 0.26 0.93 0.94 0.92 0.78 0.88 0.95 ]
[ 0.89 0.93 0.37 0.97 0.88 0.96 0.74 0.27 0.96 0.55 0.21 0.96 0.02 0.57 0.63 0.95 0.25 0.87 0.00 0.92 0.04 0.88 0.25 0.24 0.83 0.03 0.31 0.16 0.57 0.73 0.87 0.30 0.76 0.27 0.93 0.69 0.61 0.19 0.94 0.66 0.37 0.49 0.44 0.84 0.94 0.96 0.81 0.33 0.82 0.39 0.56 0.40 0.95 0.38 0.03 0.70 0.62 0.47 0.81 0.33 1.00 0.96 0.59 0.00 0.79 0.93 0.56 0.46 0.71 0.80 0.98 0.99 0.68 0.29 0.49 0.69 0.33 0.50 0.89 0.94 0.79 0.18 0.85 ]
[ 0.42 0.60 0.54 0.68 0.92 0.62 0.51 0.86 0.31 0.38 0.83 0.95 0.62 0.77 0.77 0.47 0.70 0.99 0.97 0.05 0.19 0.70 0.96 0.55 0.13 0.51 0.92 0.53 0.98 1.00 0.46 0.99 0.72 0.18 0.16 0.00 0.87 0.95 0.75 0.29 0.90 0.56 0.80 0.67 0.52 0.97 0.90 0.24 0.01 0.71 0.79 0.30 0.44 0.27 0.19 0.20 0.00 0.26 0.18 0.86 0.96 1.00 0.00 0.31 0.68 0.91 0.60 0.20 0.71 0.32 0.96 0.22 0.41 0.11 0.55 0.19 0.26 0.87 0.13 0.87 0.92 0.35 0.95 ]
[ 0.57 0.64 0.71 0.11 0.61 0.78 0.31 0.35 0.64 0.89 0.86 0.91 0.10 0.29 0.41 0.43 0.43 0.23 0.35 0.54 0.51 0.80 0.99 0.66 0.40 0.54 0.24 0.27 0.90 0.53 0.19 0.33 0.95 0.31 0.90 0.58 0.19 0.83 0.57 0.37 0.44 0.31 0.42 0.88 0.58 0.91 0.47 0.97 0.40 0.72 0.28 0.58 0.80 0.22 0.99 0.28 0.44 0.31 0.68 0.48 0.59 0.00 1.00 0.80 0.78 0.20 0.95 0.74 0.54 0.83 0.32 0.67 0.21 0.55 0.27 0.93 0.31 0.63 0.27 0.06 0.69 0.63 0.60 ]
[ 0.50 0.42 0.15 0.41 0.48 0.68 0.24 0.39 0.00 0.28 0.58 0.14 0.62 0.94 0.42 0.63 0.80 0.89 0.56 0.58 0.18 0.92 0.53 0.91 0.70 0.44 0.33 0.83 0.19 0.15 0.34 0.21 0.76 0.99 0.72 0.86 0.30 0.44 0.51 0.81 0.51 0.65 0.16 0.87 0.25 0.70 0.29 0.93 0.23 0.54 0.76 0.06 0.96 0.60 0.49 0.88 0.22 0.39 0.46 0.51 0.00 0.31 0.80 1.00 0.92 0.23 0.37 0.45 0.66 0.99 0.47 0.15 0.95 0.73 0.25 0.83 0.19 1.00 0.25 0.33 0.12 0.85 0.65 ]
[ 0.96 0.03 0.62 0.33 0.21 0.74 0.74 0.48 0.42 0.65 0.19 0.84 0.31 0.97 0.72 0.34 0.16 0.31 0.25 0.55 0.72 0.02 0.41 0.97 0.32 0.84 0.18 0.71 0.18 0.98 0.50 0.86 0.95 0.93 0.19 0.97 0.85 0.20 0.58 0.93 0.92 0.79 0.60 0.43 0.95 0.45 0.30 0.29 0.26 0.60 0.89 0.93 0.33 0.87 0.62 0.28 0.23 0.81 0.87 0.55 0.79 0.68 0.78 0.92 1.00 0.29 0.81 0.68 0.88 0.43 0.15 0.00 0.24 0.87 0.34 0.61 0.18 0.33 0.87 0.59 0.90 0.47 0.85 ]
[ 1.00 0.41 0.16 0.28 0.94 0.24 0.23 0.53 0.83 0.51 0.52 0.63 0.15 0.91 0.54 0.17 0.20 0.86 0.62 0.16 0.64 0.63 0.59 0.92 0.28 0.77 0.17 0.38 0.57 0.35 0.65 0.29 0.69 0.75 0.56 0.13 0.91 0.32 0.24 0.27 0.75 0.71 0.90 0.68 0.83 0.38 0.30 0.35 0.26 0.46 0.64 0.29 1.00 0.52 0.62 0.86 0.77 0.76 0.79 0.93 0.93 0.91 0.20 0.23 0.29 1.00 0.53 0.66 0.72 0.35 0.69 0.33 0.20 0.73 0.51 0.85 0.49 0.43 0.44 0.87 0.53 0.06 0.55 ]
[ 0.94 0.87 0.83 0.56 0.19 0.98 0.29 0.96 0.77 0.32 0.46 0.39 0.78 0.54 0.00 0.97 0.78 0.65 0.18 0.94 0.29 0.38 0.68 0.89 0.85 0.00 0.80 0.50 0.89 0.88 0.16 0.82 0.40 0.05 0.88 0.53 0.00 0.19 0.90 0.95 0.73 0.40 0.36 0.41 0.48 0.85 0.24 0.67 0.72 0.99 0.50 0.42 0.67 0.76 0.05 0.73 0.06 0.47 0.16 0.00 0.56 0.60 0.95 0.37 0.81 0.53 1.00 0.42 0.96 0.91 0.20 0.00 0.87 0.89 0.95 0.79 0.94 0.98 0.47 0.98 0.26 0.69 0.94 ]
[ 0.31 0.94 0.91 0.74 0.69 0.26 0.25 0.46 0.79 0.65 0.35 0.89 0.97 0.11 0.87 0.52 0.94 0.93 0.66 0.71 0.92 0.85 0.97 0.05 0.71 0.42 0.28 0.23 0.34 0.89 0.32 0.58 0.15 0.90 0.77 0.58 0.66 0.19 0.37 0.60 0.72 0.98 0.13 0.47 0.35 0.71 0.78 0.27 0.00 0.31 0.87 0.90 0.88 0.46 0.84 0.42 0.40 0.13 0.65 0.62 0.46 0.20 0.74 0.45 0.68 0.66 0.42 1.00 0.94 0.61 0.44 0.40 0.56 0.89 0.41 0.81 0.45 0.90 0.34 0.79 0.02 0.29 0.90 ]
[ 0.22 0.00 0.64 0.78 0.45 0.01 0.89 0.87 0.27 0.87 0.91 0.39 0.66 0.24 0.95 0.96 0.71 0.18 0.74 0.73 0.48 0.48 0.13 0.20 0.32 1.00 0.31 0.88 0.24 0.93 0.89 0.89 0.63 0.93 0.46 0.71 0.87 0.97 0.75 0.71 0.86 0.86 0.91 0.51 0.17 0.38 0.16 0.10 0.69 0.00 0.68 0.82 0.54 0.96 0.81 0.85 0.69 0.31 0.88 0.94 0.71 0.71 0.54 0.66 0.88 0.72 0.96 0.94 1.00 0.97 0.73 0.29 0.60 0.37 0.86 0.20 0.52 0.96 0.55 0.34 0.75 0.15 0.33 ]
[ 0.89 0.22 0.20 0.66 0.63 0.38 0.28 0.85 0.87 0.39 0.46 0.56 0.22 0.91 0.77 0.09 0.49 0.38 0.14 0.67 0.56 0.78 0.78 0.35 0.37 0.88 0.84 0.24 0.91 0.42 0.56 0.42 0.83 0.89 0.44 0.64 0.17 0.21 0.64 0.67 0.99 0.52 0.84 0.90 0.53 0.52 0.94 0.87 0.31 0.96 0.71 0.20 0.35 0.95 0.84 0.96 0.64 1.00 0.08 0.16 0.80 0.32 0.83 0.99 0.43 0.35 0.91 0.61 0.97 1.00 0.99 0.18 0.07 0.03 0.22 0.89 0.87 0.83 0.96 0.29 0.48 0.49 0.09 ]
[ 0.38 0.26 0.17 0.69 0.83 0.56 0.93 0.76 0.90 0.95 0.91 0.59 0.70 0.27 0.93 0.71 0.89 0.02 0.60 0.73 0.30 0.90 0.95 0.01 0.82 0.83 0.57 0.39 0.57 0.99 0.89 0.91 0.79 0.37 0.81 0.48 0.32 0.96 0.23 0.00 0.67 0.77 0.83 0.67 0.75 0.95 0.21 0.66 0.29 0.79 0.47 0.92 0.35 0.93 0.92 0.60 0.05 0.68 0.66 0.20 0.98 0.96 0.32 0.47 0.15 0.69 0.20 0.44 0.73 0.99 1.00 0.79 0.39 0.74 0.67 0.84 0.67 0.99 0.22 0.32 0.48 0.42 0.66 ]
[ 0.84 0.92 0.44 0.22 0.75 0.98 0.78 0.94 0.52 0.18 0.29 0.58 0.32 0.54 0.99 0.91 0.48 0.98 0.89 0.08 0.88 0.10 0.35 0.50 0.79 0.12 0.20 0.41 0.35 0.00 0.85 0.54 0.35 0.59 0.00 0.95 0.87 0.32 0.62 0.75 0.37 0.47 0.97 0.64 0.89 0.88 0.60 0.39 0.97 0.82 0.45 0.95 0.29 0.86 0.84 0.99 0.95 0.03 0.94 0.41 0.99 0.22 0.67 0.15 0.00 0.33 0.00 0.40 0.29 0.18 0.79 1.00 0.58 0.06 0.80 0.47 0.60 0.17 0.19 0.41 0.16 0.89 0.81 ]
[ 0.57 0.84 0.63 0.13 0.75 0.51 0.45 0.36 0.89 0.96 0.50 0.20 0.28 0.99 0.99 0.98 0.76 0.97 0.45 0.82 0.15 0.93 0.00 0.37 0.88 0.49 0.22 0.02 0.23 0.22 0.89 0.89 0.65 0.31 0.40 0.04 0.89 0.83 0.74 0.38 0.51 0.44 0.68 1.00 0.27 0.54 0.43 0.19 0.44 0.47 0.38 0.32 0.57 0.41 0.00 0.96 1.00 0.93 0.23 0.80 0.68 0.41 0.21 0.95 0.24 0.20 0.87 0.56 0.60 0.07 0.39 0.58 1.00 0.24 0.93 0.44 0.70 0.54 0.39 0.93 0.99 0.87 0.12 ]
[ 0.31 0.74 0.21 0.00 0.91 0.38 0.20 0.00 0.73 0.48 0.53 0.56 0.26 0.68 0.87 0.98 0.49 0.57 0.40 0.69 0.43 0.29 0.69 0.45 0.56 0.20 0.45 0.72 0.52 0.94 0.78 1.00 0.46 0.41 0.11 0.78 0.85 0.93 0.24 0.63 0.30 0.55 0.87 0.30 0.64 0.55 0.83 0.77 0.45 0.68 0.23 0.71 0.61 0.61 0.25 0.57 0.90 0.90 0.10 0.40 0.29 0.11 0.55 0.73 0.87 0.73 0.89 0.89 0.37 0.03 0.74 0.06 0.24 1.00 0.19 0.79 0.76 0.52 0.76 0.49 0.95 0.09 0.16 ]
[ 0.00 0.62 0.36 0.87 0.91 0.86 0.97 0.36 0.03 0.26 0.06 0.04 0.30 0.03 0.43 0.52 0.80 0.44 0.70 0.48 0.98 0.88 0.78 0.51 0.45 0.55 0.35 0.81 0.84 0.14 0.30 0.51 0.73 0.68 0.44 0.00 0.60 0.43 0.98 0.96 0.78 0.37 0.77 0.47 0.31 0.31 0.83 0.91 0.43 0.78 0.21 0.79 0.30 0.92 0.81 0.96 0.77 0.89 0.26 0.81 0.49 0.55 0.27 0.25 0.34 0.51 0.95 0.41 0.86 0.22 0.67 0.80 0.93 0.19 1.00 0.31 0.97 0.49 0.97 0.89 0.84 0.21 0.98 ]
[ 0.72 0.96 0.92 0.49 0.52 0.99 0.35 0.27 0.49 0.37 0.93 0.97 0.67 0.24 0.80 0.42 0.53 0.29 0.66 0.86 0.98 0.83 0.50 0.94 0.36 0.83 0.93 0.39 0.53 0.91 0.68 0.29 0.51 0.68 0.77 0.72 0.14 0.73 0.72 0.95 0.35 0.80 0.80 0.72 0.78 0.00 0.40 0.81 0.71 0.92 0.27 0.39 0.82 0.66 0.76 0.30 0.99 0.69 0.85 0.35 0.69 0.19 0.93 0.83 0.61 0.85 0.79 0.81 0.20 0.89 0.84 0.47 0.44 0.79 0.31 1.00 0.47 0.99 0.98 0.92 0.71 0.06 0.31 ]
[ 0.94 0.24 0.43 0.33 0.74 0.33 0.74 0.93 0.00 0.89 0.83 0.63 0.58 0.02 0.39 0.94 0.24 0.84 0.32 0.72 0.97 0.98 0.21 0.55 0.00 0.21 0.03 0.75 0.89 0.53 0.91 0.73 0.96 0.77 0.80 0.17 0.67 0.96 0.29 0.72 0.93 0.63 0.46 0.51 0.68 0.91 0.85 0.80 0.15 0.20 0.83 0.66 0.17 0.97 0.53 0.95 1.00 0.28 0.43 0.26 0.33 0.26 0.31 0.19 0.18 0.49 0.94 0.45 0.52 0.87 0.67 0.60 0.70 0.76 0.97 0.47 1.00 0.69 0.82 0.17 0.75 0.75 0.97 ]
[ 0.89 0.35 0.62 0.37 0.53 0.39 0.90 0.01 0.42 0.57 0.23 0.78 0.50 0.70 0.97 1.00 0.57 0.59 0.57 0.86 0.19 0.54 0.66 0.82 0.27 0.84 0.29 0.57 0.88 0.01 0.30 0.32 0.95 0.96 0.23 0.79 0.42 0.15 0.35 0.94 0.35 0.97 0.89 0.94 0.39 0.24 0.72 0.55 0.68 0.59 0.94 0.30 0.38 0.22 0.73 0.11 0.66 0.97 0.37 0.93 0.50 0.87 0.63 1.00 0.33 0.43 0.98 0.90 0.96 0.83 0.99 0.17 0.54 0.52 0.49 0.99 0.69 1.00 0.87 0.77 0.76 0.65 0.39 ]
[ 0.68 0.40 0.41 0.81 0.43 0.76 0.82 0.57 0.93 0.18 0.94 0.45 0.84 0.23 0.98 0.35 0.66 0.87 0.62 0.67 0.38 0.61 0.87 0.96 0.22 0.97 0.83 0.31 0.23 0.78 0.92 0.17 0.44 0.81 0.39 0.29 0.51 0.87 0.26 0.18 0.87 0.37 0.56 0.33 0.62 0.83 0.62 0.89 0.58 0.39 0.50 0.35 0.84 0.21 0.86 0.57 0.43 0.21 0.95 0.94 0.89 0.13 0.27 0.25 0.87 0.44 0.47 0.34 0.55 0.96 0.22 0.19 0.39 0.76 0.97 0.98 0.82 0.87 1.00 0.57 0.79 0.83 0.71 ]
[ 0.36 0.43 0.54 0.67 0.46 0.84 0.73 0.91 0.86 0.97 0.89 0.45 0.99 0.71 0.18 0.32 0.49 0.88 0.89 0.03 0.00 0.39 1.00 0.16 0.33 0.18 0.32 0.16 0.78 0.92 0.69 0.85 0.74 0.39 0.70 0.40 0.70 0.44 0.72 0.81 0.87 0.70 0.90 0.57 0.63 0.60 0.83 0.45 0.93 0.51 0.46 0.42 0.87 0.41 0.64 0.44 0.19 0.15 0.11 0.92 0.94 0.87 0.06 0.33 0.59 0.87 0.98 0.79 0.34 0.29 0.32 0.41 0.93 0.49 0.89 0.92 0.17 0.77 0.57 1.00 0.64 0.62 0.87 ]
[ 0.40 0.77 0.36 0.87 0.65 0.87 0.46 0.93 0.48 0.70 0.65 0.10 0.27 0.79 0.93 0.52 0.41 0.69 0.70 0.98 0.25 0.31 0.63 0.15 0.23 0.65 0.82 0.01 0.34 0.92 0.39 0.78 0.67 0.89 0.15 0.36 0.90 0.15 0.85 0.65 0.27 0.96 0.78 0.22 0.10 0.30 0.20 0.62 0.16 0.21 0.67 0.97 0.89 0.42 0.00 0.84 0.93 0.43 0.52 0.78 0.79 0.92 0.69 0.12 0.90 0.53 0.26 0.02 0.75 0.48 0.48 0.16 0.99 0.95 0.84 0.71 0.75 0.76 0.79 0.64 1.00 0.22 0.53 ]
