[ 0.06 1.00 0.60 0.67 0.68 0.77 0.41 0.39 0.35 0.44 0.76 0.32 0.92 0.34 0.62 0.69 0.49 0.41 0.21 0.90 0.87 0.92 0.34 0.71 0.20 0.40 0.85 0.61 0.92 0.51 1.00 0.82 0.31 0.45 0.33 0.69 0.77 0.92 0.33 0.87 0.17 0.60 0.36 0.82 0.64 0.26 0.00 0.39 0.18 0.59 0.88 0.45 1.00 0.91 0.41 0.84 0.59 0.07 0.40 0.79 0.25 0.55 0.88 0.76 ]
[ 0.28 0.60 0.90 0.55 0.35 0.78 0.30 0.74 0.34 0.84 0.44 0.98 0.53 0.88 0.43 0.60 0.18 0.47 0.42 0.90 0.51 1.00 0.80 0.00 0.62 0.23 0.68 0.25 0.08 0.36 0.34 0.76 0.35 0.80 0.69 0.36 0.24 0.93 0.44 0.38 0.85 0.37 0.65 0.51 0.77 0.36 0.55 0.97 0.07 0.69 0.81 0.90 0.91 1.00 0.24 0.70 0.42 0.77 0.89 0.51 0.90 0.21 0.99 0.77 ]
[ 0.30 0.86 0.18 0.30 0.79 0.60 0.43 0.44 0.43 0.75 0.23 0.61 0.72 0.86 0.45 0.88 0.67 0.88 0.27 0.80 0.71 0.63 0.77 0.31 0.50 0.47 0.15 0.87 0.66 0.00 0.79 0.60 0.80 0.89 0.07 0.80 0.68 0.75 0.53 0.85 0.45 0.93 0.22 0.62 0.45 0.39 0.77 0.92 0.91 0.23 0.80 0.30 0.41 0.24 1.00 0.33 0.69 0.91 0.35 0.55 0.19 0.40 0.92 0.87 ]
[ 0.90 0.50 0.87 0.34 0.55 0.78 0.83 0.57 0.68 0.92 0.67 0.37 0.94 0.34 0.18 0.75 0.49 0.18 0.43 0.89 0.75 0.19 0.38 0.55 0.94 0.88 0.86 0.43 0.13 0.35 0.46 0.46 0.29 0.53 0.62 0.77 0.95 0.89 0.70 0.28 0.99 0.76 0.34 0.39 0.86 0.18 0.62 0.42 0.34 0.49 0.31 0.25 0.84 0.70 0.33 1.00 0.49 0.61 0.84 0.50 0.13 0.60 0.95 0.93 ]
[ 0.60 0.22 0.63 0.90 0.52 0.40 0.59 0.97 0.83 0.11 0.52 0.26 0.57 0.90 0.09 0.23 0.00 0.55 0.07 0.15 0.92 0.58 0.37 0.25 0.84 0.56 0.85 0.96 0.78 0.70 0.25 0.38 0.44 0.92 0.27 0.93 0.66 0.15 0.19 0.74 0.02 0.74 0.55 0.29 0.27 0.00 0.65 0.70 0.22 0.30 0.32 0.62 0.59 0.42 0.69 0.49 1.00 0.36 0.12 0.49 0.67 0.01 0.42 0.97 ]
[ 0.78 0.69 0.67 0.87 0.92 0.04 0.20 0.25 0.15 0.20 0.57 0.47 0.82 0.86 0.43 0.18 0.33 0.78 0.00 0.18 0.92 0.66 0.42 0.86 0.98 0.99 0.60 0.82 0.88 0.58 0.52 0.45 0.79 0.63 0.42 0.65 0.38 0.87 0.21 0.49 0.71 0.94 0.93 0.97 0.94 0.61 0.96 0.47 0.78 0.37 0.15 0.68 0.07 0.77 0.91 0.61 0.36 1.00 0.74 0.98 0.90 0.47 0.79 0.31 ]
[ 0.81 0.47 0.27 0.62 0.00 0.09 0.26 0.85 0.72 0.47 0.89 0.94 0.59 0.16 0.78 0.31 0.88 0.61 0.68 0.39 0.97 0.48 0.98 0.40 0.16 0.45 0.32 0.54 0.95 0.28 0.87 0.56 0.44 0.01 0.65 0.14 0.46 0.72 0.28 0.89 0.43 0.54 0.44 0.91 0.80 0.94 0.57 0.65 0.45 0.72 0.75 0.95 0.40 0.89 0.35 0.84 0.12 0.74 1.00 0.23 0.07 0.42 0.58 0.38 ]
[ 0.61 0.63 0.59 0.58 0.75 0.74 0.76 0.95 0.75 0.06 0.79 0.76 0.87 0.72 0.60 0.30 0.44 0.99 0.32 0.79 0.58 0.95 0.27 0.85 0.29 0.45 0.59 0.52 0.27 0.38 0.97 0.85 0.76 0.61 0.32 0.41 0.41 1.00 0.87 0.62 0.69 0.69 0.98 0.16 0.58 0.79 0.69 0.91 0.97 0.77 0.50 0.37 0.79 0.51 0.55 0.50 0.49 0.98 0.23 1.00 0.53 0.60 0.27 0.23 ]
[ 0.28 0.90 0.44 0.00 0.62 0.70 0.37 0.82 0.62 0.63 0.67 0.85 0.63 0.75 0.68 0.35 0.86 0.01 0.90 0.92 0.88 0.24 0.65 0.97 0.23 1.00 0.83 0.79 0.19 0.02 0.36 0.50 0.00 0.49 0.91 0.11 0.69 0.90 0.93 0.23 0.61 0.69 0.36 0.88 0.90 0.91 0.19 0.06 0.06 0.97 0.93 0.38 0.25 0.90 0.19 0.13 0.67 0.90 0.07 0.53 1.00 0.52 0.89 0.47 ]
[ 0.85 0.87 0.63 0.48 0.46 0.70 0.67 0.92 0.23 0.94 0.58 0.05 0.84 0.64 0.65 0.23 0.98 0.54 0.58 0.94 0.65 0.80 0.90 0.44 0.15 0.61 0.89 0.85 0.82 0.34 0.08 0.43 0.73 0.04 0.42 0.34 0.85 0.33 0.89 0.81 0.11 0.77 0.63 0.93 0.41 0.44 0.37 0.81 0.94 0.86 0.43 0.59 0.55 0.21 0.40 0.60 0.01 0.47 0.42 0.60 0.52 1.00 0.88 0.43 ]
[ 0.94 0.55 0.83 0.29 0.54 0.63 0.06 0.20 0.56 0.97 0.19 0.68 0.74 0.89 0.21 0.13 0.39 0.33 0.65 0.38 0.51 0.51 0.94 0.22 0.38 0.69 0.02 0.28 0.96 0.07 0.12 0.24 0.95 0.19 0.36 0.91 0.83 0.71 0.43 0.48 0.45 0.94 0.46 0.62 0.87 0.22 0.57 0.43 0.89 0.80 0.54 0.48 0.88 0.99 0.92 0.95 0.42 0.79 0.58 0.27 0.89 0.88 1.00 0.33 ]
[ 0.30 0.36 0.64 0.78 0.85 0.54 0.30 0.31 0.58 0.43 0.98 0.31 0.44 0.33 0.77 0.24 0.17 0.24 0.52 0.31 0.17 0.76 0.00 0.03 0.83 0.88 0.00 0.55 0.40 0.16 0.60 0.63 0.90 0.72 0.88 0.39 0.74 0.23 0.40 0.51 0.61 0.72 0.96 0.90 0.80 0.90 0.45 0.68 0.63 0.93 0.21 0.41 0.76 0.77 0.87 0.93 0.97 0.31 0.38 0.23 0.47 0.43 0.33 1.00 ]
];
