[ 0.36 0.32 0.35 0.07 0.96 0.74 0.89 0.94 0.84 0.54 0.95 0.44 0.50 0.91 0.16 0.92 0.53 0.85 0.20 1.00 0.10 0.47 0.49 0.40 0.80 0.64 0.34 0.34 0.94 0.03 0.63 0.11 0.67 0.98 0.88 0.89 0.45 0.77 0.16 0.10 0.53 0.60 0.99 0.91 0.60 0.99 0.18 0.82 1.00 0.66 0.96 0.65 0.92 0.77 0.46 0.73 0.31 0.41 0.38 0.99 0.48 0.86 0.94 0.99 0.25 0.35 0.88 0.25 0.21 ]
[ 0.00 0.63 0.02 0.88 0.91 0.66 0.48 0.47 0.98 0.48 0.25 0.71 0.37 0.02 0.75 0.99 0.36 0.75 0.34 0.94 0.95 0.77 0.31 0.74 0.78 0.85 0.19 0.75 0.42 0.75 0.66 0.94 0.81 0.66 0.70 0.60 0.04 0.21 0.15 0.40 0.09 0.94 0.84 0.47 0.79 0.94 0.46 0.06 0.66 1.00 0.41 0.99 0.72 0.61 0.12 0.06 0.67 0.31 0.57 0.43 0.24 0.28 0.91 0.91 0.00 0.92 0.42 0.52 0.74 ]
[ 0.18 0.76 0.76 0.83 0.34 0.66 0.40 0.93 0.45 0.99 0.64 0.61 0.88 0.37 0.88 0.18 0.90 0.84 0.55 0.27 0.81 0.92 0.24 0.83 0.89 0.68 0.43 0.40 0.48 0.78 0.46 0.64 0.60 0.52 0.38 0.13 0.87 0.26 0.05 0.76 0.69 0.49 0.95 0.04 0.22 0.32 0.51 0.76 0.96 0.41 1.00 0.33 0.07 0.45 0.84 0.47 0.79 0.29 0.43 0.59 0.26 0.88 0.15 0.36 0.67 0.84 0.53 0.57 0.49 ]
[ 0.27 0.38 0.86 0.16 0.92 0.63 0.19 0.49 0.67 0.77 0.93 0.20 0.59 0.79 0.98 0.13 0.36 0.77 0.18 0.06 0.24 0.45 0.33 0.00 0.19 1.00 0.39 0.50 0.08 0.92 0.63 0.97 0.95 0.94 0.68 0.58 0.97 0.50 0.32 0.18 0.28 0.64 0.00 0.21 0.15 0.76 0.56 0.93 0.65 0.99 0.33 1.00 0.35 0.90 0.34 0.16 0.96 0.31 0.32 0.90 0.23 0.28 0.63 0.04 0.51 0.80 0.74 0.87 0.78 ]
[ 0.39 0.61 0.74 0.61 0.28 0.14 0.94 0.58 0.30 0.65 0.19 0.72 0.47 0.34 0.49 0.21 0.41 0.74 0.50 0.91 0.98 0.41 0.35 0.29 0.89 0.85 0.17 0.36 0.57 1.00 0.20 0.91 0.85 0.63 0.30 0.74 0.96 0.60 0.98 0.59 0.51 0.76 0.44 0.80 0.45 0.91 0.72 0.82 0.92 0.72 0.07 0.35 1.00 0.98 0.68 0.95 0.37 0.71 0.89 0.17 0.91 0.71 0.26 0.69 0.74 0.70 0.24 0.97 0.92 ]
[ 0.81 0.83 0.61 0.69 0.41 0.92 0.22 0.99 0.95 0.42 0.15 0.18 0.87 0.11 0.90 0.43 0.67 0.36 0.47 0.58 0.37 0.02 0.73 0.62 0.26 1.00 0.98 0.87 0.72 0.77 0.55 0.78 0.91 0.71 0.54 0.54 0.58 0.89 0.94 0.33 0.00 0.31 0.98 0.97 0.28 0.04 0.47 0.17 0.77 0.61 0.45 0.90 0.98 1.00 0.03 0.57 0.62 0.96 0.48 0.55 0.40 0.66 0.21 0.29 0.53 0.55 0.67 0.34 0.66 ]
[ 0.02 0.67 0.82 0.34 0.33 0.36 0.36 0.90 0.08 0.04 0.85 0.94 0.68 0.00 0.13 0.20 0.00 0.22 0.84 0.37 0.86 0.40 0.89 0.33 0.67 0.11 0.17 0.36 0.26 0.00 0.60 0.90 0.44 0.67 0.57 0.37 0.64 0.93 0.63 0.34 0.09 0.96 0.51 0.72 0.43 0.34 0.33 0.88 0.46 0.12 0.84 0.34 0.68 0.03 1.00 0.34 0.79 0.68 0.69 0.19 0.00 0.60 0.72 0.49 0.96 0.27 0.79 0.25 0.82 ]
[ 0.67 0.69 0.47 0.77 0.52 0.57 0.82 0.71 0.25 0.65 0.47 0.77 0.27 0.17 0.70 0.36 0.62 0.51 0.78 0.64 0.96 0.66 0.58 0.45 0.00 0.85 0.57 0.80 0.51 0.26 0.27 0.85 0.88 0.97 0.68 0.94 0.42 0.92 0.29 0.89 0.56 0.62 0.65 0.07 0.48 0.28 0.31 0.12 0.73 0.06 0.47 0.16 0.95 0.57 0.34 1.00 0.52 0.54 0.70 0.26 0.32 0.45 0.71 0.27 0.00 0.84 0.81 0.97 0.24 ]
[ 0.10 0.24 0.39 0.85 0.31 0.36 0.81 0.73 0.28 0.33 0.42 0.25 0.15 0.74 0.53 0.48 0.42 0.21 0.87 0.36 0.81 0.62 0.05 0.94 0.78 0.67 0.86 0.27 0.56 0.56 0.87 0.98 0.26 0.81 0.06 0.01 0.17 0.29 0.95 0.41 0.45 0.55 0.73 0.26 0.95 0.59 0.09 0.56 0.31 0.67 0.79 0.96 0.37 0.62 0.79 0.52 1.00 0.32 0.49 0.90 0.16 0.77 0.58 0.91 0.58 0.11 0.81 0.93 0.13 ]
[ 0.53 0.12 0.17 0.90 0.74 0.88 0.42 0.95 0.16 0.29 0.97 0.62 0.41 0.84 0.90 0.75 0.54 0.89 1.00 0.25 0.96 0.80 0.88 0.95 0.92 0.69 0.02 0.76 0.55 0.10 0.65 0.04 0.25 0.60 0.48 0.91 0.71 0.34 0.85 0.31 0.23 0.81 0.79 0.73 0.51 0.41 0.39 0.91 0.41 0.31 0.29 0.31 0.71 0.96 0.68 0.54 0.32 1.00 0.47 0.47 0.87 0.55 0.80 0.74 0.91 0.20 0.21 0.59 0.99 ]
[ 0.73 0.73 0.71 0.95 0.63 0.92 0.35 0.34 0.88 0.42 0.75 0.63 0.38 0.94 0.09 0.94 0.34 0.34 0.36 0.45 0.73 0.93 0.05 0.21 0.12 0.72 0.84 0.75 0.82 0.71 0.02 0.99 0.53 0.34 0.20 0.39 0.26 0.55 0.41 0.77 0.91 0.85 0.41 0.24 0.31 0.36 0.20 0.03 0.38 0.57 0.43 0.32 0.89 0.48 0.69 0.70 0.49 0.47 1.00 0.59 0.55 0.86 0.83 0.94 0.66 0.95 0.57 0.00 0.52 ]
[ 0.84 0.40 0.65 0.52 0.40 0.36 0.76 0.00 0.92 0.98 0.61 0.60 0.95 0.44 0.99 0.81 0.98 0.30 0.15 0.19 0.76 0.11 0.69 0.37 0.09 0.64 0.40 0.04 0.60 0.41 0.99 0.61 0.75 0.08 0.93 0.97 0.72 0.98 0.94 0.69 0.39 0.36 0.73 0.29 0.75 0.30 0.54 0.18 0.99 0.43 0.59 0.90 0.17 0.55 0.19 0.26 0.90 0.47 0.59 1.00 0.17 0.95 0.74 1.00 0.55 0.00 0.72 0.26 0.62 ]
[ 0.36 0.99 0.17 0.95 0.64 0.06 0.99 0.81 0.66 0.48 0.81 0.38 0.34 0.73 0.07 0.61 0.13 0.84 0.28 0.89 0.92 0.71 0.48 0.19 0.11 0.43 0.64 0.61 0.59 0.88 0.69 0.85 0.18 0.08 0.65 0.99 0.18 0.91 0.62 0.68 0.42 0.89 0.84 0.26 0.23 0.86 0.24 0.73 0.48 0.24 0.26 0.23 0.91 0.40 0.00 0.32 0.16 0.87 0.55 0.17 1.00 0.47 0.27 0.00 0.77 0.96 0.61 0.80 0.33 ]
[ 0.36 0.29 0.07 0.53 0.84 0.90 0.63 0.12 0.86 0.30 0.13 0.40 0.30 0.15 0.05 0.74 0.32 0.24 0.29 0.08 0.33 0.21 0.34 0.94 0.91 0.46 0.07 0.07 0.99 0.61 0.21 0.64 0.93 0.98 0.51 0.33 0.15 0.65 0.76 0.61 0.98 0.70 0.34 0.80 0.97 0.29 0.93 0.57 0.86 0.28 0.88 0.28 0.71 0.66 0.60 0.45 0.77 0.55 0.86 0.95 0.47 1.00 0.82 0.74 0.98 0.37 0.35 0.04 0.83 ]
[ 0.67 0.95 0.43 0.55 0.98 0.94 0.92 0.92 0.86 0.92 0.05 0.00 0.80 0.20 0.88 0.75 0.41 0.61 0.22 0.18 0.07 0.29 0.36 0.74 0.16 0.96 0.95 0.22 0.95 0.66 0.18 0.20 0.86 0.92 0.42 0.36 0.96 0.51 0.21 1.00 0.74 0.68 0.19 0.72 0.76 0.21 0.29 0.06 0.94 0.91 0.15 0.63 0.26 0.21 0.72 0.71 0.58 0.80 0.83 0.74 0.27 0.82 1.00 0.18 0.22 0.41 0.96 0.27 0.85 ]
[ 0.42 0.90 0.64 0.27 0.75 0.66 0.48 0.49 0.79 0.27 0.32 0.44 0.39 0.88 0.30 0.68 0.72 0.78 0.37 0.67 0.64 0.85 0.89 0.43 0.33 0.60 0.13 0.22 0.65 0.92 0.93 0.17 0.37 0.46 0.86 0.29 0.82 0.31 0.39 0.36 0.88 0.23 0.76 0.85 0.57 0.24 0.16 0.74 0.99 0.91 0.36 0.04 0.69 0.29 0.49 0.27 0.91 0.74 0.94 1.00 0.00 0.74 0.18 1.00 0.43 0.15 0.77 0.94 0.68 ]
[ 0.64 0.98 0.77 0.44 0.28 0.17 0.27 0.65 0.67 0.30 0.22 0.95 0.35 0.60 0.27 0.47 0.41 0.56 0.88 0.59 0.51 0.66 0.52 0.33 0.96 0.00 0.22 0.04 0.53 0.59 0.00 0.75 0.41 0.76 0.23 0.89 0.80 0.17 0.95 0.81 0.97 0.90 0.31 0.79 0.15 0.05 0.82 0.45 0.25 0.00 0.67 0.51 0.74 0.53 0.96 0.00 0.58 0.91 0.66 0.55 0.77 0.98 0.22 0.43 1.00 0.53 0.98 0.77 0.28 ]
[ 0.55 0.60 0.17 0.20 0.94 0.52 0.92 0.18 0.47 0.96 0.12 0.99 0.91 0.97 0.74 0.98 0.19 0.91 0.31 0.36 0.92 0.55 0.84 0.95 0.71 0.95 0.73 0.09 0.16 0.99 0.31 0.49 0.53 0.92 0.88 0.64 0.43 0.95 0.87 0.16 0.83 0.77 0.63 0.38 0.36 0.92 0.78 0.53 0.35 0.92 0.84 0.80 0.70 0.55 0.27 0.84 0.11 0.20 0.95 0.00 0.96 0.37 0.41 0.15 0.53 1.00 0.97 0.20 0.99 ]
[ 0.61 0.82 0.20 0.95 0.83 0.94 0.90 0.21 0.40 0.37 0.20 0.92 0.05 0.76 0.46 0.16 0.89 0.18 0.87 0.71 0.27 0.39 0.40 0.86 0.52 0.02 0.24 0.68 0.91 0.27 0.08 0.43 0.56 0.36 0.06 0.97 0.44 0.71 0.18 0.22 0.37 0.03 0.98 0.87 0.59 0.93 0.33 0.89 0.88 0.42 0.53 0.74 0.24 0.67 0.79 0.81 0.81 0.21 0.57 0.72 0.61 0.35 0.96 0.77 0.98 0.97 1.00 0.15 0.96 ]
[ 0.43 0.53 0.50 0.49 0.46 0.00 0.07 0.49 0.99 0.75 0.04 0.23 0.45 0.81 0.52 0.00 0.59 0.32 0.93 0.00 0.86 0.72 0.83 0.45 0.27 0.39 0.31 0.20 0.87 0.21 0.88 0.93 0.56 0.49 0.14 1.00 0.32 0.57 0.88 0.18 0.07 0.53 0.30 0.79 0.40 0.10 0.35 0.52 0.25 0.52 0.57 0.87 0.97 0.34 0.25 0.97 0.93 0.59 0.00 0.26 0.80 0.04 0.27 0.94 0.77 0.20 0.15 1.00 0.86 ]
[ 0.00 0.77 0.88 0.14 0.35 0.87 0.00 0.45 0.37 0.56 0.83 0.88 0.53 0.18 0.32 0.86 0.91 0.98 0.76 0.30 0.05 0.39 0.35 0.27 0.73 0.65 0.95 0.51 0.89 0.85 0.93 0.05 0.44 0.91 0.36 0.21 0.95 0.41 0.32 0.87 0.90 0.19 0.57 0.91 0.31 0.36 0.35 0.66 0.21 0.74 0.49 0.78 0.92 0.66 0.82 0.24 0.13 0.99 0.52 0.62 0.33 0.83 0.85 0.68 0.28 0.99 0.96 0.86 1.00 ]
];
