[ 0.90 0.30 0.68 0.35 0.31 1.00 0.27 0.58 0.95 0.18 0.32 0.25 0.67 0.27 0.85 0.92 0.84 0.37 0.53 0.69 0.60 0.92 0.22 0.45 0.52 0.50 0.34 0.29 0.83 0.50 0.84 0.31 0.85 0.83 0.68 0.25 0.99 0.23 0.71 0.59 0.97 0.54 0.91 0.32 0.83 0.61 1.00 0.96 0.23 0.26 1.00 0.86 0.83 0.27 0.51 0.49 0.95 0.59 0.49 0.27 0.23 0.63 0.25 0.25 0.00 0.90 0.87 0.93 0.84 0.39 0.48 0.81 0.17 ]
[ 0.67 0.93 0.53 0.98 0.50 0.89 0.36 0.38 0.70 0.55 0.24 0.53 0.33 0.58 0.49 0.67 0.90 0.36 0.59 0.11 0.66 0.03 0.36 0.51 0.69 0.86 0.13 0.52 0.99 0.55 0.48 0.68 0.86 0.46 0.23 0.06 0.56 0.51 0.39 0.33 0.19 0.81 0.30 0.92 0.37 0.64 0.96 1.00 0.55 0.14 0.71 0.77 0.42 0.86 0.57 0.82 0.98 0.79 0.89 0.41 0.39 0.83 0.70 0.67 0.60 0.87 0.91 0.41 0.47 0.93 0.69 0.14 0.58 ]
[ 0.18 0.49 0.75 0.98 0.90 1.00 0.03 0.00 0.58 0.73 0.61 0.97 0.79 0.15 0.49 0.13 0.46 0.34 0.62 0.18 0.86 0.34 0.62 0.68 0.52 0.38 0.69 0.88 0.31 0.42 0.25 0.84 0.44 0.98 0.46 0.92 0.58 0.99 0.95 0.96 1.00 0.37 0.88 0.44 0.27 0.25 0.23 0.55 1.00 0.17 0.96 0.93 0.89 0.42 0.50 0.42 0.12 0.57 0.52 0.84 0.42 0.18 0.86 0.69 0.75 0.53 0.30 0.65 0.54 0.92 0.31 0.30 0.43 ]
[ 0.94 0.70 0.00 0.95 0.22 0.54 0.79 0.36 0.61 0.25 0.64 0.63 0.99 0.68 0.27 0.40 0.85 0.95 0.74 0.86 0.31 0.32 0.40 0.66 0.94 0.96 0.20 0.27 0.93 0.89 0.27 0.44 0.54 0.24 0.95 0.94 0.98 0.54 0.95 0.72 0.09 0.89 0.34 0.69 0.75 0.66 0.26 0.14 0.17 1.00 0.35 0.97 0.79 0.71 0.00 0.98 0.22 0.73 0.19 0.23 0.26 0.63 0.20 0.49 0.83 0.90 0.73 0.54 0.88 0.98 0.19 0.24 0.33 ]
[ 0.56 0.50 0.53 0.59 0.42 0.10 0.24 0.13 0.51 0.30 0.92 0.53 0.19 0.85 0.00 0.93 0.86 0.16 0.91 0.75 0.46 0.85 0.79 0.28 0.54 0.04 0.97 0.09 0.22 0.89 0.86 0.70 0.50 0.43 0.00 0.43 0.39 0.32 0.09 0.38 0.83 0.25 0.73 0.61 0.07 0.49 1.00 0.71 0.96 0.35 1.00 0.86 0.44 0.45 0.96 0.71 0.77 0.69 0.73 0.10 0.42 0.67 0.80 0.67 0.42 0.24 0.74 0.99 0.42 0.00 0.87 0.58 0.42 ]
[ 0.76 0.37 0.17 0.11 0.40 0.76 0.41 0.74 0.88 0.44 0.80 0.86 0.68 0.16 0.40 0.16 0.72 0.95 0.70 0.06 0.79 0.40 0.47 0.16 0.87 0.64 0.48 0.02 0.33 0.23 0.40 0.69 0.94 0.84 0.15 0.42 0.11 0.93 0.86 0.97 0.18 0.49 0.88 0.41 0.36 0.98 0.86 0.77 0.93 0.97 0.86 1.00 0.67 0.96 0.77 0.89 0.87 0.16 0.54 0.27 0.24 0.89 0.97 0.65 0.38 0.61 0.73 0.98 0.34 0.91 0.00 0.62 0.87 ]
[ 0.87 0.17 0.39 0.97 0.62 0.89 0.93 0.64 0.80 0.28 0.21 0.14 0.93 0.93 0.08 0.25 0.39 0.53 0.43 0.74 0.87 0.47 0.57 0.98 0.51 0.66 0.86 0.25 0.86 0.41 0.70 0.01 0.96 0.30 0.89 0.73 0.46 0.94 0.20 1.00 0.55 0.50 0.96 0.33 0.30 0.29 0.83 0.42 0.89 0.79 0.44 0.67 1.00 0.89 0.86 0.20 0.91 0.67 0.61 0.00 0.72 0.35 0.52 0.50 0.95 0.99 0.81 0.71 0.16 0.91 0.38 1.00 0.00 ]
[ 0.00 0.48 0.53 0.32 0.81 0.72 0.20 0.17 0.43 0.80 0.39 0.91 0.52 0.21 0.72 0.85 0.37 0.81 0.71 0.85 0.76 0.34 0.48 0.78 0.75 0.92 0.27 0.53 0.57 0.38 0.82 0.55 0.43 0.59 1.00 0.34 0.33 0.54 0.98 0.24 0.88 0.43 0.41 0.76 0.67 0.80 0.27 0.86 0.42 0.71 0.45 0.96 0.89 1.00 0.76 0.70 0.97 0.40 0.92 0.99 0.38 0.36 0.31 0.18 0.88 0.26 0.10 0.98 0.19 0.91 0.29 0.48 0.91 ]
[ 0.92 0.50 0.94 0.35 0.45 0.92 0.01 0.90 0.93 0.40 0.66 0.44 0.87 0.75 0.99 0.38 0.21 0.80 0.77 0.13 0.23 0.73 0.93 0.22 0.18 0.28 0.77 0.98 0.97 0.33 0.31 0.55 0.78 0.31 0.71 0.65 0.65 0.41 0.86 0.74 0.76 0.30 0.17 0.65 0.37 0.61 0.51 0.57 0.50 0.00 0.96 0.77 0.86 0.76 1.00 0.44 0.95 0.50 0.59 0.21 0.31 0.16 0.39 0.82 0.31 0.38 0.45 0.30 0.79 0.60 0.51 0.88 0.42 ]
[ 0.38 0.72 0.52 0.87 0.53 0.96 0.48 0.00 0.34 0.70 0.19 0.24 0.40 0.74 0.11 0.77 0.81 0.51 0.79 0.61 0.39 0.57 0.87 0.59 0.65 0.60 0.71 0.07 0.51 0.18 0.94 0.16 0.21 0.02 0.95 0.67 0.71 0.31 0.81 0.90 0.85 0.78 0.96 0.61 0.74 0.40 0.49 0.82 0.42 0.98 0.71 0.89 0.20 0.70 0.44 1.00 0.00 0.16 0.88 0.65 0.13 0.10 0.22 0.04 0.16 0.38 0.12 0.95 0.57 1.00 0.27 0.17 0.89 ]
[ 0.94 0.35 0.78 0.77 0.95 0.55 0.94 0.21 0.62 0.77 0.96 0.53 0.69 0.91 0.74 0.46 0.98 0.47 0.39 0.30 0.85 0.30 0.79 0.42 0.68 0.05 0.99 0.09 0.55 0.67 0.76 0.62 0.99 0.18 0.07 0.75 0.90 0.77 0.64 0.28 0.96 0.38 0.64 0.45 0.00 0.62 0.95 0.98 0.12 0.22 0.77 0.87 0.91 0.97 0.95 0.00 1.00 0.40 0.99 0.98 0.30 0.77 0.32 0.31 0.67 0.85 0.93 0.16 0.61 0.68 0.28 0.65 0.98 ]
[ 0.23 0.24 0.00 0.24 0.27 0.80 0.85 0.92 0.90 0.31 0.30 0.99 0.39 0.75 0.34 0.25 0.28 0.30 0.72 0.20 0.39 0.22 0.26 0.70 0.40 0.95 0.98 0.28 0.85 0.40 0.48 0.06 0.63 0.72 0.74 0.37 0.38 0.50 0.96 0.69 0.26 0.28 0.09 0.66 0.52 0.86 0.59 0.79 0.57 0.73 0.69 0.16 0.67 0.40 0.50 0.16 0.40 1.00 0.85 0.24 0.94 0.00 0.49 0.61 0.78 0.43 0.14 0.83 0.82 0.33 0.98 0.26 0.97 ]
[ 0.17 0.41 0.30 0.78 0.73 0.46 0.12 0.66 0.03 0.27 0.86 0.00 0.89 0.31 0.47 0.51 0.60 0.90 0.29 0.98 0.30 0.76 0.31 0.60 0.32 0.66 0.90 0.87 0.98 0.68 0.79 0.88 0.95 0.77 0.00 0.99 0.27 0.82 0.61 0.41 0.07 0.96 0.41 0.95 0.09 0.87 0.49 0.89 0.52 0.19 0.73 0.54 0.61 0.92 0.59 0.88 0.99 0.85 1.00 0.50 0.94 0.15 0.77 0.79 0.86 0.16 0.48 0.43 0.39 0.84 0.47 0.89 0.40 ]
[ 0.95 0.75 0.53 0.84 0.75 0.80 0.49 0.22 0.09 0.47 0.82 0.79 0.02 0.98 0.85 0.39 0.16 0.90 0.15 0.59 0.26 0.90 0.58 0.61 0.88 0.22 0.27 0.61 0.17 0.71 0.46 0.12 0.27 0.01 0.29 0.35 0.26 0.78 0.05 0.65 0.98 0.64 0.98 0.50 0.79 0.86 0.27 0.41 0.84 0.23 0.10 0.27 0.00 0.99 0.21 0.65 0.98 0.24 0.50 1.00 0.82 0.86 0.18 0.66 0.28 0.44 0.83 0.95 0.42 0.43 0.51 0.87 0.86 ]
[ 0.70 0.85 0.13 0.44 0.00 0.08 0.30 0.87 0.70 0.94 0.84 0.53 0.61 0.27 0.21 0.39 0.30 0.00 0.81 0.30 0.41 0.73 0.72 1.00 0.39 0.60 0.91 0.97 0.08 0.86 0.25 0.88 0.37 0.29 0.95 0.17 0.81 0.38 0.36 0.94 0.43 0.52 0.42 0.61 0.54 0.24 0.23 0.39 0.42 0.26 0.42 0.24 0.72 0.38 0.31 0.13 0.30 0.94 0.94 0.82 1.00 0.68 0.78 0.68 0.35 0.90 0.93 0.42 0.59 0.97 0.31 0.56 0.94 ]
[ 0.63 0.36 0.91 0.09 0.52 0.80 0.88 0.24 0.18 0.43 0.34 0.87 0.91 0.96 0.60 0.28 0.65 0.34 0.47 0.37 0.33 0.92 0.78 0.67 0.77 0.16 0.95 0.49 0.00 0.92 0.70 0.87 0.31 0.38 0.30 0.53 0.29 0.38 0.32 0.94 0.86 0.43 0.01 0.22 0.52 0.54 0.63 0.83 0.18 0.63 0.67 0.89 0.35 0.36 0.16 0.10 0.77 0.00 0.15 0.86 0.68 1.00 0.91 0.66 0.58 0.25 0.22 0.92 0.98 0.63 0.22 0.31 0.78 ]
[ 0.65 0.22 0.86 1.00 0.79 0.78 0.71 0.74 0.88 0.47 0.29 0.48 0.25 0.35 0.55 0.74 0.87 0.56 0.15 0.89 1.00 0.99 0.00 0.18 0.68 0.65 0.45 0.17 0.50 0.31 0.44 0.90 0.02 0.73 0.44 0.51 0.98 0.42 0.60 0.97 0.64 0.35 0.03 0.00 0.02 0.17 0.25 0.70 0.86 0.20 0.80 0.97 0.52 0.31 0.39 0.22 0.32 0.49 0.77 0.18 0.78 0.91 1.00 0.34 0.92 0.26 0.02 0.19 0.74 0.20 0.93 0.73 0.33 ]
[ 0.10 0.99 0.43 0.75 0.30 0.21 0.72 0.99 0.25 0.00 0.91 0.23 0.50 1.00 0.86 0.63 0.98 0.18 0.85 0.86 0.59 0.99 0.29 0.82 0.70 0.19 0.97 0.34 0.37 0.30 0.62 0.29 0.78 0.98 0.46 0.60 0.82 0.60 0.01 0.26 0.52 0.88 0.47 0.53 0.08 0.41 0.25 0.67 0.69 0.49 0.67 0.65 0.50 0.18 0.82 0.04 0.31 0.61 0.79 0.66 0.68 0.66 0.34 1.00 0.08 0.87 0.90 0.43 0.95 0.47 1.00 0.92 0.84 ]
[ 0.25 0.78 0.91 0.22 0.80 0.11 0.21 0.35 0.92 0.35 0.56 0.30 0.62 0.49 0.75 0.74 0.52 0.39 0.85 0.57 0.81 0.27 0.67 0.31 0.00 0.74 0.15 0.09 0.50 0.96 0.00 0.64 0.45 0.98 0.24 0.40 0.78 0.76 0.00 0.58 0.23 0.06 0.62 0.95 0.40 0.08 0.00 0.60 0.75 0.83 0.42 0.38 0.95 0.88 0.31 0.16 0.67 0.78 0.86 0.28 0.35 0.58 0.92 0.08 1.00 0.78 0.24 0.72 0.29 0.45 0.01 0.40 0.74 ]
[ 0.00 0.28 0.69 0.65 0.57 0.20 0.34 0.92 0.34 0.74 0.50 0.55 0.77 0.54 0.33 0.48 0.68 0.56 0.87 0.75 0.48 0.79 0.19 0.34 0.43 0.49 0.34 0.65 0.33 0.03 0.73 0.44 0.02 0.50 0.40 0.51 0.67 0.10 0.65 0.35 0.94 0.49 0.20 0.88 0.88 0.73 0.90 0.87 0.53 0.90 0.24 0.61 0.99 0.26 0.38 0.38 0.85 0.43 0.16 0.44 0.90 0.25 0.26 0.87 0.78 1.00 0.69 0.10 0.97 0.00 0.33 0.47 0.72 ]
[ 0.95 0.37 0.71 0.65 0.16 0.95 0.11 0.55 0.30 0.67 0.61 0.21 0.64 0.76 0.90 0.96 0.88 0.61 0.31 0.63 0.98 0.91 0.84 0.39 0.97 0.90 0.40 0.91 0.45 0.83 0.91 0.12 0.17 0.93 0.77 0.50 0.74 0.24 0.13 0.82 0.74 0.93 0.49 0.91 0.41 0.99 0.87 0.91 0.30 0.73 0.74 0.73 0.81 0.10 0.45 0.12 0.93 0.14 0.48 0.83 0.93 0.22 0.02 0.90 0.24 0.69 1.00 0.88 0.51 0.93 0.00 0.11 0.44 ]
[ 0.21 0.78 0.95 0.00 0.09 0.88 0.29 0.06 0.39 0.97 0.69 0.95 0.56 0.98 0.15 0.94 0.85 0.84 0.66 0.46 0.29 0.88 0.86 0.29 0.25 0.41 0.89 0.56 0.91 0.28 0.86 0.17 0.37 0.62 0.97 1.00 0.01 0.40 0.94 0.25 0.16 0.65 0.75 0.00 0.96 0.17 0.93 0.41 0.65 0.54 0.99 0.98 0.71 0.98 0.30 0.95 0.16 0.83 0.43 0.95 0.42 0.92 0.19 0.43 0.72 0.10 0.88 1.00 0.49 0.13 0.16 0.36 0.80 ]
[ 0.97 0.80 0.10 0.93 0.97 0.27 0.39 0.34 0.33 0.71 0.65 0.86 0.80 0.30 0.95 0.30 0.71 0.40 0.32 0.69 0.36 0.93 0.67 0.29 0.47 0.87 0.85 0.39 0.91 0.47 0.85 0.20 0.89 0.93 0.84 0.23 0.51 0.52 0.18 0.77 0.80 0.42 0.25 0.00 0.27 0.99 0.84 0.47 0.54 0.88 0.42 0.34 0.16 0.19 0.79 0.57 0.61 0.82 0.39 0.42 0.59 0.98 0.74 0.95 0.29 0.97 0.51 0.49 1.00 0.82 0.38 0.84 0.77 ]
[ 0.86 0.34 0.70 0.98 0.16 0.37 0.98 0.83 0.99 0.91 0.51 0.98 0.01 0.99 0.08 0.93 0.45 0.38 0.76 0.57 0.29 0.27 0.72 0.17 0.89 0.55 0.29 0.35 0.71 0.98 0.93 0.49 0.21 0.82 0.37 0.51 0.42 0.56 0.85 0.35 0.64 0.88 0.38 0.63 0.23 0.54 0.39 0.93 0.92 0.98 0.00 0.91 0.91 0.91 0.60 1.00 0.68 0.33 0.84 0.43 0.97 0.63 0.20 0.47 0.45 0.00 0.93 0.13 0.82 1.00 0.92 0.39 0.85 ]
[ 0.61 0.31 0.45 0.40 0.88 0.40 0.82 0.33 0.66 0.96 0.88 0.93 0.61 0.66 0.82 0.75 1.00 0.75 0.17 0.98 0.31 0.44 0.35 0.23 0.85 0.92 0.78 0.89 0.69 0.07 0.48 0.51 0.16 0.44 0.15 0.58 0.41 0.62 0.99 0.00 0.86 0.94 0.71 0.10 0.16 0.34 0.48 0.69 0.31 0.19 0.87 0.00 0.38 0.29 0.51 0.27 0.28 0.98 0.47 0.51 0.31 0.22 0.93 1.00 0.01 0.33 0.00 0.16 0.38 0.92 1.00 0.46 0.55 ]
[ 0.70 0.47 0.34 0.25 0.02 0.16 0.66 0.43 0.18 0.68 0.00 0.15 0.37 0.84 0.91 0.64 0.97 0.95 0.59 0.88 0.33 0.59 0.51 0.92 0.36 0.34 0.98 0.35 0.44 0.52 0.37 0.57 0.67 0.11 0.86 0.87 0.84 0.31 0.15 0.60 0.91 0.31 0.72 0.36 0.46 0.99 0.81 0.14 0.30 0.24 0.58 0.62 1.00 0.48 0.88 0.17 0.65 0.26 0.89 0.87 0.56 0.31 0.73 0.92 0.40 0.47 0.11 0.36 0.84 0.39 0.46 1.00 0.66 ]
[ 0.52 0.65 0.64 0.51 0.41 0.38 0.16 0.38 0.62 0.40 0.81 0.96 0.35 0.36 0.15 0.36 0.58 0.39 0.56 0.98 0.30 0.54 0.35 0.82 0.58 0.27 0.21 0.86 0.00 0.75 0.88 0.24 0.61 0.54 0.58 0.50 0.74 0.82 0.17 0.96 0.27 0.29 0.16 0.74 0.28 0.92 0.17 0.58 0.43 0.33 0.42 0.87 0.00 0.91 0.42 0.89 0.98 0.97 0.40 0.86 0.94 0.78 0.33 0.84 0.74 0.72 0.44 0.80 0.77 0.85 0.55 0.66 1.00 ]
];
