[ 0.66 0.81 0.76 0.83 0.47 0.80 0.44 0.74 0.30 0.80 0.48 0.95 0.44 0.92 0.27 0.74 0.92 0.41 0.34 0.00 0.59 0.19 0.51 0.99 0.00 0.86 0.96 0.22 0.91 0.20 0.63 0.67 0.99 0.35 0.50 0.44 0.79 0.59 0.87 0.88 0.86 0.64 0.34 0.90 0.85 0.80 0.29 0.92 1.00 0.47 0.35 0.43 0.68 0.88 0.31 0.96 0.95 0.19 0.95 0.36 0.37 0.42 0.77 0.88 0.59 0.93 0.70 0.42 0.07 0.96 ]
[ 0.54 0.27 0.72 0.50 0.88 0.13 0.00 0.27 0.55 0.78 0.31 0.16 0.98 0.15 0.23 0.30 0.03 1.00 0.14 0.84 0.56 0.89 0.00 0.00 0.89 0.26 0.33 0.76 0.27 0.38 0.67 0.83 0.22 0.90 0.59 0.75 0.64 0.90 0.26 0.76 0.57 0.13 0.47 0.76 0.39 0.03 0.15 0.78 0.47 1.00 0.64 0.41 0.44 0.44 0.70 0.35 0.96 0.69 0.61 0.69 0.59 0.29 0.03 1.00 0.27 0.06 0.25 0.32 0.27 0.61 ]
[ 0.32 0.60 0.98 0.50 0.24 0.84 0.93 0.68 0.16 0.46 0.33 0.91 0.00 0.53 0.76 0.89 0.61 0.66 0.86 0.54 0.51 0.87 0.00 0.95 0.35 0.52 0.17 0.61 0.38 0.54 0.87 0.90 0.97 0.15 0.36 0.18 0.31 0.28 0.52 0.92 0.51 0.90 0.41 0.66 0.42 0.71 0.47 0.61 0.35 0.64 1.00 0.41 0.20 0.09 0.63 0.72 0.08 0.96 0.98 0.90 0.62 0.93 0.05 0.71 0.88 0.32 0.80 0.98 0.64 0.73 ]
[ 0.79 0.37 0.39 0.61 0.35 0.62 0.37 0.08 0.80 0.93 0.32 0.65 1.00 0.29 0.50 0.91 0.42 0.96 0.42 0.20 0.99 0.35 0.95 0.73 0.91 0.20 0.86 0.28 0.29 0.25 0.38 0.24 0.38 0.09 0.02 0.67 0.56 0.28 0.96 0.91 0.90 0.44 0.52 0.26 0.91 0.22 0.90 0.65 0.43 0.41 0.41 1.00 0.64 0.74 0.22 0.84 0.56 0.71 0.12 0.36 0.85 0.96 0.86 0.87 0.09 0.84 0.91 0.95 0.48 0.40 ]
[ 0.90 0.91 0.27 0.14 0.43 0.99 0.99 0.89 0.10 0.26 0.27 0.23 0.37 0.27 0.31 0.71 0.38 0.17 0.85 0.07 0.88 0.85 0.62 0.39 0.35 0.14 0.72 0.16 0.69 0.97 0.67 0.90 0.88 0.98 0.62 0.16 0.86 0.19 0.99 0.42 0.73 0.76 0.83 0.97 0.74 0.27 0.44 0.30 0.68 0.44 0.20 0.64 1.00 0.25 0.93 0.60 0.84 0.60 0.58 0.42 0.75 0.41 0.92 0.14 0.36 0.33 0.07 0.08 0.89 0.87 ]
[ 0.25 0.70 0.89 0.91 0.38 0.74 0.66 0.54 0.99 0.92 0.61 0.11 0.49 0.49 0.52 0.88 0.16 0.71 0.95 0.59 0.57 0.76 0.99 0.89 0.27 0.94 0.54 0.98 0.77 0.59 0.62 0.23 0.38 0.27 0.92 0.35 0.78 0.83 0.48 0.54 0.52 0.05 0.22 0.86 0.61 0.23 0.27 0.28 0.88 0.44 0.09 0.74 0.25 1.00 0.91 0.24 0.33 0.62 0.43 0.89 0.93 0.32 0.57 0.42 0.53 0.79 0.40 0.73 0.87 0.47 ]
[ 0.88 0.78 0.68 0.21 0.79 0.22 0.59 0.54 0.29 0.89 0.27 0.83 0.74 0.71 0.24 0.40 0.87 0.46 0.87 0.59 0.91 0.96 0.77 0.50 0.74 0.24 0.97 0.87 0.70 0.39 0.93 0.03 0.46 0.82 0.79 0.64 0.42 0.16 0.57 0.61 0.47 0.96 0.99 0.37 0.80 0.24 0.72 0.17 0.31 0.70 0.63 0.22 0.93 0.91 1.00 0.72 0.80 0.39 0.81 0.61 0.16 0.71 0.23 0.46 0.37 0.87 0.85 0.63 0.26 0.73 ]
[ 0.89 0.20 0.86 0.64 0.00 0.88 0.05 0.60 0.96 0.65 0.03 0.89 0.36 0.18 0.63 0.11 0.44 0.84 0.75 0.99 0.08 0.16 0.71 0.98 0.97 0.55 0.80 0.42 0.05 0.89 0.16 0.33 0.38 0.29 0.19 0.94 0.88 0.91 0.99 0.59 0.35 0.68 0.96 0.34 0.95 0.80 0.86 0.86 0.96 0.35 0.72 0.84 0.60 0.24 0.72 1.00 0.40 0.28 0.64 0.13 0.34 0.73 0.66 0.93 0.17 0.39 0.83 0.55 0.15 0.70 ]
[ 0.66 0.88 0.93 0.60 0.27 0.81 0.87 0.87 0.44 0.70 0.54 0.82 0.27 0.86 0.22 0.66 0.35 0.28 0.90 0.92 0.06 0.50 0.65 0.45 0.66 0.42 0.51 0.25 0.34 0.26 0.87 0.36 0.05 0.00 0.64 0.44 0.61 0.08 0.29 0.15 0.04 0.30 0.09 0.63 0.86 0.72 0.67 0.62 0.95 0.96 0.08 0.56 0.84 0.33 0.80 0.40 1.00 0.20 0.96 0.32 0.96 0.47 0.57 0.27 0.85 0.19 0.67 0.51 0.45 0.56 ]
[ 0.05 1.00 0.04 1.00 0.82 0.72 0.99 0.55 0.87 0.94 0.83 0.96 0.68 0.55 0.33 0.11 0.43 0.85 0.98 0.00 0.47 0.44 0.21 0.57 0.63 0.35 0.86 0.43 0.72 0.75 0.42 0.58 0.28 0.87 0.41 0.32 0.30 0.35 0.17 0.63 0.93 0.72 0.52 0.86 0.46 0.57 0.80 0.88 0.19 0.69 0.96 0.71 0.60 0.62 0.39 0.28 0.20 1.00 0.46 0.32 0.67 0.98 0.66 0.00 0.92 0.14 0.95 0.31 0.60 0.24 ]
[ 0.71 0.33 0.47 0.97 0.56 0.09 0.43 0.43 0.46 0.67 0.94 0.67 0.38 0.52 0.00 0.75 0.56 0.78 0.83 0.92 0.61 0.74 0.93 0.33 0.48 0.54 0.61 0.92 0.09 0.29 0.64 0.57 0.36 0.33 0.85 0.50 0.85 0.20 0.34 0.76 0.91 0.87 0.38 0.29 0.35 0.61 0.70 0.25 0.95 0.61 0.98 0.12 0.58 0.43 0.81 0.64 0.96 0.46 1.00 0.75 0.64 0.09 0.51 0.59 0.98 0.98 0.65 0.99 0.71 0.00 ]
[ 0.54 0.78 0.76 0.86 0.96 0.00 0.16 0.58 0.37 0.27 0.92 0.25 0.86 0.47 0.95 0.94 0.97 0.87 0.89 0.57 0.37 0.91 0.33 0.63 0.91 0.70 0.43 0.03 0.50 0.80 0.59 0.67 0.99 0.78 0.34 0.06 0.57 0.80 0.95 0.70 0.61 0.51 0.30 0.35 0.80 0.67 0.97 0.44 0.36 0.69 0.90 0.36 0.42 0.89 0.61 0.13 0.32 0.32 0.75 1.00 0.65 0.92 0.60 0.15 0.61 0.58 0.78 0.50 0.20 0.65 ]
[ 0.95 0.65 0.75 0.63 0.97 0.38 0.94 0.89 0.41 0.63 0.24 0.90 0.90 0.08 0.68 0.11 0.23 0.86 0.96 0.72 0.23 0.71 1.00 0.87 0.46 0.32 0.52 0.64 0.43 0.46 0.29 0.39 0.86 0.36 0.21 0.84 0.29 0.73 0.94 0.51 0.25 0.95 0.18 0.28 0.90 0.27 0.59 0.80 0.37 0.59 0.62 0.85 0.75 0.93 0.16 0.34 0.96 0.67 0.64 0.65 1.00 1.00 0.16 0.36 0.20 0.26 0.80 0.73 0.31 0.80 ]
[ 0.90 0.44 0.49 0.22 0.61 0.54 0.31 0.35 0.66 0.30 0.94 0.28 0.48 0.41 0.96 0.17 0.85 0.41 0.80 0.30 0.81 0.88 0.22 0.64 0.09 0.69 0.79 0.67 0.89 0.50 0.87 0.56 0.57 0.81 0.25 0.88 0.23 0.29 0.75 0.50 0.70 0.22 0.91 0.24 0.96 0.69 0.63 0.47 0.42 0.29 0.93 0.96 0.41 0.32 0.71 0.73 0.47 0.98 0.09 0.92 1.00 1.00 0.31 0.44 0.07 0.42 0.42 0.22 0.94 0.64 ]
[ 0.99 0.64 0.87 0.72 0.49 0.91 0.31 0.85 0.73 0.87 0.42 0.67 0.91 0.95 0.76 0.00 0.02 0.45 0.47 0.17 0.81 1.00 0.85 0.98 0.73 0.83 0.16 0.48 0.73 0.99 0.72 0.28 0.19 0.64 0.59 0.84 0.36 0.66 0.45 0.58 0.79 0.79 0.89 0.22 0.77 0.73 0.00 0.31 0.77 0.03 0.05 0.86 0.92 0.57 0.23 0.66 0.57 0.66 0.51 0.60 0.16 0.31 1.00 0.89 1.00 0.86 0.67 0.17 0.91 0.18 ]
[ 0.62 0.53 0.90 0.68 0.94 0.80 0.83 0.02 0.27 0.43 0.99 0.89 0.99 0.44 0.86 0.00 0.42 0.56 0.90 0.58 0.66 0.34 0.26 0.41 0.20 0.80 0.23 0.05 0.66 0.39 0.24 0.74 0.67 0.19 0.73 0.80 0.00 0.69 0.79 0.68 0.40 0.99 0.64 1.00 0.62 0.48 0.84 0.91 0.88 1.00 0.71 0.87 0.14 0.42 0.46 0.93 0.27 0.00 0.59 0.15 0.36 0.44 0.89 1.00 0.49 0.81 0.23 0.29 0.91 0.81 ]
[ 0.98 0.24 0.70 0.26 0.34 0.51 0.18 0.46 0.88 0.22 0.84 0.97 0.55 0.97 0.91 0.67 0.65 0.25 0.88 0.24 0.00 0.12 0.53 0.47 0.77 0.23 0.62 0.82 0.46 0.21 0.15 0.19 0.76 0.36 0.28 0.05 0.45 0.44 0.38 0.38 0.75 0.53 0.75 0.13 0.01 0.92 0.83 0.36 0.59 0.27 0.88 0.09 0.36 0.53 0.37 0.17 0.85 0.92 0.98 0.61 0.20 0.07 1.00 0.49 1.00 0.96 0.53 0.29 0.43 0.23 ]
[ 0.00 0.74 0.19 0.63 0.54 0.91 0.69 0.26 0.16 0.46 0.98 0.81 0.32 0.90 0.98 0.17 0.59 0.58 0.99 0.90 0.90 0.60 0.13 0.42 0.90 0.26 0.41 0.00 0.64 0.61 0.54 0.51 0.35 0.17 0.95 0.17 0.90 0.32 0.13 0.91 0.16 0.62 0.14 0.27 0.26 0.84 0.93 0.92 0.93 0.06 0.32 0.84 0.33 0.79 0.87 0.39 0.19 0.14 0.98 0.58 0.26 0.42 0.86 0.81 0.96 1.00 0.40 0.92 0.45 0.60 ]
[ 0.02 0.02 0.99 0.66 0.29 0.22 0.92 0.15 0.96 0.42 0.29 0.30 0.76 0.72 0.90 0.26 0.22 0.71 0.81 0.63 0.67 0.83 0.97 0.41 0.53 0.07 0.42 0.57 0.93 0.96 0.43 0.60 0.88 0.80 0.48 0.95 0.33 0.75 0.01 0.41 0.91 0.72 0.51 0.43 0.53 0.68 0.54 0.63 0.70 0.25 0.80 0.91 0.07 0.40 0.85 0.83 0.67 0.95 0.65 0.78 0.80 0.42 0.67 0.23 0.53 0.40 1.00 0.89 0.96 0.17 ]
[ 0.01 0.66 0.71 0.94 0.93 0.88 0.35 0.31 0.82 0.87 1.00 0.92 0.10 0.29 0.36 0.97 0.27 0.96 0.31 0.71 0.66 0.92 0.55 0.41 0.71 0.46 0.14 0.42 0.87 0.96 0.88 0.92 0.98 0.59 0.37 0.29 0.44 0.84 0.06 0.37 0.51 0.25 0.51 0.79 0.81 0.42 0.87 0.39 0.42 0.32 0.98 0.95 0.08 0.73 0.63 0.55 0.51 0.31 0.99 0.50 0.73 0.22 0.17 0.29 0.29 0.92 0.89 1.00 0.09 0.40 ]
[ 0.91 0.91 0.79 0.47 0.55 0.36 0.10 0.59 0.66 0.16 0.67 0.96 0.34 0.95 0.85 0.89 0.91 0.15 0.26 0.34 0.24 0.45 0.26 0.10 0.00 0.91 0.19 0.95 0.30 0.65 0.38 0.67 0.73 0.75 0.30 0.97 0.88 0.44 0.72 0.59 0.93 0.92 0.08 0.70 0.21 0.79 0.94 0.09 0.07 0.27 0.64 0.48 0.89 0.87 0.26 0.15 0.45 0.60 0.71 0.20 0.31 0.94 0.91 0.91 0.43 0.45 0.96 0.09 1.00 0.73 ]
[ 0.93 0.81 0.95 0.50 0.98 0.59 0.20 0.20 0.31 0.59 0.44 0.75 0.47 0.52 0.02 0.67 0.09 0.96 0.69 0.23 0.48 0.68 0.23 0.89 0.54 0.60 0.82 0.00 0.98 0.99 0.39 0.90 0.72 0.17 0.19 0.93 0.72 0.97 0.68 0.82 0.75 0.14 0.87 0.94 0.29 0.84 0.80 0.04 0.96 0.61 0.73 0.40 0.87 0.47 0.73 0.70 0.56 0.24 0.00 0.65 0.80 0.64 0.18 0.81 0.23 0.60 0.17 0.40 0.73 1.00 ]
];
