[ 0.08 0.85 0.71 0.42 0.85 0.86 0.92 0.66 0.71 0.17 1.00 0.27 0.00 0.87 0.67 0.51 0.05 0.33 0.81 0.85 0.96 0.07 0.80 0.70 0.67 0.41 0.30 0.00 0.63 0.33 0.07 0.21 0.91 0.67 0.56 0.50 0.51 0.95 0.85 0.96 0.23 1.00 0.20 0.33 0.29 0.13 0.91 0.91 0.92 0.30 0.17 0.10 0.74 0.30 0.76 0.42 0.53 0.98 0.64 0.36 0.61 0.19 0.77 0.59 0.71 0.56 0.34 0.68 0.30 0.33 0.28 0.89 0.60 0.39 0.30 0.31 0.73 0.79 0.69 0.86 0.91 0.91 ]
[ 0.37 0.39 0.45 0.42 0.00 0.33 0.76 0.48 0.16 0.97 0.22 0.16 0.34 0.82 0.15 0.52 0.11 0.91 0.60 0.26 0.64 0.83 0.05 0.93 0.39 0.48 0.45 0.62 0.98 0.28 0.79 0.86 0.80 0.66 0.38 0.99 0.17 0.88 0.55 0.29 0.24 0.20 1.00 0.98 0.70 0.87 0.26 0.95 0.18 0.93 0.61 0.85 0.58 0.27 0.56 0.21 0.93 0.33 0.26 0.01 0.29 0.84 0.08 0.69 0.84 0.99 0.17 0.93 0.97 0.87 0.58 0.86 0.00 0.36 0.78 0.22 0.59 0.72 0.71 0.69 0.47 0.35 ]
[ 0.38 0.76 0.88 0.68 0.94 0.99 0.61 0.30 0.37 0.43 0.24 0.66 0.32 0.53 0.50 0.09 0.72 0.00 0.94 0.35 0.97 0.38 0.44 0.43 0.00 0.46 0.80 0.39 0.48 0.93 0.00 0.11 0.63 0.89 0.76 0.63 0.67 0.16 0.85 0.96 0.43 0.33 0.98 1.00 0.22 0.94 0.21 0.78 0.78 0.53 0.77 0.19 0.33 0.94 0.47 0.76 0.79 0.57 0.65 0.47 0.87 0.52 0.39 0.00 0.32 0.32 0.92 0.90 0.90 0.74 0.79 0.22 0.28 0.69 0.92 0.16 0.69 0.71 0.45 0.63 0.71 0.80 ]
[ 0.38 0.42 0.42 0.29 0.90 0.93 0.46 0.14 0.26 0.57 0.81 0.51 0.04 0.92 0.88 0.88 0.91 0.76 0.78 0.20 0.24 0.84 0.54 0.47 0.17 0.53 0.04 0.88 0.96 0.00 0.25 0.18 0.50 0.52 0.78 0.19 0.94 0.68 0.46 0.79 0.40 0.29 0.70 0.22 1.00 0.15 0.48 0.65 0.54 0.56 0.71 0.91 0.38 0.30 0.22 0.44 0.83 0.24 0.51 0.56 0.27 0.63 0.14 0.82 0.00 0.24 0.37 0.43 0.41 0.84 0.57 0.41 0.00 0.50 0.96 0.71 0.56 0.98 0.05 0.27 0.35 0.79 ]
[ 1.00 0.41 0.83 0.68 0.09 0.62 0.64 0.25 0.99 0.63 0.99 0.40 0.60 0.87 0.88 0.95 0.00 0.10 0.40 0.99 0.01 0.91 0.43 0.99 0.80 0.37 0.08 0.59 0.98 0.98 0.92 0.70 0.79 0.35 0.80 0.67 0.68 0.92 0.71 0.52 0.61 0.13 0.87 0.94 0.15 1.00 0.86 0.93 0.97 0.61 0.66 0.61 0.05 0.93 0.54 0.33 0.63 0.41 0.42 0.70 0.89 0.12 0.02 1.00 0.45 0.30 0.63 0.92 0.00 0.82 0.56 0.36 0.83 0.22 0.00 0.60 0.49 0.46 0.30 0.56 0.00 0.17 ]
[ 0.72 0.77 0.62 0.00 0.55 0.58 0.84 0.29 0.55 0.56 0.84 0.65 0.15 0.25 0.45 0.15 0.87 0.03 0.09 0.65 0.55 0.66 0.94 0.97 0.96 0.10 0.76 0.16 0.47 0.94 0.00 0.39 0.31 0.60 0.99 0.89 0.80 0.62 0.19 0.98 0.39 0.91 0.26 0.21 0.48 0.86 1.00 0.66 0.50 0.59 0.59 0.52 0.13 0.80 0.32 0.70 0.62 0.53 1.00 0.71 0.45 0.19 0.97 0.94 0.91 0.72 0.74 0.31 0.27 0.51 0.28 0.07 0.73 0.92 0.98 0.90 0.33 0.65 0.29 0.91 0.94 0.94 ]
[ 0.00 0.41 0.48 0.42 0.89 0.73 0.00 0.30 0.19 0.86 0.94 0.18 0.64 0.39 0.90 0.50 0.37 0.99 0.72 0.13 0.89 0.32 0.58 0.23 0.95 0.41 0.76 0.81 0.96 0.60 0.72 0.33 0.76 0.64 0.90 0.95 0.19 0.78 0.96 0.71 0.00 0.91 0.95 0.78 0.65 0.93 0.66 1.00 0.08 0.24 0.85 0.23 0.82 0.18 0.56 0.56 0.67 0.64 0.38 0.20 0.67 0.24 0.61 0.68 0.55 0.79 0.52 0.67 0.58 0.33 0.35 0.59 0.70 0.16 0.66 0.60 0.53 0.71 0.93 0.91 0.92 0.60 ]
[ 0.52 0.56 0.72 0.84 0.07 0.34 0.82 0.18 0.19 0.89 0.18 0.55 0.28 0.80 0.97 0.18 0.85 0.31 0.65 0.43 0.19 0.97 0.00 0.90 0.23 0.59 0.56 0.65 0.88 0.39 0.98 0.15 0.05 0.18 0.82 0.47 0.37 0.66 0.29 0.00 0.56 0.92 0.18 0.78 0.54 0.97 0.50 0.08 1.00 0.41 0.92 0.00 0.96 0.92 0.97 0.39 0.50 0.98 0.22 0.24 0.27 0.91 0.96 0.88 0.21 0.45 0.57 0.00 0.37 0.87 0.46 0.89 0.23 0.92 0.97 0.73 0.00 0.87 0.68 0.49 0.82 0.21 ]
[ 0.94 0.53 0.29 0.78 0.98 0.12 0.72 0.81 0.33 0.41 0.89 0.33 0.52 0.69 0.69 0.75 0.34 0.82 0.01 0.00 0.77 0.76 1.00 0.03 0.42 0.00 0.23 0.30 0.37 0.95 0.31 0.81 0.74 0.28 0.49 0.66 0.42 0.36 0.33 0.33 0.16 0.30 0.93 0.53 0.56 0.61 0.59 0.24 0.41 1.00 0.19 0.97 0.15 0.76 0.98 0.87 0.57 0.82 0.59 0.87 0.73 0.39 0.29 0.51 0.00 0.00 0.54 0.00 0.42 0.35 0.86 0.63 0.37 0.25 0.24 0.96 0.57 0.69 0.43 0.23 0.76 0.58 ]
[ 0.13 0.70 0.98 0.79 0.27 0.23 0.33 0.30 0.89 0.70 0.21 0.71 0.42 0.00 0.94 0.26 0.22 0.69 0.65 0.20 0.87 0.15 0.12 0.91 0.27 0.89 0.93 0.18 0.55 0.47 0.34 0.44 0.63 0.57 0.82 0.89 0.46 0.00 0.67 0.34 0.64 0.17 0.61 0.77 0.71 0.66 0.59 0.85 0.92 0.19 1.00 0.98 0.11 0.89 0.17 0.30 0.13 0.98 0.61 0.48 0.82 0.92 1.00 0.21 0.01 0.90 0.45 0.70 0.91 0.30 0.00 0.45 0.31 0.19 0.58 0.96 0.17 0.51 0.11 0.75 0.92 0.88 ]
[ 0.96 0.72 0.89 0.72 0.99 0.96 0.02 0.46 0.75 0.27 0.96 0.25 0.61 0.44 0.34 0.42 0.58 0.56 0.86 0.59 0.89 0.82 0.23 0.39 0.25 0.09 0.46 0.08 0.92 0.46 0.96 1.00 0.92 0.76 0.03 0.33 0.76 0.44 0.67 0.89 0.00 0.10 0.85 0.19 0.91 0.61 0.52 0.23 0.00 0.97 0.98 1.00 0.89 0.99 0.73 0.61 0.41 0.45 0.18 0.98 0.93 0.62 0.39 0.40 0.55 0.82 0.17 0.31 0.94 0.65 0.29 0.95 0.48 0.88 0.94 0.26 0.56 0.67 0.16 0.85 0.90 0.60 ]
[ 0.55 0.33 0.60 0.87 0.81 0.76 0.90 0.90 0.44 0.93 0.69 0.83 0.81 0.50 0.16 0.89 0.50 0.68 0.58 0.52 0.41 0.82 0.38 0.89 0.85 0.85 0.68 0.43 0.46 0.37 0.23 0.10 0.65 0.23 0.05 0.74 0.93 0.94 0.87 0.61 0.43 0.74 0.58 0.33 0.38 0.05 0.13 0.82 0.96 0.15 0.11 0.89 1.00 0.25 0.58 0.01 0.02 0.96 0.76 0.81 0.63 0.20 0.95 0.62 0.55 0.08 0.35 0.54 0.28 0.72 0.46 0.87 0.03 0.91 0.85 0.01 0.76 0.54 0.73 0.17 0.80 0.00 ]
[ 0.67 0.41 0.44 0.20 0.90 0.88 0.47 0.15 0.15 0.57 0.97 0.78 0.35 0.70 0.95 0.80 0.95 0.89 0.76 0.90 0.67 0.36 0.23 0.85 0.47 0.94 0.19 0.85 0.65 0.38 0.00 0.59 0.55 0.58 0.60 0.31 0.57 0.96 0.06 0.49 0.09 0.30 0.27 0.94 0.30 0.93 0.80 0.18 0.92 0.76 0.89 0.99 0.25 1.00 0.30 0.93 0.57 0.82 0.64 0.52 0.85 0.62 0.43 0.26 0.77 0.95 0.87 0.49 0.72 0.93 0.07 0.88 0.00 0.24 0.17 0.16 0.85 0.00 0.19 0.85 0.79 0.53 ]
[ 0.72 0.35 0.65 0.82 0.44 0.16 0.39 0.40 0.57 0.83 0.52 0.50 0.88 0.58 0.81 1.00 0.47 0.82 0.48 0.96 0.76 0.59 0.39 0.47 0.29 0.84 0.99 0.41 0.14 0.50 0.19 0.33 0.95 0.36 0.82 0.97 0.22 0.16 0.38 0.53 0.53 0.76 0.56 0.47 0.22 0.54 0.32 0.56 0.97 0.98 0.17 0.73 0.58 0.30 1.00 0.40 0.92 0.31 0.78 0.90 0.73 0.48 0.57 0.28 0.83 0.94 0.48 0.27 0.98 0.40 0.10 0.86 0.08 0.92 0.01 0.74 0.88 0.19 0.33 0.43 0.67 0.57 ]
[ 0.54 0.77 0.00 0.06 0.50 0.88 0.96 0.40 0.62 0.69 0.63 0.40 0.99 0.25 0.17 0.92 0.63 0.53 0.02 0.58 0.25 0.30 0.81 0.42 0.47 0.00 0.90 0.95 0.43 0.28 0.60 0.53 0.32 0.57 0.95 0.13 0.23 0.07 0.54 0.46 0.35 0.42 0.21 0.76 0.44 0.33 0.70 0.56 0.39 0.87 0.30 0.61 0.01 0.93 0.40 1.00 0.57 0.63 0.75 0.75 0.96 0.62 0.32 0.70 0.98 0.29 0.81 0.78 0.08 0.92 0.34 0.48 0.71 0.38 0.29 0.88 0.23 0.35 0.83 0.62 0.95 0.78 ]
[ 0.33 0.36 0.75 0.51 0.39 0.92 0.37 0.32 0.89 0.83 0.40 0.01 0.28 0.00 0.64 0.88 0.16 0.16 0.15 0.34 0.13 0.84 0.92 0.63 0.08 0.60 0.98 0.27 0.37 0.69 0.23 0.30 0.46 0.93 0.57 0.14 0.85 0.20 0.16 0.91 0.82 0.53 0.93 0.79 0.83 0.63 0.62 0.67 0.50 0.57 0.13 0.41 0.02 0.57 0.92 0.57 1.00 0.87 0.75 0.22 0.78 0.39 0.33 0.93 0.71 0.97 0.11 0.98 0.33 0.19 0.95 0.72 0.43 0.90 0.94 0.93 0.00 0.77 0.20 0.91 0.97 0.45 ]
[ 0.83 0.44 0.20 0.92 0.54 0.62 0.87 0.35 0.71 0.39 0.84 0.55 0.72 0.38 0.19 0.36 0.06 0.99 0.40 0.38 0.19 0.52 0.96 0.57 0.87 0.56 0.60 0.06 0.94 0.78 0.27 0.45 0.46 0.59 0.11 0.96 0.32 0.00 0.88 0.00 0.45 0.98 0.33 0.57 0.24 0.41 0.53 0.64 0.98 0.82 0.98 0.45 0.96 0.82 0.31 0.63 0.87 1.00 0.74 0.10 0.56 0.76 0.23 0.38 0.17 0.84 0.98 0.98 0.04 0.33 0.68 0.82 0.72 0.44 0.64 0.48 0.55 0.12 0.84 0.39 0.43 0.36 ]
[ 0.25 0.38 0.42 0.96 0.56 0.97 0.36 0.56 0.22 0.83 0.15 0.00 0.28 0.20 0.84 0.72 0.28 0.45 0.77 0.41 0.33 0.96 0.00 0.55 0.55 0.34 0.86 0.91 0.49 0.38 0.67 0.31 0.28 0.60 0.55 0.43 1.00 0.17 0.01 0.20 0.97 0.64 0.26 0.65 0.51 0.42 1.00 0.38 0.22 0.59 0.61 0.18 0.76 0.64 0.78 0.75 0.75 0.74 1.00 0.96 0.62 0.98 0.90 0.57 0.30 0.00 0.59 0.90 0.52 0.34 0.92 0.76 0.36 1.00 0.28 0.42 0.14 0.27 0.63 0.92 0.15 0.09 ]
[ 0.29 0.66 0.28 0.28 0.49 0.51 0.10 0.70 0.08 0.96 0.64 0.37 0.93 0.67 0.88 0.34 0.22 0.81 0.96 0.86 0.70 0.37 0.24 0.43 0.19 0.76 0.42 0.31 0.63 0.91 0.69 0.67 0.68 0.80 0.52 0.99 0.92 0.89 0.96 0.09 0.55 0.36 0.01 0.47 0.56 0.70 0.71 0.20 0.24 0.87 0.48 0.98 0.81 0.52 0.90 0.75 0.22 0.10 0.96 1.00 0.82 0.90 0.55 0.91 0.53 0.54 0.24 0.48 0.70 0.58 0.31 0.57 0.56 0.74 0.83 0.88 0.90 0.91 0.02 0.99 0.85 0.93 ]
[ 0.69 0.58 0.91 0.73 0.70 0.96 0.86 0.54 0.99 0.27 0.39 0.58 0.00 0.95 0.64 0.22 0.41 0.96 0.82 0.95 0.86 0.44 0.76 0.42 0.68 0.37 0.71 0.49 0.99 0.36 0.91 0.74 0.43 0.81 0.60 0.86 0.72 0.70 1.00 0.99 0.31 0.61 0.29 0.87 0.27 0.89 0.45 0.67 0.27 0.73 0.82 0.93 0.63 0.85 0.73 0.96 0.78 0.56 0.62 0.82 1.00 0.16 0.47 0.98 0.93 0.13 0.83 0.29 0.18 0.32 0.21 0.97 0.93 0.89 0.61 0.99 0.92 0.28 0.66 0.83 0.22 0.42 ]
[ 0.89 0.48 0.88 0.83 0.10 0.91 0.21 0.42 0.29 0.83 0.29 0.13 0.29 0.65 0.27 0.07 0.83 0.45 0.46 0.53 0.82 0.96 0.38 0.88 0.77 0.20 0.42 0.84 0.90 0.58 0.48 0.57 0.76 0.01 0.54 0.19 0.77 0.87 0.94 0.92 0.91 0.19 0.84 0.52 0.63 0.12 0.19 0.24 0.91 0.39 0.92 0.62 0.20 0.62 0.48 0.62 0.39 0.76 0.98 0.90 0.16 1.00 0.89 0.98 0.67 0.94 0.65 0.90 0.42 0.61 0.80 0.31 0.92 0.89 0.46 0.92 0.86 0.94 0.46 0.95 0.59 0.17 ]
[ 0.70 0.62 0.70 0.99 0.31 0.42 0.75 0.17 0.64 0.62 0.83 0.48 0.84 0.59 0.58 0.30 0.86 0.49 0.26 0.57 0.52 0.38 0.96 0.55 0.19 0.81 0.69 0.25 0.50 0.50 0.81 0.68 0.25 0.95 0.47 0.53 0.85 0.80 0.85 0.41 0.00 0.77 0.08 0.39 0.14 0.02 0.97 0.61 0.96 0.29 1.00 0.39 0.95 0.43 0.57 0.32 0.33 0.23 0.90 0.55 0.47 0.89 1.00 0.65 0.55 1.00 0.25 0.71 0.35 0.97 0.93 0.72 0.70 0.77 0.34 0.14 0.52 0.33 0.77 0.80 0.21 0.63 ]
[ 0.98 0.68 0.77 0.79 0.50 0.47 0.37 0.04 0.97 0.95 0.99 0.93 1.00 0.88 0.85 0.32 0.84 0.53 0.50 0.45 0.19 0.12 0.84 0.20 0.38 0.62 0.37 0.17 0.21 0.89 0.60 0.20 0.94 0.17 0.24 0.64 0.86 0.77 0.10 0.31 0.66 0.59 0.69 0.00 0.82 1.00 0.94 0.68 0.88 0.51 0.21 0.40 0.62 0.26 0.28 0.70 0.93 0.38 0.57 0.91 0.98 0.98 0.65 1.00 0.73 0.57 0.97 0.63 0.58 0.37 0.91 0.72 0.93 0.09 0.34 0.94 0.98 0.58 0.92 0.88 0.69 0.06 ]
[ 0.98 0.61 0.52 0.71 0.99 0.29 0.00 0.23 0.42 0.89 0.62 0.91 0.60 0.93 0.66 0.44 0.68 0.48 0.73 0.90 0.75 0.88 0.71 0.45 0.95 0.90 0.98 0.77 0.89 0.69 0.74 0.40 0.32 0.77 0.59 0.43 0.50 0.37 0.46 0.96 0.00 0.71 0.84 0.32 0.00 0.45 0.91 0.55 0.21 0.00 0.01 0.55 0.55 0.77 0.83 0.98 0.71 0.17 0.30 0.53 0.93 0.67 0.55 0.73 1.00 0.00 0.01 0.00 0.56 0.00 0.84 0.84 0.75 0.34 1.00 0.00 0.87 0.18 0.84 0.18 0.97 0.80 ]
[ 0.50 0.97 0.84 0.32 0.00 0.49 0.24 0.81 0.20 0.83 0.91 0.86 0.20 0.74 0.98 0.57 0.15 0.29 0.16 0.56 0.17 0.46 0.39 0.30 0.31 0.05 0.28 0.36 0.48 0.25 0.87 0.84 0.57 0.38 0.72 0.47 0.27 0.00 0.33 0.45 0.05 0.56 0.99 0.32 0.24 0.30 0.72 0.79 0.45 0.00 0.90 0.82 0.08 0.95 0.94 0.29 0.97 0.84 0.00 0.54 0.13 0.94 1.00 0.57 0.00 1.00 0.06 0.35 0.75 0.41 0.74 0.85 0.55 0.68 0.62 0.85 0.81 0.93 0.53 0.21 0.91 0.93 ]
[ 0.90 0.18 0.52 0.54 0.87 0.57 0.47 0.63 0.56 0.22 1.00 0.58 0.03 0.72 0.16 0.92 0.71 0.78 0.52 0.27 0.42 0.60 0.76 0.97 0.90 0.58 0.72 0.58 0.18 0.17 0.78 0.38 0.84 0.97 0.89 0.21 0.90 0.57 0.66 0.89 0.06 0.34 0.17 0.92 0.37 0.63 0.74 0.52 0.57 0.54 0.45 0.17 0.35 0.87 0.48 0.81 0.11 0.98 0.59 0.24 0.83 0.65 0.25 0.97 0.01 0.06 1.00 0.22 0.85 0.62 0.83 0.20 0.85 0.00 0.97 0.90 0.25 0.59 0.95 0.66 0.10 0.96 ]
[ 0.87 0.03 0.52 0.72 0.90 0.54 0.44 0.78 0.55 0.74 0.26 0.59 0.89 0.96 0.65 0.85 0.18 0.72 0.92 0.98 0.82 0.68 1.00 0.97 0.68 0.94 0.67 0.96 0.85 0.71 0.90 0.28 0.58 0.39 0.09 0.20 0.80 0.72 0.45 0.72 0.21 0.68 0.93 0.90 0.43 0.92 0.31 0.67 0.00 0.00 0.70 0.31 0.54 0.49 0.27 0.78 0.98 0.98 0.90 0.48 0.29 0.90 0.71 0.63 0.00 0.35 0.22 1.00 0.57 0.97 0.49 0.21 0.95 0.80 0.59 0.39 0.66 0.21 0.74 0.19 0.34 0.73 ]
[ 0.37 0.58 0.76 0.29 0.97 0.23 0.74 0.65 0.57 0.33 0.95 0.44 0.83 0.50 0.89 0.01 0.82 0.63 0.64 0.17 0.61 0.24 0.75 0.62 0.21 0.82 0.92 0.32 0.54 0.93 0.92 0.93 0.71 0.93 0.79 0.97 0.59 0.10 0.11 0.42 0.57 0.30 0.97 0.90 0.41 0.00 0.27 0.58 0.37 0.42 0.91 0.94 0.28 0.72 0.98 0.08 0.33 0.04 0.52 0.70 0.18 0.42 0.35 0.58 0.56 0.75 0.85 0.57 1.00 0.75 0.00 0.47 0.40 0.93 0.82 0.70 0.35 0.28 0.12 0.09 0.95 0.38 ]
[ 0.39 0.94 0.86 0.48 0.81 0.42 0.33 0.20 0.42 0.59 0.97 0.22 0.60 0.90 0.74 0.76 0.70 0.26 0.62 0.48 0.92 0.69 0.84 0.96 0.80 0.85 0.91 0.33 0.63 0.66 0.90 0.47 0.30 0.52 0.51 0.53 0.76 0.11 0.73 0.53 0.36 0.33 0.87 0.74 0.84 0.82 0.51 0.33 0.87 0.35 0.30 0.65 0.72 0.93 0.40 0.92 0.19 0.33 0.34 0.58 0.32 0.61 0.97 0.37 0.00 0.41 0.62 0.97 0.75 1.00 0.08 0.60 0.64 0.26 0.26 0.32 0.49 0.57 0.23 0.85 0.73 0.35 ]
[ 0.99 0.76 0.38 0.52 0.96 0.49 0.49 0.03 0.18 0.37 0.86 0.84 0.81 0.96 0.29 0.28 0.10 0.47 0.87 0.77 0.66 0.17 0.84 0.86 0.36 0.72 0.89 0.24 0.98 0.19 0.22 0.46 0.84 0.36 0.59 0.94 0.18 0.49 0.95 0.97 0.15 0.28 0.58 0.79 0.57 0.56 0.28 0.35 0.46 0.86 0.00 0.29 0.46 0.07 0.10 0.34 0.95 0.68 0.92 0.31 0.21 0.80 0.93 0.91 0.84 0.74 0.83 0.49 0.00 0.08 1.00 0.96 0.23 0.40 0.69 0.37 0.03 0.83 0.31 0.83 0.95 0.31 ]
[ 0.93 0.22 0.81 0.30 0.52 0.62 0.05 0.81 0.28 0.88 0.75 0.54 0.16 0.90 0.58 1.00 0.50 0.90 0.51 0.22 0.89 0.20 0.92 0.93 0.95 0.87 0.46 0.90 0.26 0.61 0.76 0.78 0.84 0.29 0.63 1.00 0.79 0.55 0.83 0.89 0.71 0.89 0.86 0.22 0.41 0.36 0.07 0.59 0.89 0.63 0.45 0.95 0.87 0.88 0.86 0.48 0.72 0.82 0.76 0.57 0.97 0.31 0.72 0.72 0.84 0.85 0.20 0.21 0.47 0.60 0.96 1.00 0.77 0.59 0.68 0.19 0.21 0.81 0.88 0.60 0.88 0.42 ]
[ 0.66 0.90 0.24 0.31 0.85 0.98 0.91 0.51 0.52 0.88 0.28 0.16 0.38 0.64 0.59 0.38 0.99 0.64 0.77 0.36 0.45 0.60 0.86 0.37 0.58 0.78 0.90 0.98 0.87 0.18 0.50 0.95 0.21 0.92 0.92 0.74 0.58 0.95 0.14 0.41 0.03 0.60 0.00 0.28 0.00 0.83 0.73 0.70 0.23 0.37 0.31 0.48 0.03 0.00 0.08 0.71 0.43 0.72 0.36 0.56 0.93 0.92 0.70 0.93 0.75 0.55 0.85 0.95 0.40 0.64 0.23 0.77 1.00 0.99 0.96 0.92 0.61 0.24 0.41 0.32 0.77 0.46 ]
[ 0.02 0.12 0.27 0.48 0.70 0.64 0.33 0.26 0.95 0.19 0.76 0.69 0.72 0.00 0.58 0.25 0.82 0.58 0.72 0.81 0.24 0.84 0.48 0.83 0.73 0.49 0.49 0.27 0.40 0.95 0.97 0.79 0.97 0.18 0.87 0.06 0.22 0.62 0.33 0.04 0.78 0.39 0.36 0.69 0.50 0.22 0.92 0.16 0.92 0.25 0.19 0.88 0.91 0.24 0.92 0.38 0.90 0.44 1.00 0.74 0.89 0.89 0.77 0.09 0.34 0.68 0.00 0.80 0.93 0.26 0.40 0.59 0.99 1.00 0.19 0.67 0.66 0.36 0.99 0.38 0.98 0.60 ]
[ 1.00 0.71 0.18 0.36 0.90 0.79 0.18 0.66 0.21 0.37 1.00 0.27 0.99 0.96 0.31 0.27 0.78 0.31 0.71 0.18 0.23 0.47 0.28 0.24 0.21 0.70 0.61 0.47 0.74 0.51 0.02 0.92 0.54 0.63 0.82 0.86 0.87 0.63 0.47 0.30 0.72 0.30 0.78 0.92 0.96 0.00 0.98 0.66 0.97 0.24 0.58 0.94 0.85 0.17 0.01 0.29 0.94 0.64 0.28 0.83 0.61 0.46 0.34 0.34 1.00 0.62 0.97 0.59 0.82 0.26 0.69 0.68 0.96 0.19 1.00 0.48 0.34 0.00 0.43 0.58 0.35 0.05 ]
[ 0.87 0.43 0.96 0.02 0.69 0.83 0.20 0.60 0.77 0.68 0.20 0.94 0.39 0.55 0.70 0.25 0.52 0.45 0.54 0.04 0.21 0.86 0.63 0.99 0.97 0.76 0.67 0.77 0.76 0.50 0.17 0.25 0.82 0.34 0.52 0.64 0.03 0.57 0.92 0.88 0.29 0.31 0.22 0.16 0.71 0.60 0.90 0.60 0.73 0.96 0.96 0.26 0.01 0.16 0.74 0.88 0.93 0.48 0.42 0.88 0.99 0.92 0.14 0.94 0.00 0.85 0.90 0.39 0.70 0.32 0.37 0.19 0.92 0.67 0.48 1.00 0.19 0.90 0.85 0.37 0.61 0.75 ]
[ 0.35 0.60 0.48 0.10 0.68 0.44 0.81 0.75 0.63 0.34 0.30 0.74 0.98 0.63 0.35 0.39 0.88 0.29 0.57 0.79 0.68 0.17 0.35 0.62 0.13 0.00 0.97 0.31 0.57 0.05 0.48 0.88 0.00 0.29 0.24 0.15 0.72 0.42 0.51 0.43 0.99 0.73 0.59 0.69 0.56 0.49 0.33 0.53 0.00 0.57 0.17 0.56 0.76 0.85 0.88 0.23 0.00 0.55 0.14 0.90 0.92 0.86 0.52 0.98 0.87 0.81 0.25 0.66 0.35 0.49 0.03 0.21 0.61 0.66 0.34 0.19 1.00 0.85 0.85 0.97 0.70 0.98 ]
[ 0.92 0.99 0.76 0.06 0.81 0.99 0.93 0.18 0.50 0.33 0.61 0.89 0.61 0.22 0.20 0.42 0.72 0.98 0.90 0.33 0.96 0.16 0.05 0.66 0.36 0.14 0.25 0.47 0.02 0.11 0.40 0.92 0.73 0.88 0.28 0.91 0.65 0.75 0.48 0.56 0.90 0.79 0.72 0.71 0.98 0.46 0.65 0.71 0.87 0.69 0.51 0.67 0.54 0.00 0.19 0.35 0.77 0.12 0.27 0.91 0.28 0.94 0.33 0.58 0.18 0.93 0.59 0.21 0.28 0.57 0.83 0.81 0.24 0.36 0.00 0.90 0.85 1.00 0.88 0.82 0.95 0.44 ]
[ 0.81 0.65 0.62 0.49 0.20 0.56 0.97 0.58 0.05 0.68 0.18 0.90 0.16 0.91 0.45 0.53 0.70 0.88 0.32 0.96 0.34 0.71 0.82 0.49 0.88 0.66 0.42 0.71 0.32 0.91 0.92 0.56 0.41 0.20 0.00 0.50 0.85 0.08 0.41 0.86 0.90 0.69 0.71 0.45 0.05 0.30 0.29 0.93 0.68 0.43 0.11 0.16 0.73 0.19 0.33 0.83 0.20 0.84 0.63 0.02 0.66 0.46 0.77 0.92 0.84 0.53 0.95 0.74 0.12 0.23 0.31 0.88 0.41 0.99 0.43 0.85 0.85 0.88 1.00 0.52 0.32 0.18 ]
[ 0.43 0.94 0.18 0.08 0.09 0.47 0.35 0.81 0.02 0.78 0.29 0.00 0.43 0.64 0.39 0.73 0.33 0.91 0.58 0.54 0.76 0.49 0.06 0.23 0.22 0.43 0.99 0.31 0.72 0.61 0.00 0.63 0.27 0.57 0.37 0.54 0.23 0.50 0.11 0.99 0.16 0.86 0.69 0.63 0.27 0.56 0.91 0.91 0.49 0.23 0.75 0.85 0.17 0.85 0.43 0.62 0.91 0.39 0.92 0.99 0.83 0.95 0.80 0.88 0.18 0.21 0.66 0.19 0.09 0.85 0.83 0.60 0.32 0.38 0.58 0.37 0.97 0.82 0.52 1.00 0.31 0.27 ]
[ 0.96 0.83 0.44 0.87 0.75 0.63 0.44 0.51 0.90 0.14 0.72 0.10 0.45 0.50 0.74 0.96 0.86 0.79 0.06 0.24 0.97 0.50 0.43 0.20 0.39 0.85 0.98 0.11 0.59 0.98 0.89 0.52 0.72 0.92 0.00 0.93 0.29 0.84 0.87 0.72 0.89 0.91 0.47 0.71 0.35 0.00 0.94 0.92 0.82 0.76 0.92 0.90 0.80 0.79 0.67 0.95 0.97 0.43 0.15 0.85 0.22 0.59 0.21 0.69 0.97 0.91 0.10 0.34 0.95 0.73 0.95 0.88 0.77 0.98 0.35 0.61 0.70 0.95 0.32 0.31 1.00 0.19 ]
[ 0.94 0.72 0.48 0.84 0.24 0.22 0.76 0.19 0.38 0.20 0.92 0.32 0.34 0.88 0.92 0.52 0.43 0.77 0.58 0.44 0.87 0.27 0.58 0.66 0.65 0.91 0.64 0.58 0.38 0.41 0.92 0.65 0.44 0.92 0.80 0.53 0.48 0.71 0.84 0.39 0.94 0.91 0.35 0.80 0.79 0.17 0.94 0.60 0.21 0.58 0.88 0.60 0.00 0.53 0.57 0.78 0.45 0.36 0.09 0.93 0.42 0.17 0.63 0.06 0.80 0.93 0.96 0.73 0.38 0.35 0.31 0.42 0.46 0.60 0.05 0.75 0.98 0.44 0.18 0.27 0.19 1.00 ]
];
