[ 0.79 0.22 0.90 0.59 0.71 0.95 0.99 0.95 0.66 0.46 0.31 0.23 0.00 0.79 0.56 0.34 0.87 0.98 0.28 0.86 0.85 0.09 0.16 0.58 0.64 0.99 0.54 0.57 0.58 0.78 0.02 0.15 0.57 0.87 0.93 0.95 0.88 0.31 0.94 0.46 1.00 0.94 0.35 0.71 0.75 0.89 0.23 0.73 0.39 0.59 0.39 0.92 0.21 0.62 0.46 0.29 0.71 1.00 0.83 0.67 0.42 0.62 0.96 0.57 0.38 0.63 0.92 0.49 0.20 0.74 0.51 0.17 0.75 0.43 0.73 0.95 0.87 0.65 0.97 0.79 0.53 0.73 0.11 0.56 ]
[ 0.31 0.22 0.79 0.19 0.83 0.38 0.92 0.77 0.86 0.95 0.47 0.45 0.72 0.33 0.91 0.65 0.57 0.00 0.74 0.43 0.35 0.61 0.24 0.89 0.50 0.46 0.20 0.34 0.00 0.88 0.60 0.81 0.79 0.84 0.95 0.93 0.99 0.00 0.61 0.56 0.94 1.00 0.49 0.05 0.47 0.37 0.44 0.26 0.74 0.47 0.25 0.75 0.50 0.24 0.42 0.20 0.35 0.83 0.20 0.70 0.96 0.98 0.72 0.06 0.72 0.61 0.16 0.99 0.35 0.93 0.17 0.72 0.34 0.21 0.02 0.76 0.99 0.84 0.65 0.45 0.88 0.92 0.57 0.64 ]
[ 0.36 0.86 0.18 0.46 0.28 0.32 0.76 0.03 0.20 0.94 0.79 0.67 0.96 0.00 0.80 0.36 0.74 0.97 0.50 0.88 0.70 0.83 0.94 0.29 1.00 0.63 0.38 0.81 0.44 0.97 0.06 0.46 0.56 0.55 0.21 0.78 0.95 0.41 0.98 0.25 0.35 0.49 1.00 0.49 0.08 0.77 0.73 0.28 0.50 0.97 0.27 0.21 0.00 0.71 0.81 0.64 0.72 0.59 0.57 0.66 0.21 0.66 0.20 0.60 0.42 0.67 0.25 0.13 0.15 0.71 0.83 0.81 0.06 0.85 0.21 0.73 0.85 0.60 0.47 0.01 0.33 0.58 0.89 0.10 ]
[ 0.70 0.48 0.70 0.55 0.18 0.56 0.53 0.09 0.97 0.00 0.95 0.16 0.84 0.51 0.76 0.34 0.79 0.61 0.60 0.79 1.00 0.52 0.64 0.12 0.90 0.97 0.33 0.86 0.85 0.37 0.86 0.59 0.54 0.15 0.35 0.10 0.59 0.91 0.90 0.94 0.71 0.05 0.49 1.00 0.87 0.02 0.83 0.98 0.95 0.40 0.61 0.99 0.68 0.65 0.76 0.19 0.93 0.51 0.25 0.17 0.62 0.38 0.00 0.30 0.84 0.41 0.12 0.66 0.90 0.87 0.28 0.56 0.47 0.73 0.43 0.89 0.64 0.84 0.70 0.42 0.37 0.08 0.05 0.52 ]
[ 0.97 0.78 0.66 0.90 0.34 0.23 0.52 0.18 0.74 0.00 0.12 0.39 0.20 0.72 0.76 0.01 0.36 0.48 0.73 0.88 0.85 0.73 0.18 0.75 0.24 0.43 0.37 0.80 0.68 0.65 0.51 0.99 1.00 0.24 0.53 0.28 0.12 0.74 0.86 0.64 0.75 0.47 0.08 0.87 1.00 0.55 0.87 0.57 0.20 0.85 0.89 0.80 0.86 0.00 0.18 0.73 0.40 0.93 0.25 0.45 0.26 0.84 0.30 0.45 0.72 0.82 0.00 0.91 0.41 0.33 0.47 0.33 0.58 0.31 0.15 0.26 0.85 0.43 0.91 0.04 0.81 0.90 0.53 0.35 ]
[ 0.92 0.89 0.98 0.28 0.89 0.61 0.96 0.85 0.62 0.98 0.50 0.95 0.67 0.66 0.04 0.17 0.99 0.70 0.49 0.47 0.25 0.75 0.53 0.60 0.97 0.69 0.55 0.84 0.49 0.73 0.37 0.89 0.97 0.16 0.97 0.18 1.00 0.75 0.88 0.84 0.89 0.37 0.77 0.02 0.55 1.00 0.02 0.38 0.70 0.04 0.92 0.87 0.40 0.75 0.50 0.03 0.42 0.00 0.38 0.59 0.69 0.34 0.46 0.16 0.57 0.36 0.18 0.23 0.02 0.40 0.98 0.64 0.85 0.22 0.91 0.38 0.86 0.74 0.44 0.52 0.47 0.15 0.59 0.85 ]
[ 0.64 0.86 0.16 0.80 0.93 0.55 0.90 0.43 0.86 0.71 0.72 0.60 0.43 0.34 0.71 0.31 0.41 0.85 0.06 0.82 0.70 0.63 0.24 0.72 0.95 0.26 0.75 0.76 0.60 0.55 0.98 0.24 0.31 0.85 0.70 0.89 0.15 0.25 0.55 0.47 0.23 0.44 0.73 0.83 0.87 0.02 1.00 0.51 0.35 0.84 0.30 0.26 0.90 0.17 0.95 0.35 0.94 0.43 0.64 0.80 0.90 0.97 0.39 0.66 0.96 0.59 0.66 0.89 0.37 0.68 0.41 0.54 0.96 0.86 0.71 0.25 0.52 0.93 0.90 0.51 0.84 0.16 0.79 0.69 ]
[ 0.87 0.61 0.88 0.95 0.98 0.84 0.65 0.98 0.91 0.36 0.00 0.87 0.54 0.92 0.75 0.39 0.74 0.96 0.62 0.23 0.25 0.73 0.17 0.12 0.27 0.25 0.98 0.72 0.35 0.87 0.36 0.98 0.80 0.75 0.37 0.09 0.00 0.16 0.36 0.93 0.73 0.26 0.28 0.98 0.57 0.38 0.51 1.00 0.55 0.32 0.55 0.98 0.68 0.00 0.54 0.77 0.06 0.32 0.26 0.71 0.48 0.31 0.13 0.14 0.20 0.38 0.20 0.76 0.76 0.23 0.95 0.25 0.98 0.38 0.77 0.88 0.19 0.53 0.81 1.00 0.84 0.85 0.45 0.92 ]
[ 0.19 0.89 0.99 0.75 0.75 0.41 0.60 0.63 0.14 0.97 0.51 0.48 0.82 0.93 0.43 0.41 0.79 0.88 0.96 0.89 0.26 0.96 0.15 0.98 0.95 0.68 1.00 0.55 0.00 0.54 0.88 0.13 0.68 0.69 0.53 0.24 0.25 0.64 0.18 0.47 0.39 0.74 0.50 0.95 0.20 0.70 0.35 0.55 1.00 0.61 0.67 0.54 0.40 0.34 0.45 0.12 0.52 0.86 0.70 0.54 0.01 0.21 0.58 0.82 0.72 0.58 0.79 0.92 0.56 0.00 0.16 0.11 0.44 0.96 0.45 0.18 0.76 0.35 0.88 0.78 0.58 0.98 0.44 0.58 ]
[ 0.93 0.79 0.84 0.91 0.95 0.12 0.29 0.06 0.00 0.54 0.26 0.56 0.48 0.16 0.95 0.71 0.31 0.90 0.07 0.76 0.98 0.60 0.99 0.83 0.02 0.74 0.71 0.86 0.38 0.79 0.28 0.92 0.39 0.90 0.12 0.56 0.95 0.84 0.83 0.87 0.59 0.47 0.97 0.40 0.85 0.04 0.84 0.32 0.61 1.00 0.94 0.59 0.32 0.90 0.85 0.24 0.76 0.61 0.97 0.63 0.66 0.89 0.86 0.50 0.87 0.28 0.48 0.45 0.29 0.40 0.70 0.63 0.61 0.44 0.34 0.43 0.64 0.37 0.00 0.73 0.79 0.50 0.44 0.87 ]
[ 1.00 0.96 0.68 0.69 0.36 0.12 0.97 0.56 0.17 0.67 0.54 0.93 0.53 0.47 0.09 0.92 0.43 0.99 0.68 0.26 0.54 0.35 0.88 0.80 0.16 0.88 0.88 0.45 0.53 0.25 0.65 0.62 0.65 0.51 0.59 0.60 0.76 0.70 0.22 0.24 0.39 0.25 0.27 0.61 0.89 0.92 0.30 0.55 0.67 0.94 1.00 0.51 0.07 0.60 0.44 0.57 0.00 0.85 0.97 0.85 0.20 0.37 0.25 0.67 0.24 0.51 0.94 0.99 0.22 0.01 0.23 0.61 0.86 0.77 0.23 0.44 0.31 0.16 0.90 0.48 0.29 0.79 0.57 0.28 ]
[ 0.74 0.49 0.77 0.96 0.27 0.55 0.95 0.50 0.94 0.27 0.96 0.99 0.09 0.47 0.65 0.05 0.44 0.92 0.51 0.63 0.30 0.90 0.90 0.49 0.25 0.42 0.01 0.84 0.33 0.36 0.44 0.55 0.23 0.07 0.00 0.86 0.87 0.06 0.03 0.92 0.92 0.75 0.21 0.99 0.80 0.87 0.26 0.98 0.54 0.59 0.51 1.00 0.55 0.68 0.58 0.09 0.23 0.57 0.05 0.43 0.96 0.82 0.26 0.94 0.43 0.24 0.05 0.65 0.55 0.59 0.78 0.77 0.61 0.31 0.07 0.94 0.86 0.90 0.83 0.94 0.91 0.41 0.17 0.62 ]
[ 0.78 0.96 0.83 0.51 0.72 0.82 0.08 0.96 1.00 0.91 0.60 0.52 0.51 0.14 0.18 0.16 0.79 0.15 0.90 0.58 0.74 0.34 0.70 0.11 0.47 0.60 0.74 0.87 0.83 0.94 0.07 0.61 0.62 0.96 0.63 0.58 0.58 0.85 0.40 0.51 0.21 0.50 0.00 0.68 0.86 0.40 0.90 0.68 0.40 0.32 0.07 0.55 1.00 0.93 0.97 0.51 0.00 0.27 0.63 0.61 0.70 0.90 0.29 0.36 0.87 0.00 0.74 0.29 0.22 0.48 0.28 0.01 0.99 0.77 0.31 0.69 0.75 0.78 0.76 0.48 0.59 0.45 0.87 0.40 ]
[ 0.93 0.92 0.38 0.86 0.20 0.74 0.65 0.40 0.27 0.91 0.17 0.20 0.39 0.97 0.61 0.24 0.46 0.97 0.64 0.63 0.33 0.48 0.70 0.42 0.64 0.26 0.46 0.52 0.00 0.95 0.85 0.44 0.93 0.75 0.34 0.48 0.94 0.87 0.19 0.99 0.62 0.24 0.71 0.65 0.00 0.75 0.17 0.00 0.34 0.90 0.60 0.68 0.93 1.00 0.51 0.99 0.22 0.43 0.93 0.27 0.05 0.90 0.58 0.91 0.10 0.92 0.15 0.70 0.50 0.44 0.83 0.65 0.05 0.24 0.42 0.58 0.33 0.82 0.24 0.40 0.88 0.02 0.10 0.41 ]
[ 0.76 0.68 0.93 0.18 0.68 0.64 0.59 0.65 0.19 0.63 0.08 0.26 0.62 0.91 0.84 0.58 0.72 0.32 0.91 0.33 0.24 0.93 0.92 0.52 0.97 0.46 0.89 0.48 0.97 0.89 0.79 0.21 0.97 0.40 0.41 0.16 0.15 0.91 0.83 0.86 0.46 0.42 0.81 0.76 0.18 0.50 0.95 0.54 0.45 0.85 0.44 0.58 0.97 0.51 1.00 0.86 0.28 0.23 0.23 0.15 0.35 0.93 0.02 0.73 0.95 0.45 0.97 0.74 0.75 0.75 0.95 0.85 0.83 0.70 0.53 0.39 0.88 0.66 0.64 0.44 0.51 0.45 0.49 0.30 ]
[ 0.91 0.22 0.88 0.99 0.55 0.81 0.88 0.55 0.37 0.88 0.70 0.18 0.25 0.83 0.17 0.94 0.72 0.61 0.28 0.16 0.33 0.83 1.00 0.97 0.74 0.84 0.02 0.64 0.41 0.79 0.64 0.90 0.98 0.36 0.29 0.56 0.29 0.26 0.21 0.76 0.29 0.20 0.64 0.19 0.73 0.03 0.35 0.77 0.12 0.24 0.57 0.09 0.51 0.99 0.86 1.00 0.71 0.93 0.15 0.41 0.63 0.19 0.00 0.06 0.24 0.97 0.84 0.76 0.77 0.71 0.29 0.43 0.00 0.49 0.90 0.62 0.47 0.78 0.57 0.78 0.83 0.48 0.27 0.04 ]
[ 0.56 0.37 0.34 0.26 0.98 0.95 0.60 0.98 0.64 0.56 0.81 0.35 0.25 0.40 0.24 0.56 0.00 0.56 0.95 0.17 0.88 0.46 0.18 0.73 0.70 0.14 0.00 0.87 0.46 0.49 0.76 0.57 0.95 0.22 0.60 0.16 0.85 0.11 0.68 0.25 0.71 0.35 0.72 0.93 0.40 0.42 0.94 0.06 0.52 0.76 0.00 0.23 0.00 0.22 0.28 0.71 1.00 0.66 0.05 0.30 0.37 0.35 0.98 0.34 0.91 0.78 0.31 0.24 0.87 0.90 0.52 0.92 0.18 0.13 0.23 0.72 0.72 0.30 0.68 0.31 0.30 0.44 0.58 0.56 ]
[ 0.75 0.80 0.36 0.34 0.49 0.85 1.00 0.21 0.96 0.86 0.87 0.69 0.95 0.00 0.50 0.87 0.44 0.61 0.47 0.46 0.36 0.00 0.39 0.00 0.71 0.86 0.27 0.96 0.99 0.57 0.67 0.83 0.86 0.04 0.83 0.29 0.32 0.37 0.80 0.04 1.00 0.83 0.59 0.51 0.93 0.00 0.43 0.32 0.86 0.61 0.85 0.57 0.27 0.43 0.23 0.93 0.66 1.00 0.60 0.45 0.44 0.84 0.23 0.75 0.98 0.61 0.97 0.91 0.00 0.00 0.63 0.96 0.01 0.60 0.24 0.93 0.92 0.92 0.43 0.89 0.71 0.99 0.72 0.38 ]
[ 0.81 0.51 0.26 0.39 0.48 0.47 0.83 0.19 0.29 0.70 0.73 0.14 0.78 0.72 0.67 0.60 0.05 0.37 0.15 0.00 0.73 0.06 0.14 0.16 0.66 0.70 0.81 0.90 0.43 0.40 0.58 0.25 0.87 0.20 0.87 0.99 0.00 0.89 0.83 0.67 0.83 0.20 0.57 0.25 0.25 0.38 0.64 0.26 0.70 0.97 0.97 0.05 0.63 0.93 0.23 0.15 0.05 0.60 1.00 0.33 0.71 0.35 0.86 0.75 0.99 0.82 0.53 0.43 0.73 0.94 0.19 0.30 0.72 0.95 0.03 0.74 0.77 0.08 0.45 0.09 0.42 0.73 0.82 0.80 ]
[ 0.23 0.18 0.47 0.16 0.17 0.59 0.22 0.60 0.68 0.06 0.73 0.84 0.46 0.53 0.71 0.51 0.60 0.50 0.97 0.90 0.19 0.74 0.74 0.06 0.64 0.64 0.88 0.87 0.56 0.26 0.98 0.54 0.93 0.50 0.55 0.60 0.66 0.76 0.89 0.17 0.67 0.70 0.66 0.17 0.45 0.59 0.80 0.71 0.54 0.63 0.85 0.43 0.61 0.27 0.15 0.41 0.30 0.45 0.33 1.00 0.17 0.13 0.76 0.86 0.87 0.73 0.11 0.91 0.97 0.93 0.37 0.55 0.62 0.60 0.94 0.44 0.20 0.96 0.42 0.59 0.53 0.98 0.23 0.75 ]
[ 0.02 0.35 0.45 0.78 0.71 0.87 0.85 0.81 0.61 0.08 0.32 0.33 0.00 0.06 0.13 0.61 0.69 0.97 0.52 0.94 0.45 0.88 0.45 0.41 0.02 0.52 0.44 0.18 0.91 0.89 0.26 0.57 0.90 0.74 0.95 0.68 0.39 0.97 0.37 0.03 0.42 0.96 0.21 0.62 0.26 0.69 0.90 0.48 0.01 0.66 0.20 0.96 0.70 0.05 0.35 0.63 0.37 0.44 0.71 0.17 1.00 0.25 0.22 0.93 0.88 0.19 0.72 0.91 0.36 0.52 0.44 0.97 0.91 0.50 0.58 0.92 0.51 0.98 0.21 0.89 0.53 0.86 1.00 0.56 ]
[ 0.89 0.41 0.57 0.36 0.96 0.99 0.20 0.23 0.14 0.44 0.54 0.62 0.28 0.68 0.17 0.14 0.44 0.30 0.46 0.10 0.84 0.13 1.00 0.56 0.57 0.89 0.64 0.92 0.30 0.08 0.19 0.51 0.94 0.70 0.00 0.44 0.58 0.33 0.87 0.53 0.62 0.98 0.66 0.38 0.84 0.34 0.97 0.31 0.21 0.89 0.37 0.82 0.90 0.90 0.93 0.19 0.35 0.84 0.35 0.13 0.25 1.00 0.80 0.05 0.16 0.42 0.92 0.63 0.07 0.55 0.97 0.94 0.71 0.24 0.29 0.64 0.62 0.50 0.42 0.81 0.82 0.73 0.30 0.53 ]
[ 0.25 0.10 0.42 0.98 0.36 0.32 0.32 0.99 0.08 0.69 0.53 0.89 0.00 0.87 0.22 0.87 0.35 0.17 0.38 0.10 0.89 0.13 0.99 0.86 0.47 0.08 0.31 0.78 0.54 0.57 0.92 0.22 0.88 0.48 0.50 0.77 0.59 0.03 0.15 0.08 0.96 0.72 0.20 0.00 0.30 0.46 0.39 0.13 0.58 0.86 0.25 0.26 0.29 0.58 0.02 0.00 0.98 0.23 0.86 0.76 0.22 0.80 1.00 0.63 0.66 0.54 0.90 0.88 0.64 0.96 0.59 0.95 0.83 0.81 0.48 0.89 0.38 0.72 0.88 1.00 1.00 0.31 0.77 0.74 ]
[ 0.43 0.34 0.68 0.82 0.82 0.67 0.43 0.72 0.56 0.69 0.26 0.05 0.59 0.73 0.25 0.83 0.77 0.59 0.53 0.15 0.57 0.87 0.40 0.93 0.60 0.62 0.98 0.43 0.07 0.89 0.96 0.97 0.07 0.98 0.28 0.91 0.25 0.47 0.99 0.51 0.57 0.06 0.60 0.30 0.45 0.16 0.66 0.14 0.82 0.50 0.67 0.94 0.36 0.91 0.73 0.06 0.34 0.75 0.75 0.86 0.93 0.05 0.63 1.00 0.76 1.00 0.99 0.58 0.66 0.70 0.47 0.49 0.49 0.61 0.97 0.93 0.28 0.24 0.32 0.95 0.93 0.58 0.90 0.36 ]
[ 0.48 0.00 0.39 0.39 0.14 0.67 0.14 0.15 0.91 0.71 0.45 0.00 0.57 0.49 0.47 0.47 0.27 0.87 0.00 0.07 0.43 0.58 0.32 0.59 0.70 0.29 0.55 0.87 0.18 0.69 0.13 0.32 0.02 0.58 0.28 0.77 0.68 0.71 0.31 0.88 0.38 0.72 0.42 0.84 0.72 0.57 0.96 0.20 0.72 0.87 0.24 0.43 0.87 0.10 0.95 0.24 0.91 0.98 0.99 0.87 0.88 0.16 0.66 0.76 1.00 0.70 0.31 0.87 0.17 0.85 0.33 0.38 0.58 0.57 0.57 0.65 0.99 0.99 0.95 0.71 0.32 0.16 0.72 0.29 ]
[ 0.97 0.28 0.97 0.94 0.51 0.44 0.30 0.52 0.32 0.39 0.94 0.79 0.00 0.12 0.54 0.46 0.89 0.90 0.00 0.89 0.89 0.26 0.51 0.18 0.27 0.84 0.74 0.84 0.26 0.66 0.87 0.74 0.68 0.89 0.72 0.53 0.27 0.90 0.49 0.91 0.63 0.61 0.67 0.41 0.82 0.36 0.59 0.38 0.58 0.28 0.51 0.24 0.00 0.92 0.45 0.97 0.78 0.61 0.82 0.73 0.19 0.42 0.54 1.00 0.70 1.00 0.65 0.52 0.18 0.97 0.42 0.44 0.30 0.31 0.39 0.96 0.40 0.79 0.22 0.20 0.00 0.34 0.69 0.35 ]
[ 0.27 0.59 0.24 0.69 0.19 0.14 0.56 0.71 0.64 0.40 0.88 0.74 0.99 0.21 0.81 0.50 0.34 0.50 0.61 0.48 0.35 0.98 0.99 0.71 0.70 0.67 0.77 0.02 0.38 0.56 0.64 0.47 0.94 0.88 0.20 0.33 0.56 0.95 0.32 0.17 0.92 0.16 0.25 0.12 0.00 0.18 0.66 0.20 0.79 0.48 0.94 0.05 0.74 0.15 0.97 0.84 0.31 0.97 0.53 0.11 0.72 0.92 0.90 0.99 0.31 0.65 1.00 0.93 0.52 0.52 0.94 0.22 0.67 0.01 0.84 0.32 0.84 0.56 0.79 1.00 0.34 0.62 0.50 0.96 ]
[ 0.23 0.16 0.66 0.16 0.39 0.84 0.82 0.90 0.20 0.00 0.19 0.52 0.87 0.43 0.25 0.75 0.88 0.39 0.60 0.56 0.62 0.41 0.36 0.12 0.94 0.92 0.94 0.48 0.38 0.94 0.70 0.73 0.75 0.41 0.07 0.32 0.63 0.29 0.37 0.66 0.49 0.99 0.13 0.66 0.91 0.23 0.89 0.76 0.92 0.45 0.99 0.65 0.29 0.70 0.74 0.76 0.24 0.91 0.43 0.91 0.91 0.63 0.88 0.58 0.87 0.52 0.93 1.00 0.06 0.99 0.67 0.96 0.35 0.40 0.76 0.68 0.46 0.69 0.98 0.52 0.50 0.62 0.91 0.16 ]
[ 0.22 0.77 0.97 0.44 0.96 0.43 0.97 0.33 0.72 0.96 0.22 0.18 0.43 0.45 0.18 0.99 0.51 0.97 0.48 0.61 0.91 0.19 0.50 0.81 0.37 0.22 0.84 0.84 0.83 0.25 0.97 0.16 0.91 0.37 0.87 0.69 0.48 0.98 0.36 0.96 0.20 0.35 0.15 0.90 0.41 0.02 0.37 0.76 0.56 0.29 0.22 0.55 0.22 0.50 0.75 0.77 0.87 0.00 0.73 0.97 0.36 0.07 0.64 0.66 0.17 0.18 0.52 0.06 1.00 0.58 0.72 0.99 0.74 0.41 0.51 0.71 0.86 0.94 0.94 0.57 0.58 0.38 0.22 0.62 ]
[ 0.71 0.60 0.69 0.82 0.29 0.25 0.16 0.87 0.94 0.85 0.20 0.89 0.30 0.11 0.80 0.77 0.88 0.91 0.99 0.96 0.86 0.25 0.21 0.83 0.46 0.93 0.72 0.27 0.32 0.82 0.62 0.67 0.89 0.44 0.66 0.66 0.58 0.44 0.57 0.45 0.74 0.93 0.71 0.87 0.33 0.40 0.68 0.23 0.00 0.40 0.01 0.59 0.48 0.44 0.75 0.71 0.90 0.00 0.94 0.93 0.52 0.55 0.96 0.70 0.85 0.97 0.52 0.99 0.58 1.00 0.53 0.18 0.59 0.14 0.32 0.62 0.51 0.86 0.65 0.47 0.87 0.45 0.00 0.96 ]
[ 0.44 0.58 0.49 0.25 0.64 0.91 0.90 0.80 0.88 0.30 0.97 0.19 0.36 0.90 0.94 0.67 0.75 0.77 0.20 0.99 0.63 0.56 0.89 0.26 0.70 0.70 0.62 0.00 0.80 0.78 0.49 0.53 0.29 0.13 0.63 0.82 0.75 0.98 0.75 0.93 0.51 0.17 0.83 0.28 0.47 0.98 0.41 0.95 0.16 0.70 0.23 0.78 0.28 0.83 0.95 0.29 0.52 0.63 0.19 0.37 0.44 0.97 0.59 0.47 0.33 0.42 0.94 0.67 0.72 0.53 1.00 0.89 0.96 0.17 0.06 0.59 0.35 0.60 0.97 0.20 0.46 0.82 0.23 0.33 ]
[ 0.97 0.07 0.87 0.24 0.85 0.92 0.00 0.05 0.52 0.46 0.38 0.93 0.41 0.52 0.57 0.06 0.62 0.07 0.44 0.55 0.62 0.52 0.47 0.92 0.09 0.98 0.76 0.13 0.87 0.54 0.66 0.29 0.58 0.26 0.11 0.92 0.14 0.64 0.98 0.41 0.17 0.72 0.81 0.56 0.33 0.64 0.54 0.25 0.11 0.63 0.61 0.77 0.01 0.65 0.85 0.43 0.92 0.96 0.30 0.55 0.97 0.94 0.95 0.49 0.38 0.44 0.22 0.96 0.99 0.18 0.89 1.00 0.64 0.38 0.20 0.82 0.99 0.69 0.00 0.91 0.61 0.42 0.35 0.36 ]
[ 0.72 0.44 0.86 0.78 0.90 0.90 0.81 0.87 0.16 0.78 0.69 0.10 0.70 0.55 0.41 0.71 0.11 0.66 0.77 0.31 0.75 0.91 0.87 0.74 0.59 0.82 0.15 0.91 0.57 0.14 0.65 0.39 0.82 1.00 0.50 0.43 0.47 0.55 0.45 0.70 0.75 0.34 0.06 0.47 0.58 0.85 0.96 0.98 0.44 0.61 0.86 0.61 0.99 0.05 0.83 0.00 0.18 0.01 0.72 0.62 0.91 0.71 0.83 0.49 0.58 0.30 0.67 0.35 0.74 0.59 0.96 0.64 1.00 0.88 0.49 0.21 0.94 0.92 0.56 0.61 0.75 0.23 0.03 0.30 ]
[ 0.77 0.42 0.01 0.98 0.54 0.18 0.85 0.99 0.77 0.94 0.79 0.86 0.91 0.23 0.69 0.31 0.53 0.98 0.21 0.63 0.80 1.00 0.00 0.78 0.39 0.37 0.41 0.89 0.82 0.64 0.95 0.28 0.87 0.60 0.84 0.78 0.42 0.96 0.89 0.83 0.43 0.21 0.85 0.73 0.31 0.22 0.86 0.38 0.96 0.44 0.77 0.31 0.77 0.24 0.70 0.49 0.13 0.60 0.95 0.60 0.50 0.24 0.81 0.61 0.57 0.31 0.01 0.40 0.41 0.14 0.17 0.38 0.88 1.00 0.88 0.87 0.23 0.41 0.80 0.90 0.99 0.26 0.64 0.21 ]
[ 0.35 0.27 0.93 0.89 0.18 0.20 0.73 0.01 0.20 0.77 0.79 0.78 0.44 0.06 0.48 0.81 0.53 0.44 0.46 0.05 0.89 0.52 0.86 0.86 0.55 0.97 0.24 0.29 0.96 0.86 0.32 0.69 0.39 0.63 0.13 0.53 0.64 0.65 0.20 0.91 0.73 0.02 0.21 0.43 0.15 0.91 0.71 0.77 0.45 0.34 0.23 0.07 0.31 0.42 0.53 0.90 0.23 0.24 0.03 0.94 0.58 0.29 0.48 0.97 0.57 0.39 0.84 0.76 0.51 0.32 0.06 0.20 0.49 0.88 1.00 0.08 0.48 0.29 0.30 0.86 0.18 0.37 0.74 0.56 ]
[ 0.48 0.98 0.24 0.99 0.93 0.91 0.54 0.35 0.92 0.53 0.62 0.64 0.86 0.00 0.67 0.27 0.57 0.98 0.78 0.95 0.51 0.70 0.72 0.97 0.31 0.79 0.21 0.58 0.96 0.40 0.47 0.52 0.88 0.89 0.90 0.92 0.00 1.00 0.47 1.00 0.95 0.76 0.73 0.89 0.26 0.38 0.25 0.88 0.18 0.43 0.44 0.94 0.69 0.58 0.39 0.62 0.72 0.93 0.74 0.44 0.92 0.64 0.89 0.93 0.65 0.96 0.32 0.68 0.71 0.62 0.59 0.82 0.21 0.87 0.08 1.00 0.73 0.71 0.99 0.10 0.03 0.64 0.60 0.19 ]
[ 0.56 0.20 0.74 0.87 0.13 0.81 0.08 0.33 0.01 0.96 0.49 0.02 0.35 0.97 0.95 0.04 0.23 0.64 0.96 0.67 0.28 0.86 0.33 0.55 0.53 0.50 0.78 0.18 0.46 0.74 0.67 0.58 0.21 0.10 0.12 0.32 0.18 0.37 1.00 0.16 0.87 0.99 0.85 0.64 0.85 0.86 0.52 0.19 0.76 0.64 0.31 0.86 0.75 0.33 0.88 0.47 0.72 0.92 0.77 0.20 0.51 0.62 0.38 0.28 0.99 0.40 0.84 0.46 0.86 0.51 0.35 0.99 0.94 0.23 0.48 0.73 1.00 0.56 0.65 0.62 0.88 0.16 0.98 1.00 ]
[ 0.89 1.00 0.91 0.82 0.29 0.76 0.91 0.00 0.79 0.67 0.85 0.98 0.86 0.88 0.19 0.49 0.90 0.86 0.65 0.73 0.78 0.19 0.17 0.87 0.52 0.85 0.54 0.80 0.36 0.27 0.43 0.21 0.28 0.06 0.29 0.90 0.77 0.48 0.89 0.89 0.65 0.84 0.60 0.84 0.43 0.74 0.93 0.53 0.35 0.37 0.16 0.90 0.78 0.82 0.66 0.78 0.30 0.92 0.08 0.96 0.98 0.50 0.72 0.24 0.99 0.79 0.56 0.69 0.94 0.86 0.60 0.69 0.92 0.41 0.29 0.71 0.56 1.00 0.20 0.00 0.85 0.94 0.18 1.00 ]
[ 0.87 0.12 0.52 0.25 0.97 0.88 0.61 0.88 0.74 0.56 0.94 0.61 0.67 0.94 0.61 0.38 0.35 0.85 0.55 0.93 0.95 0.50 0.22 0.26 0.57 0.93 0.91 0.95 0.84 0.49 0.76 0.91 0.39 0.63 0.23 0.75 0.04 0.93 0.00 0.59 0.97 0.65 0.47 0.70 0.91 0.44 0.90 0.81 0.88 0.00 0.90 0.83 0.76 0.24 0.64 0.57 0.68 0.43 0.45 0.42 0.21 0.42 0.88 0.32 0.95 0.22 0.79 0.98 0.94 0.65 0.97 0.00 0.56 0.80 0.30 0.99 0.65 0.20 1.00 0.87 0.82 0.68 0.45 0.38 ]
[ 0.80 0.66 0.56 0.95 0.37 0.72 0.37 0.88 0.23 0.74 0.22 0.38 0.11 0.84 0.34 0.83 0.91 0.81 0.88 0.74 0.78 0.47 0.27 0.96 0.00 0.42 0.27 0.90 0.74 0.57 0.79 0.95 0.28 0.41 0.87 0.25 0.92 0.43 0.03 0.92 0.79 0.45 0.01 0.42 0.04 0.52 0.51 1.00 0.78 0.73 0.48 0.94 0.48 0.40 0.44 0.78 0.31 0.89 0.09 0.59 0.89 0.81 1.00 0.95 0.71 0.20 1.00 0.52 0.57 0.47 0.20 0.91 0.61 0.90 0.86 0.10 0.62 0.00 0.87 1.00 0.04 0.12 0.22 0.24 ]
