[ 0.46 0.64 0.76 0.66 0.18 0.33 0.21 0.62 0.89 0.37 0.73 0.97 0.18 0.15 0.58 0.72 0.19 0.54 0.85 0.15 0.58 0.47 0.94 0.69 0.87 0.59 0.40 0.39 0.85 0.95 0.91 0.58 0.07 0.65 0.77 0.38 0.58 0.41 0.34 0.21 0.46 0.17 0.00 0.98 0.71 0.97 0.86 0.62 0.56 1.00 0.81 0.88 0.38 0.88 0.61 0.72 0.33 0.95 0.86 0.87 0.96 0.86 0.88 0.16 0.99 0.48 0.95 0.15 ]
[ 0.08 0.48 0.23 0.93 0.54 0.00 0.55 0.81 0.85 0.06 0.50 0.42 0.37 0.14 0.88 0.83 0.15 0.56 0.63 0.72 0.49 0.37 0.92 0.55 0.95 0.85 0.99 0.78 0.87 0.57 0.73 0.00 0.74 0.97 0.36 0.28 0.47 0.96 0.24 0.91 0.86 0.22 0.54 0.25 0.02 0.54 0.09 0.57 0.22 0.81 1.00 0.58 0.18 0.90 0.87 0.38 0.37 0.95 0.62 0.90 0.95 0.46 0.94 0.44 0.88 0.67 0.20 0.06 ]
[ 0.57 0.57 0.18 0.37 0.91 0.66 0.89 1.00 0.31 0.71 0.95 0.21 0.80 0.52 0.37 0.93 0.96 0.86 0.51 0.64 0.62 0.45 0.75 0.20 0.96 0.83 0.41 0.66 0.29 0.79 0.78 0.71 0.20 0.92 0.63 0.94 0.40 0.86 0.43 0.93 0.91 0.48 0.23 0.33 0.21 0.48 0.32 0.36 0.49 0.88 0.58 1.00 0.59 0.83 0.43 0.93 0.64 0.88 0.93 0.22 0.86 0.98 0.79 0.70 0.40 0.42 0.78 0.53 ]
[ 0.89 0.77 0.71 0.27 0.88 0.59 0.55 0.83 0.36 0.00 0.91 0.25 0.65 0.38 0.70 0.90 0.73 0.79 0.38 0.79 0.75 0.63 0.30 0.30 0.58 0.00 0.67 0.98 0.19 0.97 0.29 0.48 0.18 0.93 0.34 0.93 0.60 0.48 0.90 0.48 1.00 0.42 0.81 0.73 0.64 0.15 0.53 0.22 0.51 0.38 0.18 0.59 1.00 0.94 0.89 0.72 0.64 0.79 0.78 0.43 0.94 0.53 0.87 0.68 0.58 0.48 0.53 0.71 ]
[ 0.88 0.40 0.16 0.85 0.99 0.97 0.25 0.00 0.87 0.52 0.40 0.79 0.81 0.24 0.66 0.36 0.85 0.29 0.02 0.45 0.48 0.93 0.60 0.94 0.84 0.26 0.17 0.22 0.62 0.57 0.60 0.55 1.00 0.22 0.97 0.53 0.53 0.97 0.21 0.01 0.48 0.27 0.38 0.90 0.74 0.87 0.37 0.41 0.32 0.88 0.90 0.83 0.94 1.00 0.77 0.58 0.43 0.77 0.82 0.84 0.30 0.98 0.73 0.35 0.77 0.78 0.26 0.92 ]
[ 0.68 0.83 0.95 0.42 0.14 0.92 0.91 0.47 0.29 0.13 0.46 0.65 0.80 0.62 0.00 0.58 0.40 0.50 0.71 0.37 0.87 0.88 0.52 0.54 0.65 0.63 0.20 0.96 0.86 0.90 0.24 0.49 0.86 0.86 0.74 0.99 0.76 0.59 0.37 0.41 0.40 0.85 0.53 0.87 0.44 0.95 0.92 0.83 0.29 0.61 0.87 0.43 0.89 0.77 1.00 0.66 0.12 0.64 0.67 0.74 0.88 0.45 0.62 0.93 0.47 0.99 0.41 0.69 ]
[ 0.33 0.26 0.91 0.82 0.69 0.25 0.96 0.42 0.43 0.44 0.87 0.88 0.11 0.22 0.55 0.98 0.87 0.30 0.69 0.67 0.86 0.00 0.22 0.44 0.90 0.99 0.43 0.30 0.38 0.77 0.94 0.78 0.30 0.50 0.90 0.26 0.68 0.87 0.67 0.05 0.77 0.91 0.12 0.93 0.88 0.42 0.60 0.78 0.71 0.72 0.38 0.93 0.72 0.58 0.66 1.00 0.39 0.60 0.59 0.87 0.83 0.98 0.81 0.39 0.50 0.38 0.44 0.66 ]
[ 0.80 0.95 0.13 0.63 0.91 0.24 0.51 0.89 0.60 0.04 0.68 0.17 0.00 0.63 0.92 0.96 0.14 0.76 0.50 0.52 0.35 0.14 0.63 0.76 0.50 0.70 0.59 0.54 0.19 0.97 0.49 0.18 0.01 0.66 0.47 0.78 0.26 0.48 0.74 0.22 0.78 0.85 0.25 0.29 0.93 0.96 0.91 0.33 0.65 0.33 0.37 0.64 0.64 0.43 0.12 0.39 1.00 0.34 0.58 0.52 0.79 0.37 0.66 0.79 0.42 0.96 0.57 0.00 ]
[ 0.94 0.85 0.89 0.93 0.80 0.52 0.74 0.18 0.94 0.85 0.59 0.93 0.40 0.54 0.00 0.97 0.28 0.92 0.40 0.50 0.99 0.66 0.86 0.26 0.07 0.34 0.43 0.20 0.73 0.20 0.40 0.96 0.73 0.65 0.80 0.74 0.23 0.66 0.54 0.27 0.38 0.44 0.89 0.26 0.14 0.92 0.83 0.89 0.99 0.95 0.95 0.88 0.79 0.77 0.64 0.60 0.34 1.00 0.99 0.45 0.86 0.87 0.90 0.33 0.58 0.53 0.12 0.37 ]
[ 0.63 0.00 0.86 0.93 0.93 0.28 0.49 0.59 0.86 0.93 0.14 0.92 0.33 0.67 0.25 0.63 0.84 0.56 0.64 0.94 1.00 0.32 0.34 1.00 0.86 0.35 0.28 0.59 0.05 0.83 0.33 0.57 0.55 0.46 0.65 0.45 0.94 0.79 0.77 0.00 0.86 0.81 0.22 0.39 0.49 0.95 0.04 0.02 0.88 0.86 0.62 0.93 0.78 0.82 0.67 0.59 0.58 0.99 1.00 0.26 0.35 0.60 0.65 0.69 0.70 0.24 0.07 0.73 ]
[ 0.39 0.63 0.74 0.58 0.94 0.66 0.55 0.91 0.00 0.33 0.40 0.00 0.48 0.44 0.41 0.30 0.99 0.24 0.86 0.98 0.58 0.36 0.96 0.85 0.41 0.78 0.58 0.82 0.27 0.40 0.26 0.76 0.80 0.25 0.83 0.16 0.58 0.92 0.25 0.21 0.56 0.61 0.63 0.75 0.38 0.99 0.28 0.13 0.60 0.87 0.90 0.22 0.43 0.84 0.74 0.87 0.52 0.45 0.26 1.00 0.88 0.94 0.87 0.40 0.29 0.02 0.53 0.69 ]
[ 0.19 0.95 0.06 0.88 0.36 0.16 0.94 0.17 0.63 0.08 0.34 0.77 0.93 0.96 0.58 0.67 0.41 0.20 0.18 0.79 0.95 0.54 0.20 0.93 0.48 0.42 0.98 0.28 0.86 0.13 0.64 0.97 0.63 0.90 0.00 0.58 0.29 0.40 0.71 0.95 0.44 0.46 0.15 0.00 0.97 0.28 1.00 0.76 0.46 0.96 0.95 0.86 0.94 0.30 0.88 0.83 0.79 0.86 0.35 0.88 1.00 0.36 0.84 0.35 0.41 0.50 0.36 0.11 ]
[ 0.68 0.00 0.90 0.00 0.86 0.32 0.76 0.78 0.35 0.02 0.20 0.43 0.87 0.92 0.49 0.61 0.19 0.17 0.57 0.55 0.59 0.21 0.16 0.86 0.40 0.47 0.97 0.20 0.63 0.87 0.04 0.67 0.97 0.72 0.20 0.55 0.98 0.95 0.89 0.20 0.36 0.08 0.09 0.98 0.50 0.27 0.39 0.86 0.28 0.86 0.46 0.98 0.53 0.98 0.45 0.98 0.37 0.87 0.60 0.94 0.36 1.00 0.93 0.34 0.06 0.90 0.25 0.80 ]
[ 0.40 0.48 0.36 0.29 0.56 0.60 0.90 0.44 1.00 0.89 0.97 0.97 0.00 0.58 0.97 0.79 0.59 0.39 0.92 0.46 0.58 0.29 0.76 0.80 0.41 0.09 0.90 0.83 0.92 0.20 0.81 0.89 0.71 0.82 0.93 0.25 0.00 0.97 0.84 0.12 0.73 0.91 0.50 0.48 0.96 0.25 0.28 0.26 0.29 0.88 0.94 0.79 0.87 0.73 0.62 0.81 0.66 0.90 0.65 0.87 0.84 0.93 1.00 0.19 0.93 0.35 0.33 0.76 ]
[ 0.57 0.76 0.43 0.78 0.82 0.82 0.55 0.95 0.50 0.12 0.67 0.72 0.78 0.94 0.19 0.85 0.71 0.32 0.60 0.84 0.73 0.19 0.47 0.89 0.40 0.99 0.06 0.53 0.87 0.36 0.32 0.82 0.61 0.18 0.42 0.27 0.32 0.87 0.19 0.99 0.01 0.87 0.41 0.34 0.32 0.15 0.69 0.62 0.67 0.16 0.44 0.70 0.68 0.35 0.93 0.39 0.79 0.33 0.69 0.40 0.35 0.34 0.19 1.00 0.18 0.59 0.66 0.50 ]
[ 0.75 0.53 0.62 0.34 0.39 0.37 0.37 0.59 0.45 0.27 0.84 0.89 0.53 0.95 0.62 0.82 0.98 0.95 0.93 0.36 0.93 0.00 0.33 0.41 0.04 0.79 0.38 0.73 0.97 0.31 0.88 0.16 0.89 0.98 0.60 0.64 0.05 0.27 0.33 0.59 0.49 0.56 0.88 0.81 0.19 0.65 0.26 0.83 0.09 0.99 0.88 0.40 0.58 0.77 0.47 0.50 0.42 0.58 0.70 0.29 0.41 0.06 0.93 0.18 1.00 0.01 0.41 0.26 ]
[ 0.88 0.63 0.81 0.96 0.33 0.31 0.87 0.96 0.34 0.82 0.61 0.06 0.01 0.28 0.88 0.87 0.92 0.87 0.86 0.92 0.58 0.69 0.55 0.09 0.74 0.36 0.44 0.27 0.63 0.53 0.83 0.82 0.08 0.44 0.43 0.42 0.41 0.82 0.66 0.98 0.66 0.53 0.13 0.23 0.73 0.37 0.85 0.85 0.95 0.48 0.67 0.42 0.48 0.78 0.99 0.38 0.96 0.53 0.24 0.02 0.50 0.90 0.35 0.59 0.01 1.00 0.00 0.50 ]
[ 0.04 0.65 0.22 0.70 0.71 0.89 0.07 0.63 0.25 0.82 0.95 0.66 0.52 0.65 0.23 0.22 0.23 0.88 0.66 0.56 0.46 0.17 0.18 0.11 0.63 0.98 0.49 0.55 0.36 0.23 0.22 0.92 0.72 0.05 0.87 0.89 0.65 0.88 0.69 0.77 0.64 0.93 0.75 0.90 0.13 0.51 0.59 0.95 0.77 0.95 0.20 0.78 0.53 0.26 0.41 0.44 0.57 0.12 0.07 0.53 0.36 0.25 0.33 0.66 0.41 0.00 1.00 0.98 ]
[ 0.88 0.99 0.91 0.97 0.18 0.67 0.71 0.55 0.30 0.41 0.70 0.41 0.72 0.93 0.23 0.52 0.99 0.51 0.45 0.99 0.98 0.93 0.31 0.84 0.52 0.98 0.73 0.75 0.00 0.80 0.68 0.32 0.27 0.49 0.44 0.69 0.17 0.90 0.92 0.98 0.52 0.09 0.10 0.55 0.27 0.90 0.97 0.93 0.64 0.15 0.06 0.53 0.71 0.92 0.69 0.66 0.00 0.37 0.73 0.69 0.11 0.80 0.76 0.50 0.26 0.50 0.98 1.00 ]
];
