[ 0.96 0.90 0.76 0.65 0.93 0.70 0.15 0.34 0.89 0.93 0.85 0.86 0.80 0.80 0.93 0.88 0.41 0.96 0.54 0.64 0.52 0.00 0.31 0.97 0.59 0.52 0.93 0.65 0.44 0.98 0.23 0.96 0.59 0.89 0.90 0.07 0.94 1.00 0.55 0.74 0.66 0.18 0.42 0.62 0.63 0.90 0.54 0.19 0.86 0.46 0.35 0.54 0.80 0.85 0.94 0.75 0.07 0.87 0.80 0.73 0.98 0.50 0.76 0.94 0.72 0.77 0.46 0.81 0.20 0.74 0.97 0.01 0.94 0.85 0.00 0.75 0.76 0.63 0.77 0.78 0.20 0.62 0.41 0.22 0.28 0.94 0.71 0.79 0.80 ]
[ 0.88 0.36 0.43 0.77 0.41 0.35 0.12 0.92 0.96 0.43 0.24 0.07 0.48 0.40 0.68 0.68 0.28 0.25 0.42 0.32 0.74 0.58 0.07 0.21 0.35 0.22 0.22 0.67 0.92 0.76 0.68 0.23 0.00 0.76 0.61 0.48 0.62 0.55 1.00 0.18 0.21 0.61 0.79 0.33 0.57 0.56 0.00 0.33 0.00 0.41 0.30 0.82 0.45 0.87 0.69 0.45 0.00 0.51 0.27 0.57 0.67 0.23 1.00 0.84 0.94 0.58 0.95 0.49 0.94 0.56 0.00 0.39 0.23 0.51 0.39 0.72 0.52 0.83 0.64 0.00 0.36 0.90 0.22 0.37 0.87 0.88 0.54 0.40 0.78 ]
[ 0.46 0.30 0.90 0.05 0.77 0.14 0.98 0.89 1.00 0.94 0.48 0.71 0.54 0.34 0.65 0.73 0.50 0.79 0.32 0.20 0.48 0.56 0.23 0.96 0.90 0.53 0.92 0.38 0.94 0.30 0.17 0.89 0.76 0.19 0.40 0.56 0.48 0.74 0.18 1.00 0.98 0.55 0.85 0.52 0.94 0.59 0.70 0.16 0.96 0.95 0.64 0.94 0.00 0.03 0.25 0.53 0.46 0.80 0.66 0.83 0.29 0.34 0.71 0.70 0.82 0.94 0.58 0.10 0.26 0.25 0.91 0.61 0.45 0.34 0.87 0.72 0.33 0.25 0.04 0.85 0.98 0.89 1.00 0.81 0.68 0.45 0.68 0.99 0.95 ]
[ 0.67 0.60 0.17 0.89 0.50 0.46 0.01 0.21 0.82 0.46 0.76 0.94 0.89 0.21 0.80 0.81 0.85 0.65 0.74 0.81 0.96 0.93 0.65 0.51 0.28 0.09 0.06 0.38 0.02 0.83 0.24 0.83 0.80 0.53 0.76 0.07 0.73 0.66 0.21 0.98 1.00 0.39 0.92 0.30 0.32 0.96 0.89 0.69 0.39 0.55 1.00 0.47 0.94 0.75 0.83 0.93 0.16 0.50 0.17 0.27 0.19 0.71 0.62 0.47 0.59 0.05 0.52 0.00 0.22 0.29 0.62 0.83 0.86 0.73 0.77 0.95 0.57 0.99 0.35 0.91 0.27 0.62 0.82 0.24 0.27 0.93 0.40 0.27 0.90 ]
[ 0.36 0.71 0.58 0.72 0.77 0.03 0.57 0.00 0.90 0.02 0.32 0.68 0.98 0.00 0.88 0.19 0.59 0.60 0.67 0.27 0.86 0.62 0.25 0.99 0.69 0.79 0.54 0.58 0.55 0.92 0.85 0.88 0.45 0.77 0.90 0.34 0.98 0.18 0.61 0.55 0.39 1.00 0.14 0.93 0.06 0.29 0.87 0.77 0.12 0.80 0.74 0.82 0.14 0.38 0.84 0.80 0.20 0.87 0.49 0.54 0.76 0.29 0.32 0.49 0.25 0.53 0.35 0.83 0.59 0.95 0.83 0.69 0.75 0.85 0.60 0.88 0.38 0.49 0.92 0.60 0.42 0.58 0.62 0.98 0.76 0.79 0.87 0.77 0.94 ]
[ 0.38 0.64 0.30 0.26 0.19 0.58 0.15 0.94 0.39 0.48 0.84 0.20 0.92 0.64 0.71 0.45 0.64 0.82 0.43 0.92 0.53 0.81 0.82 0.25 0.92 0.62 0.46 0.88 0.10 0.40 0.63 0.35 0.81 0.67 0.47 0.28 0.57 0.42 0.79 0.85 0.92 0.14 1.00 0.39 0.47 0.69 0.99 0.41 0.88 0.19 0.27 0.89 0.33 0.02 0.66 0.83 0.67 0.76 0.00 0.30 0.30 0.41 0.00 0.59 0.24 0.41 0.48 0.75 0.91 0.79 0.33 0.94 0.50 0.86 0.96 0.56 0.17 0.65 0.85 0.43 0.03 0.00 0.62 0.29 0.64 0.38 0.55 0.76 0.48 ]
[ 0.88 0.93 0.67 0.71 0.35 0.63 0.50 0.97 0.78 0.89 0.85 0.78 0.29 0.69 0.02 0.71 0.06 0.71 0.42 0.91 0.05 0.61 0.98 0.97 0.53 0.41 0.46 0.76 0.33 0.23 0.45 0.43 0.90 0.44 0.38 0.70 0.86 0.62 0.33 0.52 0.30 0.93 0.39 1.00 0.76 0.99 0.45 0.96 0.16 0.71 0.26 0.54 0.89 0.31 0.60 0.00 0.83 0.91 0.17 0.91 0.86 0.31 0.00 0.52 0.47 0.89 0.98 0.28 0.39 0.95 0.99 0.48 0.34 0.25 0.62 0.57 0.42 0.26 0.53 0.95 0.31 0.32 0.90 0.53 0.78 0.30 0.50 0.94 0.38 ]
[ 0.86 0.98 0.36 0.84 0.00 0.48 0.52 0.63 0.46 0.39 0.14 0.16 0.79 0.54 0.97 0.35 0.93 0.68 0.71 0.08 0.13 0.42 0.99 0.17 0.63 0.30 0.97 0.15 0.27 0.91 0.64 0.34 0.33 0.33 0.35 0.76 0.92 0.63 0.57 0.94 0.32 0.06 0.47 0.76 1.00 1.00 0.86 0.80 0.45 0.59 0.69 0.99 0.27 0.23 0.09 0.24 0.76 0.42 0.17 0.02 0.69 0.39 0.64 0.40 0.90 0.86 0.33 0.24 0.32 0.78 0.99 0.91 0.41 0.25 0.70 0.68 0.91 0.45 0.41 0.32 0.96 0.74 0.42 0.46 0.30 0.07 0.41 0.77 0.61 ]
[ 0.53 0.07 0.26 0.58 0.91 0.93 0.45 0.03 0.62 0.97 0.02 0.53 0.98 0.16 0.02 0.69 0.70 0.10 0.78 0.90 0.41 0.57 0.57 0.26 0.01 0.51 0.37 0.69 0.57 0.54 0.26 0.62 0.31 0.80 0.16 0.66 0.21 0.90 0.56 0.59 0.96 0.29 0.69 0.99 1.00 1.00 0.87 0.37 0.84 0.15 0.74 0.29 0.22 0.44 0.84 0.99 0.44 0.69 0.32 0.97 0.76 0.87 0.75 0.79 0.29 0.89 0.90 0.87 0.92 0.05 0.37 0.75 0.44 0.94 0.96 0.97 0.73 0.95 0.42 0.93 0.50 0.59 0.36 0.88 0.89 0.27 0.74 0.38 0.60 ]
[ 0.03 0.98 1.00 0.45 0.91 0.27 0.80 0.53 0.34 0.34 0.92 0.14 0.00 0.33 0.74 1.00 0.16 0.70 0.19 0.98 0.75 0.35 0.58 0.41 0.87 0.30 0.68 0.87 0.74 0.04 0.79 0.61 0.53 0.00 0.65 0.39 0.82 0.54 0.00 0.70 0.89 0.87 0.99 0.45 0.86 0.87 1.00 0.78 0.40 0.17 0.57 0.77 0.33 0.09 0.32 0.53 0.82 0.89 0.37 0.98 0.48 0.43 0.24 0.93 1.00 0.62 0.30 0.94 0.84 0.30 0.91 0.69 0.93 0.56 0.50 1.00 0.94 0.86 0.95 0.88 0.24 0.89 0.47 0.72 0.15 0.62 0.71 0.65 0.50 ]
[ 0.70 0.95 0.85 0.35 0.86 0.38 0.44 0.43 0.89 0.94 0.25 0.21 0.72 0.64 0.33 0.90 0.17 0.76 0.98 0.38 0.98 0.48 0.78 0.56 0.44 0.49 0.15 0.52 0.57 0.72 0.59 0.21 0.01 0.73 0.49 0.56 0.93 0.19 0.33 0.16 0.69 0.77 0.41 0.96 0.80 0.37 0.78 1.00 0.27 0.66 0.99 0.54 0.19 0.58 0.79 0.88 0.21 0.85 0.86 0.81 0.43 0.28 0.20 0.45 0.95 0.43 0.49 0.61 0.29 0.73 0.15 0.36 0.59 1.00 0.90 0.45 0.95 0.75 0.36 1.00 0.92 0.57 0.90 0.49 0.08 0.60 0.90 0.94 0.33 ]
[ 0.57 0.52 0.89 0.68 0.95 0.95 0.57 0.64 0.47 0.78 0.61 0.94 0.32 0.61 0.92 0.34 0.15 0.32 0.42 0.83 0.84 0.59 0.11 0.26 0.18 0.58 0.64 0.17 0.73 0.32 0.90 0.17 0.50 0.63 0.63 0.00 0.91 0.86 0.00 0.96 0.39 0.12 0.88 0.16 0.45 0.84 0.40 0.27 1.00 0.60 0.52 0.38 0.96 0.80 0.48 0.83 0.35 0.75 0.13 0.26 0.10 0.78 0.11 0.80 0.24 0.57 0.95 0.98 0.24 0.40 0.62 0.93 0.14 0.56 0.96 0.87 0.53 0.39 0.54 0.04 0.73 0.39 0.74 0.97 0.81 0.55 0.50 0.55 0.92 ]
[ 0.41 0.93 0.72 0.91 0.56 0.20 0.82 0.96 0.69 0.85 0.65 0.62 0.75 0.00 0.93 0.76 1.00 0.27 0.98 0.88 0.91 0.75 0.11 0.37 0.16 1.00 0.81 0.86 0.59 0.42 0.88 0.22 0.24 0.60 0.57 0.87 0.75 0.46 0.41 0.95 0.55 0.80 0.19 0.71 0.59 0.15 0.17 0.66 0.60 1.00 0.88 0.98 0.54 0.05 0.66 0.26 0.56 0.80 0.48 0.21 0.11 0.48 0.95 0.43 0.06 0.41 0.20 0.98 0.65 0.08 0.22 0.48 0.62 0.94 0.27 0.45 0.65 0.29 0.76 0.55 0.49 0.74 0.03 0.03 0.78 0.42 0.91 0.95 0.89 ]
[ 0.32 0.22 0.39 0.89 0.45 0.86 0.84 0.91 0.96 0.72 0.88 0.96 0.98 0.87 0.54 0.71 0.00 0.90 0.88 0.63 0.19 0.51 0.60 0.80 0.36 0.90 0.50 0.60 0.75 0.33 0.59 0.38 0.16 0.00 0.92 0.69 0.59 0.35 0.30 0.64 1.00 0.74 0.27 0.26 0.69 0.74 0.57 0.99 0.52 0.88 1.00 0.28 0.81 0.38 0.51 0.16 0.24 0.10 0.53 0.27 0.30 0.65 0.00 0.87 0.45 0.97 0.32 0.62 1.00 0.15 0.97 0.62 0.62 0.75 0.97 0.46 0.54 0.35 0.73 0.70 0.40 0.67 0.58 0.34 0.95 0.89 0.71 0.62 0.29 ]
[ 0.82 0.85 0.90 0.59 0.55 0.86 0.17 0.56 0.69 0.91 0.48 0.53 0.91 0.42 0.05 0.96 0.37 0.05 0.13 0.34 0.76 0.92 0.97 0.25 0.82 0.86 0.23 0.27 0.86 0.81 1.00 0.75 0.96 0.91 0.74 0.77 0.91 0.54 0.82 0.94 0.47 0.82 0.89 0.54 0.99 0.29 0.77 0.54 0.38 0.98 0.28 1.00 0.68 0.13 0.94 0.85 0.24 0.31 0.21 0.92 0.00 0.22 0.46 0.79 0.83 0.08 0.20 0.21 0.67 0.92 0.61 0.14 0.18 0.67 0.75 0.45 0.50 0.79 0.31 0.61 0.88 0.21 0.26 0.77 0.34 0.74 0.89 0.46 0.53 ]
[ 0.25 0.91 0.21 0.56 0.74 0.36 0.88 0.99 0.66 0.96 0.05 0.63 0.16 0.79 0.47 0.46 0.84 0.83 0.20 0.73 0.49 0.70 0.62 0.98 0.35 0.26 0.89 0.52 0.94 0.75 0.94 0.14 0.75 0.25 0.23 0.16 0.82 0.80 0.45 0.00 0.94 0.14 0.33 0.89 0.27 0.22 0.33 0.19 0.96 0.54 0.81 0.68 1.00 0.33 0.51 0.22 0.29 0.15 0.74 0.58 0.00 0.64 0.82 0.89 0.87 0.63 0.76 0.52 0.85 0.45 0.89 0.50 0.90 0.31 0.40 0.41 0.61 0.97 0.99 0.47 0.59 0.03 0.09 0.95 0.45 0.85 0.29 0.80 0.85 ]
[ 0.85 0.97 0.65 0.38 0.85 0.27 0.18 0.85 0.31 0.42 0.78 0.41 0.22 0.19 0.36 0.83 0.19 0.62 0.65 0.58 0.25 0.29 0.90 0.77 0.93 0.91 0.21 0.74 0.92 0.49 0.41 0.21 0.47 0.51 0.71 0.34 0.00 0.85 0.87 0.03 0.75 0.38 0.02 0.31 0.23 0.44 0.09 0.58 0.80 0.05 0.38 0.13 0.33 1.00 0.34 0.16 0.97 0.65 0.35 0.56 0.70 0.77 0.63 0.64 0.19 0.92 0.71 0.53 0.27 0.77 0.77 0.01 0.56 0.03 0.47 0.94 0.84 0.88 1.00 0.85 0.18 0.22 0.23 0.55 0.03 0.65 0.42 0.67 0.55 ]
[ 0.94 0.83 0.16 0.55 0.58 0.76 0.94 0.43 0.90 0.29 0.46 0.29 0.31 0.19 0.37 1.00 0.54 0.76 0.83 0.15 0.59 0.47 0.93 0.45 0.81 0.99 0.95 0.22 0.89 0.43 0.70 0.90 0.17 0.99 0.87 0.59 0.94 0.94 0.69 0.25 0.83 0.84 0.66 0.60 0.09 0.84 0.32 0.79 0.48 0.66 0.51 0.94 0.51 0.34 1.00 0.75 0.67 0.89 1.00 0.44 0.43 0.16 0.79 0.90 0.97 0.36 0.39 0.18 0.97 0.64 0.11 0.06 0.17 0.88 0.27 0.85 0.86 0.18 0.00 0.39 0.99 0.38 0.55 0.80 0.87 0.84 0.47 0.81 0.55 ]
[ 0.25 0.79 0.78 0.28 0.99 0.26 0.21 0.50 0.94 0.41 0.97 0.07 0.71 0.99 0.69 0.92 0.15 0.58 0.25 0.65 0.73 0.45 0.64 0.06 0.00 0.96 0.79 0.91 0.66 0.00 0.51 0.59 0.95 0.95 0.31 0.08 0.17 0.75 0.45 0.53 0.93 0.80 0.83 0.00 0.24 0.99 0.53 0.88 0.83 0.26 0.16 0.85 0.22 0.16 0.75 1.00 0.88 0.72 0.56 0.99 0.45 0.67 0.99 1.00 0.93 0.59 0.74 0.27 0.37 0.41 0.94 0.77 0.53 0.54 0.21 0.67 0.40 0.35 0.25 0.55 0.72 0.24 0.83 0.50 0.99 0.93 0.12 0.32 0.87 ]
[ 0.49 0.79 0.23 0.31 0.04 0.19 0.00 0.30 0.96 0.97 0.59 0.54 0.98 0.39 0.59 0.41 0.65 0.76 0.93 0.92 0.83 0.75 0.98 0.00 0.87 0.95 0.23 0.30 0.55 0.41 0.91 0.00 0.79 0.92 0.14 0.66 0.62 0.07 0.00 0.46 0.16 0.20 0.67 0.83 0.76 0.44 0.82 0.21 0.35 0.56 0.24 0.24 0.29 0.97 0.67 0.88 1.00 0.92 0.33 0.66 0.64 0.79 0.34 0.51 0.63 0.96 0.99 0.99 0.23 0.43 0.79 0.36 0.91 0.89 0.85 0.36 0.84 0.54 0.65 0.40 0.96 0.20 0.41 0.56 0.50 0.44 0.58 0.92 0.92 ]
[ 0.22 0.67 0.81 0.40 0.31 0.58 0.31 0.92 0.23 0.32 0.27 0.62 0.73 0.56 0.00 0.22 0.66 0.86 0.93 0.36 0.10 0.34 0.18 0.29 0.94 0.90 0.92 0.49 0.90 0.31 0.26 0.74 0.64 0.63 0.57 0.76 0.77 0.87 0.51 0.80 0.50 0.87 0.76 0.91 0.42 0.69 0.89 0.85 0.75 0.80 0.10 0.31 0.15 0.65 0.89 0.72 0.92 1.00 0.67 0.63 0.31 0.33 0.99 0.75 0.41 0.06 0.89 0.47 0.33 0.98 0.00 0.92 0.74 0.78 0.89 0.32 0.59 0.55 0.74 0.34 0.99 0.54 0.27 0.72 0.94 0.99 0.87 0.62 0.81 ]
[ 0.89 0.69 0.99 0.18 0.51 0.33 0.73 0.41 0.56 0.43 0.13 0.37 0.37 0.66 0.45 0.93 0.50 0.93 0.83 0.96 0.44 0.38 0.36 0.00 0.34 0.05 0.79 0.59 0.54 0.72 0.44 0.71 0.84 0.56 0.67 0.25 0.48 0.80 0.27 0.66 0.17 0.49 0.00 0.17 0.17 0.32 0.37 0.86 0.13 0.48 0.53 0.21 0.74 0.35 1.00 0.56 0.33 0.67 1.00 0.54 0.83 0.93 0.95 0.16 0.95 0.63 0.87 0.99 0.55 0.41 0.50 0.45 0.10 0.95 0.63 0.74 0.00 0.33 0.47 0.04 0.53 0.60 0.00 0.93 0.67 0.43 0.70 0.39 0.41 ]
[ 0.61 0.00 0.17 0.11 0.49 0.30 0.76 0.11 0.56 0.81 0.39 0.00 0.90 0.36 0.13 0.16 0.40 0.70 0.66 0.96 0.50 0.39 0.75 0.86 0.76 0.08 0.36 0.69 0.76 0.75 0.85 0.71 0.61 0.64 0.88 0.61 0.22 0.73 0.57 0.83 0.27 0.54 0.30 0.91 0.02 0.97 0.98 0.81 0.26 0.21 0.27 0.92 0.58 0.56 0.44 0.99 0.66 0.63 0.54 1.00 0.23 0.24 0.98 0.00 0.30 0.85 0.36 0.68 0.88 0.93 0.99 0.23 0.83 0.00 0.90 0.17 0.57 0.80 0.98 0.89 0.67 0.96 0.93 0.77 0.99 0.25 0.16 0.21 0.35 ]
[ 0.28 1.00 0.76 0.95 0.89 0.59 0.84 0.27 0.17 0.97 0.88 0.90 0.74 0.10 0.67 0.21 0.02 0.40 0.83 0.83 0.72 0.98 0.92 0.23 0.79 0.69 0.73 0.99 0.33 0.45 0.61 0.44 0.75 0.46 0.26 0.00 0.74 0.98 0.67 0.29 0.19 0.76 0.30 0.86 0.69 0.76 0.48 0.43 0.10 0.11 0.30 0.00 0.00 0.70 0.43 0.45 0.64 0.31 0.83 0.23 1.00 0.59 0.94 0.47 0.64 0.23 0.22 0.62 0.61 0.77 0.81 0.84 0.30 0.10 0.91 0.29 0.77 0.39 0.92 0.61 0.88 0.69 0.87 0.24 0.77 0.85 0.69 0.95 0.87 ]
[ 0.23 0.39 0.50 0.22 0.20 0.97 0.42 0.47 0.87 0.47 0.46 0.03 0.93 0.35 0.42 0.94 0.84 0.75 0.91 0.73 0.90 0.77 0.26 0.99 0.95 0.98 0.37 0.27 0.72 0.78 0.65 0.82 0.25 0.38 0.36 0.71 0.75 0.50 0.23 0.34 0.71 0.29 0.41 0.31 0.39 0.87 0.43 0.28 0.78 0.48 0.65 0.22 0.64 0.77 0.16 0.67 0.79 0.33 0.93 0.24 0.59 1.00 0.29 0.25 0.88 0.88 0.49 0.38 0.79 0.79 0.72 0.25 0.97 0.99 0.00 0.00 0.12 0.64 0.78 0.43 0.36 0.19 0.24 0.00 0.92 0.26 0.09 0.71 1.00 ]
[ 0.75 0.76 0.34 0.49 0.88 0.46 0.61 0.28 0.88 0.61 0.29 0.50 0.29 0.97 0.84 0.89 0.38 0.57 0.50 0.90 0.63 0.22 0.61 0.10 0.38 0.15 0.64 0.60 0.23 0.10 0.90 0.77 0.96 0.86 0.30 0.00 0.17 0.76 1.00 0.71 0.62 0.32 0.00 0.00 0.64 0.75 0.24 0.20 0.11 0.95 0.00 0.46 0.82 0.63 0.79 0.99 0.34 0.99 0.95 0.98 0.94 0.29 1.00 0.07 0.62 0.77 0.86 0.21 0.90 0.42 0.04 0.91 0.87 0.18 0.94 0.54 0.18 0.75 0.20 0.20 0.56 0.87 0.91 0.60 0.28 0.17 0.85 0.04 0.91 ]
[ 0.59 0.36 0.94 0.37 0.36 0.42 0.70 0.57 0.69 0.45 0.16 0.00 0.89 0.80 0.65 0.54 0.35 0.25 0.89 0.77 0.90 0.47 0.18 0.95 0.00 0.59 0.73 0.22 0.17 0.86 0.43 0.16 0.06 0.29 0.89 0.87 0.72 0.94 0.84 0.70 0.47 0.49 0.59 0.52 0.40 0.79 0.93 0.45 0.80 0.43 0.87 0.79 0.89 0.64 0.90 1.00 0.51 0.75 0.16 0.00 0.47 0.25 0.07 1.00 0.95 0.49 0.30 0.93 0.55 0.41 0.42 0.57 0.59 0.65 0.61 0.35 0.90 0.24 0.41 0.13 0.49 0.89 0.80 0.69 0.46 0.25 0.23 0.90 0.96 ]
[ 0.73 0.83 0.90 0.94 0.53 0.40 0.11 0.33 0.35 0.47 0.79 0.93 0.13 0.76 0.00 0.97 0.51 0.31 0.81 0.83 0.26 1.00 0.90 0.56 0.27 0.93 0.97 0.85 0.64 0.92 0.53 0.83 0.41 0.22 0.88 0.82 0.63 0.72 0.94 0.82 0.59 0.25 0.24 0.47 0.90 0.29 1.00 0.95 0.24 0.06 0.45 0.83 0.87 0.19 0.97 0.93 0.63 0.41 0.95 0.30 0.64 0.88 0.62 0.95 1.00 0.85 0.82 0.19 0.54 0.79 0.10 0.83 0.28 0.76 0.17 0.58 0.70 0.89 0.50 0.95 0.63 0.09 0.79 0.81 0.71 0.06 0.95 0.59 0.94 ]
[ 0.32 0.48 0.86 0.23 0.10 0.92 0.27 0.47 0.99 0.24 0.21 0.65 0.20 0.84 0.02 0.68 0.96 0.66 0.18 0.00 0.86 0.56 0.95 0.43 0.00 0.39 0.88 0.62 0.28 0.55 0.29 0.50 0.93 0.89 0.66 0.89 0.96 0.77 0.58 0.94 0.05 0.53 0.41 0.89 0.86 0.89 0.62 0.43 0.57 0.41 0.97 0.08 0.63 0.92 0.36 0.59 0.96 0.06 0.63 0.85 0.23 0.88 0.77 0.49 0.85 1.00 1.00 0.25 0.86 0.39 0.97 0.17 0.18 0.21 0.39 0.31 0.92 0.25 0.49 0.33 0.61 0.58 0.48 0.88 0.63 0.82 0.42 0.82 0.63 ]
[ 0.25 0.83 0.40 0.48 0.52 0.81 0.45 0.19 0.38 0.30 0.86 0.41 0.93 0.72 0.80 0.74 0.70 0.31 0.58 0.61 0.84 0.53 0.89 0.61 0.27 0.71 0.52 0.03 0.59 0.48 0.36 0.37 0.60 0.17 0.66 0.22 0.24 0.46 0.95 0.58 0.52 0.35 0.48 0.98 0.33 0.90 0.30 0.49 0.95 0.20 0.32 0.20 0.76 0.71 0.39 0.74 0.99 0.89 0.87 0.36 0.22 0.49 0.86 0.30 0.82 1.00 1.00 0.17 0.19 0.90 0.04 0.45 0.35 0.78 0.53 0.56 0.35 0.56 0.39 0.92 0.08 0.87 0.48 0.89 0.47 0.20 0.19 0.52 0.27 ]
[ 0.54 0.78 0.13 0.62 0.47 0.90 0.05 0.44 0.82 0.64 0.71 0.91 0.77 0.93 0.48 0.78 0.42 0.01 0.29 0.29 0.58 0.14 0.88 0.43 0.82 0.53 0.64 0.55 0.52 0.74 0.23 0.36 0.30 0.39 0.00 0.55 0.83 0.81 0.49 0.10 0.00 0.83 0.75 0.28 0.24 0.87 0.94 0.61 0.98 0.98 0.62 0.21 0.52 0.53 0.18 0.27 0.99 0.47 0.99 0.68 0.62 0.38 0.21 0.93 0.19 0.25 0.17 1.00 0.89 0.82 0.66 0.95 0.29 0.75 0.96 0.21 0.57 0.01 0.01 0.46 0.34 0.61 0.98 0.89 0.53 0.18 0.45 0.94 0.96 ]
[ 0.98 0.97 0.59 0.21 0.47 0.42 0.30 0.84 0.69 0.92 0.18 0.92 0.33 0.90 0.51 0.91 0.91 0.30 0.37 0.66 0.36 0.20 0.54 0.92 0.68 0.15 0.83 0.96 0.66 0.41 0.34 0.52 0.98 0.73 0.74 0.77 0.84 0.20 0.94 0.26 0.22 0.59 0.91 0.39 0.32 0.92 0.84 0.29 0.24 0.65 1.00 0.67 0.85 0.27 0.97 0.37 0.23 0.33 0.55 0.88 0.61 0.79 0.90 0.55 0.54 0.86 0.19 0.89 1.00 0.00 0.48 0.43 0.00 0.99 0.35 0.82 0.88 0.32 0.17 0.11 0.33 0.92 0.51 0.16 0.93 0.52 0.30 0.31 0.97 ]
[ 0.95 0.18 0.80 0.52 0.91 0.73 0.95 0.32 0.54 0.22 0.71 0.53 0.97 0.56 0.86 0.08 0.34 0.90 0.26 0.66 0.71 0.00 0.22 0.70 0.17 0.03 0.02 0.85 0.30 0.97 0.03 0.76 0.00 0.93 0.63 0.87 0.61 0.74 0.56 0.25 0.29 0.95 0.79 0.95 0.78 0.05 0.30 0.73 0.40 0.08 0.15 0.92 0.45 0.77 0.64 0.41 0.43 0.98 0.41 0.93 0.77 0.79 0.42 0.41 0.79 0.39 0.90 0.82 0.00 1.00 0.85 0.33 0.70 0.88 0.40 0.24 0.50 0.36 0.64 0.98 0.79 0.00 0.46 0.63 0.48 0.55 0.33 0.99 0.91 ]
[ 0.86 0.61 0.58 0.95 0.31 0.57 0.35 0.54 0.91 0.18 0.19 0.30 0.60 0.17 0.25 0.61 0.26 0.00 0.75 0.27 0.42 0.52 0.16 0.68 0.43 0.00 0.37 0.56 0.17 0.86 0.78 0.89 0.76 0.31 0.76 0.53 0.98 0.97 0.00 0.91 0.62 0.83 0.33 0.99 0.99 0.37 0.91 0.15 0.62 0.22 0.97 0.61 0.89 0.77 0.11 0.94 0.79 0.00 0.50 0.99 0.81 0.72 0.04 0.42 0.10 0.97 0.04 0.66 0.48 0.85 1.00 0.44 0.68 0.94 0.87 0.87 0.95 0.82 0.74 0.78 0.57 0.86 0.74 0.67 0.35 0.90 0.86 0.88 0.42 ]
[ 0.98 0.05 0.62 0.52 0.44 0.94 0.91 0.92 0.42 0.90 0.70 0.18 0.45 0.64 0.72 0.38 0.19 0.99 0.22 0.51 0.33 0.25 0.40 0.97 0.89 0.83 0.59 0.32 0.40 0.77 0.15 0.88 0.94 0.11 0.74 0.92 0.59 0.01 0.39 0.61 0.83 0.69 0.94 0.48 0.91 0.75 0.69 0.36 0.93 0.48 0.62 0.14 0.50 0.01 0.06 0.77 0.36 0.92 0.45 0.23 0.84 0.25 0.91 0.57 0.83 0.17 0.45 0.95 0.43 0.33 0.44 1.00 0.59 0.68 0.94 0.62 0.76 0.81 0.12 0.90 0.59 0.51 0.36 0.18 0.51 0.42 0.80 0.92 0.35 ]
[ 0.32 0.95 0.90 0.65 0.68 0.90 0.45 0.21 0.24 0.84 0.10 0.52 0.46 0.94 0.94 0.53 0.01 0.28 0.28 0.99 0.53 0.96 0.59 0.43 0.45 0.53 0.51 0.92 0.33 0.83 0.30 0.69 0.78 0.47 0.97 0.42 0.55 0.94 0.23 0.45 0.86 0.75 0.50 0.34 0.41 0.44 0.93 0.59 0.14 0.62 0.62 0.18 0.90 0.56 0.17 0.53 0.91 0.74 0.10 0.83 0.30 0.97 0.87 0.59 0.28 0.18 0.35 0.29 0.00 0.70 0.68 0.59 1.00 0.36 0.60 0.50 0.48 0.89 0.85 0.02 0.98 0.84 0.47 0.97 0.87 0.95 0.81 0.60 0.37 ]
[ 0.91 0.88 0.20 0.05 0.62 0.37 0.36 0.09 0.35 0.22 0.89 0.76 0.10 0.78 0.98 0.97 0.75 0.67 0.41 0.44 0.75 0.72 0.96 0.79 0.17 0.67 0.83 0.32 0.75 0.03 0.38 0.81 0.51 0.01 0.92 0.01 0.56 0.85 0.51 0.34 0.73 0.85 0.86 0.25 0.25 0.94 0.56 1.00 0.56 0.94 0.75 0.67 0.31 0.03 0.88 0.54 0.89 0.78 0.95 0.00 0.10 0.99 0.18 0.65 0.76 0.21 0.78 0.75 0.99 0.88 0.94 0.68 0.36 1.00 0.87 0.79 0.49 0.21 0.61 0.44 0.64 0.46 0.43 0.65 0.77 0.40 0.14 0.61 0.52 ]
[ 0.31 0.00 0.35 0.18 0.52 0.92 0.39 0.88 0.50 0.86 0.87 0.30 0.27 0.43 0.76 0.90 0.38 0.95 0.51 0.22 0.98 0.55 0.35 0.88 0.96 0.82 0.81 0.21 0.04 0.24 0.66 0.87 0.95 0.76 0.27 0.18 0.78 0.00 0.39 0.87 0.77 0.60 0.96 0.62 0.70 0.96 0.50 0.90 0.96 0.27 0.97 0.75 0.40 0.47 0.27 0.21 0.85 0.89 0.63 0.90 0.91 0.00 0.94 0.61 0.17 0.39 0.53 0.96 0.35 0.40 0.87 0.94 0.60 0.87 1.00 0.08 0.80 0.36 0.73 0.28 0.00 0.94 0.87 0.65 0.89 0.55 0.07 0.00 0.18 ]
