[ 0.50 0.63 0.57 0.61 0.70 0.44 0.56 0.84 0.45 0.41 0.15 0.26 0.20 0.79 0.26 0.39 0.23 0.61 0.70 0.09 0.10 0.23 0.25 0.32 0.26 0.09 0.84 0.37 0.66 0.13 0.87 0.29 0.80 0.31 0.64 0.50 0.93 0.69 0.99 0.15 0.59 0.93 0.98 0.94 0.93 0.87 0.77 0.62 0.19 0.41 0.46 1.00 0.35 0.71 0.95 0.87 0.42 0.11 0.62 0.31 0.39 0.28 0.40 0.32 0.32 ]
[ 0.29 0.96 0.49 0.88 0.64 0.85 0.45 0.25 0.88 0.97 0.86 0.18 0.55 0.84 1.00 0.34 0.79 0.51 0.56 0.25 0.85 0.42 0.16 0.50 0.92 1.00 0.64 0.53 0.16 0.15 0.72 0.43 0.92 0.39 0.48 0.16 0.48 0.72 0.85 0.08 0.50 0.86 0.19 0.88 0.64 0.26 0.86 0.45 0.64 0.00 0.30 0.35 1.00 0.52 0.25 0.70 0.83 0.25 0.56 0.89 0.19 0.67 0.20 0.64 0.94 ]
[ 0.62 0.74 0.00 0.40 0.36 0.00 0.15 0.58 0.13 0.81 0.95 0.97 0.70 0.13 0.05 0.07 0.56 0.09 0.89 0.99 0.42 0.83 0.42 0.72 0.39 0.94 0.31 0.26 0.27 0.20 0.53 0.38 0.92 0.35 0.21 0.74 0.33 0.89 0.16 0.94 0.95 0.16 0.03 0.48 0.71 0.50 0.91 0.69 0.88 0.19 0.15 0.71 0.52 1.00 0.62 0.19 0.25 0.99 0.41 0.60 0.49 0.66 0.88 0.81 0.34 ]
[ 0.31 0.36 0.52 0.88 0.48 0.85 0.80 0.39 0.06 0.98 0.58 0.03 0.00 0.19 0.43 0.44 0.41 0.31 0.98 0.43 0.33 0.95 0.29 0.67 0.91 0.56 0.91 0.46 0.77 0.48 0.98 0.04 0.87 0.26 0.13 0.23 0.51 0.58 0.84 0.90 0.00 0.88 0.32 0.96 0.20 0.91 0.67 0.57 0.19 0.39 0.56 0.95 0.25 0.62 1.00 0.91 0.65 0.84 0.98 0.05 0.93 0.47 0.62 0.41 0.46 ]
[ 0.46 0.90 0.95 0.56 0.67 0.99 0.96 0.52 0.27 0.69 0.94 0.22 0.68 0.53 0.91 0.66 0.15 0.58 0.00 0.76 0.98 0.71 0.85 0.85 0.79 0.33 0.45 0.54 0.35 0.31 0.69 0.64 0.90 0.11 0.97 0.58 0.00 0.68 0.68 0.62 0.11 0.31 0.28 0.80 0.96 0.22 0.58 0.74 0.46 0.19 0.42 0.87 0.70 0.19 0.91 1.00 0.27 0.09 0.09 0.29 0.35 0.51 0.92 0.26 0.61 ]
[ 0.25 0.12 0.39 0.87 0.28 0.36 0.00 0.74 0.18 0.82 0.51 0.99 0.96 0.86 0.33 0.69 0.22 0.92 0.93 0.48 0.00 0.73 0.27 0.74 0.91 0.82 0.25 0.80 0.53 0.80 0.54 0.32 0.32 0.83 0.82 0.46 0.15 0.65 0.46 0.24 0.89 0.32 0.25 0.70 0.47 0.87 0.47 0.74 0.51 0.71 0.06 0.42 0.83 0.25 0.65 0.27 1.00 0.86 0.94 0.39 0.39 0.06 0.86 0.66 0.72 ]
[ 0.86 0.82 0.05 0.14 0.71 0.84 0.28 0.26 0.45 0.29 0.97 0.60 0.92 0.79 0.03 0.86 0.74 0.38 0.14 0.15 0.93 0.72 0.80 0.24 0.50 0.41 0.54 0.88 0.00 0.84 0.86 0.58 1.00 0.23 0.37 0.79 0.94 0.38 0.92 0.79 0.61 0.93 0.51 0.81 0.40 0.89 0.54 0.48 0.40 0.78 0.37 0.11 0.25 0.99 0.84 0.09 0.86 1.00 0.23 0.88 0.78 0.70 0.87 0.61 0.69 ]
[ 0.15 0.26 0.16 0.98 0.28 0.06 0.69 0.73 0.49 0.64 0.74 0.69 0.47 0.11 0.74 0.04 0.57 0.26 0.46 0.73 0.29 0.56 0.41 0.97 0.17 0.74 0.92 0.16 0.42 0.61 0.43 0.33 0.99 0.67 0.62 0.96 0.70 0.41 0.87 0.23 0.72 0.16 0.20 0.99 0.98 0.92 0.60 0.40 0.05 0.37 0.44 0.62 0.56 0.41 0.98 0.09 0.94 0.23 1.00 0.40 0.34 0.07 1.00 0.58 0.53 ]
[ 0.80 0.18 0.48 0.43 0.23 0.33 0.84 0.86 0.42 0.21 0.00 0.16 0.67 0.47 0.58 0.11 0.08 0.32 0.19 0.13 0.45 0.33 0.80 0.17 0.69 0.67 0.25 0.66 0.44 0.78 0.53 0.99 0.25 0.48 0.77 0.98 0.86 0.64 0.75 0.93 0.49 0.93 0.91 0.94 0.77 0.28 0.09 0.45 0.90 0.18 0.80 0.31 0.89 0.60 0.05 0.29 0.39 0.88 0.40 1.00 0.34 0.13 0.94 0.47 0.35 ]
[ 0.95 0.89 0.93 0.92 0.38 0.16 0.42 0.79 1.00 0.56 0.77 0.54 0.76 0.93 0.98 0.72 0.96 0.18 0.26 0.77 0.88 0.23 0.95 0.81 0.72 0.47 0.80 0.77 0.70 0.92 0.89 0.84 0.18 0.68 0.51 0.90 0.54 0.24 0.23 0.35 0.91 0.95 0.90 0.87 0.60 0.27 0.80 0.46 0.46 0.21 1.00 0.39 0.19 0.49 0.93 0.35 0.39 0.78 0.34 0.34 1.00 0.35 0.12 0.40 0.97 ]
[ 0.17 0.82 1.00 0.87 0.94 0.66 0.43 0.09 0.40 0.44 0.59 0.68 0.79 0.30 0.92 0.94 0.95 0.33 0.43 0.18 0.50 0.40 0.78 0.39 0.09 0.97 0.11 0.69 0.57 0.84 0.96 0.91 0.30 0.40 0.33 0.28 0.61 0.97 0.89 0.00 0.51 0.98 0.40 0.13 0.37 0.97 0.19 0.42 0.53 0.53 0.97 0.28 0.67 0.66 0.47 0.51 0.06 0.70 0.07 0.13 0.35 1.00 0.67 0.83 0.20 ]
[ 0.84 0.45 0.55 0.86 0.47 0.00 0.67 0.35 0.16 0.86 0.37 0.61 0.69 0.87 0.87 0.54 0.34 0.53 0.51 0.61 0.50 0.98 0.86 0.56 0.35 0.82 0.29 0.49 0.65 0.50 0.23 0.61 0.71 0.14 0.69 0.75 0.32 0.69 0.87 0.70 0.34 0.39 0.00 0.39 0.57 0.32 0.88 0.22 0.87 0.90 0.69 0.40 0.20 0.88 0.62 0.92 0.86 0.87 1.00 0.94 0.12 0.67 1.00 0.94 0.89 ]
[ 0.30 0.89 0.74 0.52 0.27 0.81 0.86 0.16 0.74 0.31 0.57 0.06 0.68 0.36 0.76 0.18 0.52 0.32 0.94 0.79 0.52 0.86 0.74 0.92 0.88 0.98 0.93 0.43 0.28 0.49 0.02 0.78 0.38 0.79 0.68 0.65 0.45 0.50 0.90 0.19 0.80 0.85 0.00 0.89 0.80 0.91 0.90 0.34 0.48 0.98 0.73 0.32 0.64 0.81 0.41 0.26 0.66 0.61 0.58 0.47 0.40 0.83 0.94 1.00 0.92 ]
[ 0.87 0.16 0.87 0.21 0.23 0.68 0.78 0.94 0.97 0.53 0.44 0.58 0.65 0.79 0.86 0.39 0.48 0.45 0.97 0.85 0.42 0.22 0.94 0.65 0.26 0.70 0.68 0.94 0.31 0.33 0.49 0.88 0.34 0.47 0.75 0.50 0.93 0.23 0.91 0.45 0.98 0.48 0.59 0.98 0.61 0.87 0.00 0.23 0.35 0.93 0.46 0.32 0.94 0.34 0.46 0.61 0.72 0.69 0.53 0.35 0.97 0.20 0.89 0.92 1.00 ]
];
