[ 0.45 0.30 0.53 0.98 0.22 0.10 0.41 0.64 0.43 0.40 0.19 0.53 0.39 0.31 0.85 0.39 0.65 0.56 0.85 0.57 0.48 0.91 0.86 0.29 0.89 0.92 0.98 0.86 0.31 0.54 0.86 1.00 0.85 0.59 0.01 0.69 0.23 0.95 0.38 0.55 0.30 0.64 0.95 0.54 0.17 1.00 0.90 0.87 0.93 0.84 0.39 0.48 0.81 0.17 0.55 0.14 0.71 0.77 0.42 0.86 0.57 0.82 0.98 0.79 0.89 0.41 0.39 0.83 0.70 0.67 0.60 0.87 0.91 0.41 ]
[ 0.90 0.93 0.75 0.95 0.42 0.76 0.93 0.17 0.93 0.70 0.96 0.99 0.89 0.98 0.21 0.28 0.87 0.18 0.85 0.75 0.98 0.88 0.67 0.17 0.85 0.34 0.21 0.68 0.68 0.56 0.96 0.55 0.92 0.75 0.79 0.91 0.51 0.95 0.97 0.88 0.78 0.09 0.50 0.52 0.41 0.90 1.00 0.47 0.93 0.69 0.14 0.58 0.17 0.96 0.93 0.89 0.42 0.50 0.42 0.12 0.57 0.52 0.84 0.42 0.18 0.86 0.69 0.75 0.53 0.30 0.65 0.54 0.92 0.31 ]
[ 0.67 0.49 0.00 0.59 0.40 0.89 0.20 0.90 0.34 0.77 0.30 0.00 0.02 0.27 0.60 0.74 0.98 0.39 0.87 0.63 0.29 0.93 0.72 0.23 0.36 0.27 0.45 0.48 0.24 0.85 0.69 0.00 0.66 0.26 0.91 0.99 0.99 0.09 1.00 0.76 0.38 0.41 0.61 0.02 0.08 0.87 0.47 1.00 0.30 0.43 0.35 0.97 0.79 0.71 0.00 0.98 0.22 0.73 0.19 0.23 0.26 0.63 0.20 0.49 0.83 0.90 0.73 0.54 0.88 0.98 0.19 0.24 0.33 0.86 ]
[ 0.18 0.70 0.53 0.11 0.62 0.72 0.01 0.00 0.62 0.31 0.86 0.79 0.61 0.96 0.55 0.63 0.52 0.56 0.31 0.46 0.36 0.27 0.35 0.92 0.58 0.54 0.15 0.57 0.27 0.88 0.24 0.69 0.41 0.70 0.87 0.56 0.54 0.86 0.24 0.85 0.28 0.98 0.22 0.08 0.73 0.93 0.93 0.30 1.00 0.44 0.45 0.96 0.71 0.77 0.69 0.73 0.10 0.42 0.67 0.80 0.67 0.42 0.24 0.74 0.99 0.42 0.00 0.87 0.58 0.42 0.67 0.96 0.77 0.89 ]
[ 0.94 0.50 0.17 0.97 0.81 0.92 0.48 0.21 0.90 0.27 0.82 0.53 0.91 0.35 0.86 0.74 0.68 0.61 0.66 0.69 0.29 0.44 0.51 0.82 0.99 0.66 0.69 0.43 0.31 0.19 0.54 0.58 0.13 0.74 0.25 0.58 0.32 0.20 0.74 0.96 0.96 0.42 0.00 0.40 0.99 0.84 0.69 0.43 0.44 1.00 0.87 0.16 0.54 0.27 0.24 0.89 0.97 0.65 0.38 0.61 0.73 0.98 0.34 0.91 0.00 0.62 0.87 0.89 0.86 0.20 0.91 0.67 0.61 0.00 ]
[ 0.56 0.37 0.39 0.32 0.45 0.96 0.94 0.92 0.03 0.47 0.84 0.87 0.25 1.00 0.75 0.48 0.88 0.84 0.32 0.57 0.31 0.59 0.35 0.48 0.47 0.41 0.64 0.34 0.26 0.73 0.39 0.22 0.54 0.44 0.06 0.98 0.93 0.98 0.90 0.26 0.64 0.01 0.53 0.88 0.17 0.39 0.14 0.35 0.45 0.87 1.00 0.72 0.35 0.52 0.50 0.95 0.99 0.81 0.71 0.16 0.91 0.38 1.00 0.00 0.76 0.70 0.97 0.40 0.92 0.99 0.38 0.36 0.31 0.18 ]
[ 0.76 0.17 0.53 0.35 0.53 0.55 0.85 0.66 0.09 0.94 0.34 0.48 0.50 0.49 0.33 0.96 0.85 0.40 0.76 0.98 0.33 0.54 0.77 0.38 0.78 0.02 0.20 0.22 0.13 0.79 0.06 0.28 0.27 0.68 0.92 0.39 0.94 0.86 0.28 0.07 0.52 0.03 0.95 0.41 0.99 0.48 0.58 0.97 0.96 0.16 0.72 1.00 0.88 0.26 0.10 0.98 0.19 0.91 0.29 0.48 0.91 0.44 0.95 0.50 0.59 0.21 0.31 0.16 0.39 0.82 0.31 0.38 0.45 0.30 ]
[ 0.87 0.48 0.94 0.87 0.95 0.80 0.12 0.22 0.70 0.43 0.29 0.23 0.62 0.54 0.90 0.94 0.71 0.38 0.17 0.88 0.30 0.00 0.32 0.26 0.96 0.51 0.17 0.58 0.15 0.75 0.94 0.24 0.76 0.23 0.94 0.11 0.54 0.81 0.69 0.98 0.43 0.47 0.88 0.96 0.54 0.81 0.17 0.79 0.71 0.54 0.35 0.88 1.00 0.79 0.60 0.51 0.88 0.42 0.00 0.16 0.88 0.65 0.13 0.10 0.22 0.04 0.16 0.38 0.12 0.95 0.57 1.00 0.27 0.17 ]
[ 0.00 0.50 0.52 0.77 0.27 0.46 0.49 0.87 0.18 0.47 0.91 0.30 0.77 0.76 0.15 0.30 0.45 0.75 0.59 0.98 0.64 0.45 0.51 0.97 0.98 0.46 0.39 0.15 0.27 0.42 0.90 0.00 0.83 0.46 0.43 0.46 0.41 0.64 0.41 0.43 0.35 0.62 0.91 0.27 0.34 0.17 0.96 0.71 0.77 0.27 0.52 0.26 0.79 1.00 0.89 0.40 0.99 0.98 0.30 0.77 0.32 0.31 0.67 0.85 0.93 0.16 0.61 0.68 0.28 0.65 0.98 0.85 0.24 0.94 ]
[ 0.92 0.72 0.78 0.24 0.73 0.80 0.30 0.24 0.88 0.00 0.56 0.55 0.64 0.98 0.95 0.93 1.00 0.95 0.56 0.53 0.50 0.89 0.61 0.96 0.73 0.79 0.71 0.73 0.58 0.31 0.61 0.66 0.46 0.95 0.42 0.33 0.31 0.96 0.65 0.86 0.88 0.20 0.00 0.23 0.99 0.55 0.93 0.00 0.69 0.24 0.50 0.10 0.60 0.89 1.00 0.00 0.49 0.61 0.78 0.43 0.14 0.83 0.82 0.33 0.98 0.26 0.97 0.50 0.94 0.15 0.77 0.79 0.86 0.16 ]
[ 0.38 0.35 0.00 0.78 0.75 0.08 0.88 0.74 0.25 0.35 0.50 0.21 0.56 0.30 0.08 0.75 0.97 0.39 0.35 0.99 0.57 0.97 0.23 0.87 0.45 0.41 0.74 0.28 0.93 0.93 0.37 0.85 0.98 0.00 0.73 0.65 0.77 0.61 0.94 0.64 0.06 0.49 0.00 0.16 0.92 0.14 0.89 0.98 0.73 0.89 0.95 0.98 0.51 0.40 0.00 1.00 0.48 0.43 0.39 0.84 0.47 0.89 0.40 0.82 0.86 0.18 0.66 0.28 0.44 0.83 0.95 0.42 0.43 0.51 ]
[ 0.94 0.24 0.30 0.84 0.00 0.80 0.71 0.99 0.92 0.74 0.61 0.95 0.80 0.99 0.82 0.64 0.58 0.30 0.80 0.31 0.41 0.39 0.96 0.60 0.66 0.44 0.40 0.85 0.78 0.55 0.27 0.86 0.24 0.15 0.34 0.71 0.50 0.05 0.94 0.52 0.49 0.75 0.63 0.46 0.96 0.71 0.42 0.22 0.10 0.97 0.99 0.19 0.88 0.99 0.49 0.48 1.00 0.87 0.86 0.68 0.78 0.68 0.35 0.90 0.93 0.42 0.59 0.97 0.31 0.56 0.94 0.91 0.66 0.58 ]
[ 0.23 0.41 0.53 0.44 0.52 0.78 0.72 0.35 0.34 0.67 0.69 0.86 0.01 0.66 0.91 0.36 0.33 0.48 0.78 0.08 0.78 0.36 0.34 0.41 0.24 0.56 0.56 0.93 0.58 0.16 0.31 0.44 0.43 0.89 0.65 0.90 0.82 0.36 0.97 0.23 0.93 0.25 0.10 0.28 0.23 0.77 0.50 0.73 0.42 0.65 0.81 0.91 0.42 0.98 0.61 0.43 0.87 1.00 0.25 0.22 0.92 0.98 0.63 0.22 0.31 0.78 0.34 0.92 0.26 0.02 0.19 0.74 0.20 0.93 ]
[ 0.17 0.75 0.13 0.09 0.79 0.21 0.21 0.92 0.30 0.97 0.65 0.98 0.61 0.84 0.15 0.57 0.22 0.51 0.89 0.24 0.00 0.18 0.42 0.71 0.69 0.64 0.55 0.96 0.38 0.88 0.68 0.54 0.84 1.00 0.67 0.38 0.78 0.32 0.26 0.94 0.65 0.38 0.36 0.61 0.26 0.42 0.42 0.19 0.67 0.38 0.71 0.29 0.00 0.30 0.78 0.39 0.86 0.25 1.00 0.73 0.33 0.08 0.87 0.90 0.43 0.95 0.47 1.00 0.92 0.84 0.78 0.24 0.72 0.29 ]
[ 0.95 0.85 0.91 1.00 0.30 0.11 0.34 0.55 0.39 0.71 0.51 0.93 0.37 0.36 0.78 0.94 0.80 0.94 0.41 0.94 0.93 0.29 0.23 0.29 0.99 0.09 0.32 0.21 0.03 0.84 0.84 0.50 0.30 0.71 0.75 0.27 0.38 0.60 0.58 0.74 0.42 0.71 0.74 0.64 1.00 0.86 0.12 0.23 0.80 0.61 0.16 0.48 0.16 0.77 0.43 0.84 0.68 0.22 0.73 1.00 0.45 0.01 0.40 0.74 0.69 0.10 0.97 0.00 0.33 0.47 0.72 0.88 0.51 0.93 ]
[ 0.70 0.36 0.86 0.75 0.80 0.20 0.11 0.06 0.33 0.91 0.88 0.15 0.35 0.24 0.68 0.50 0.68 0.16 0.92 0.86 0.69 0.46 0.92 0.80 0.88 0.17 0.69 0.10 0.73 0.48 0.44 0.94 0.59 0.95 0.37 0.26 0.38 0.01 0.35 0.16 0.88 0.72 0.28 0.25 0.86 0.57 0.57 0.26 0.67 0.73 0.91 0.91 0.88 0.32 0.14 0.47 0.78 0.92 0.33 0.45 1.00 0.00 0.11 0.44 0.49 0.13 0.16 0.36 0.80 0.82 0.38 0.84 0.77 0.92 ]
[ 0.63 0.22 0.43 0.22 0.57 0.95 0.29 0.34 0.99 0.96 0.00 0.96 0.72 0.16 0.26 0.79 0.50 0.98 0.99 0.45 0.76 0.63 0.65 0.01 0.97 0.00 0.37 0.00 0.50 0.25 0.70 0.96 0.31 0.07 0.99 0.81 0.42 0.00 0.82 0.80 0.94 0.16 0.83 0.66 0.83 0.82 0.52 0.63 0.42 0.98 0.38 0.44 0.65 0.31 0.83 0.89 0.68 0.98 0.08 0.01 0.00 1.00 0.39 0.85 0.46 0.55 0.66 0.41 0.45 0.01 0.81 0.89 0.40 0.57 ]
[ 0.65 0.99 0.91 0.65 0.16 0.88 0.39 0.83 0.66 0.68 0.81 0.71 0.98 0.77 0.48 0.97 0.64 0.25 0.04 0.62 0.89 0.55 0.80 0.96 0.23 0.90 0.71 0.44 0.55 0.27 0.69 0.43 0.02 0.74 0.35 0.29 0.60 0.65 0.25 0.64 0.31 0.44 0.37 0.49 0.27 0.98 0.84 0.20 0.24 0.34 1.00 0.95 0.13 0.67 0.82 0.40 0.35 0.63 0.87 0.40 0.11 0.39 1.00 0.94 0.00 0.50 0.97 0.21 0.85 0.87 0.03 0.17 0.64 0.58 ]
[ 0.10 0.78 0.69 0.65 0.09 0.27 0.98 0.33 0.18 0.40 0.61 0.15 0.04 0.60 0.43 0.58 0.50 0.64 0.98 0.03 0.00 0.88 0.94 0.94 0.12 0.61 0.35 0.83 0.42 0.86 0.01 0.78 0.18 0.00 0.17 0.98 0.76 0.13 0.77 0.86 0.29 0.00 0.27 0.98 0.51 0.79 0.42 0.49 0.74 0.91 0.00 0.50 0.10 0.85 0.33 0.82 0.90 0.22 0.90 0.74 0.44 0.85 0.94 1.00 0.38 0.77 0.90 0.19 0.40 0.87 0.00 0.00 0.64 0.58 ]
[ 0.25 0.28 0.71 0.00 0.97 0.37 0.82 0.43 0.62 0.20 0.81 0.33 0.89 0.51 0.26 0.07 0.36 0.52 0.83 0.60 0.89 0.11 0.99 0.65 0.37 0.46 0.38 0.99 0.89 0.40 0.55 0.21 0.72 0.29 0.53 0.82 0.10 0.94 0.35 0.91 0.18 0.32 0.75 0.29 0.49 0.89 0.18 0.83 0.99 0.00 0.76 0.59 0.22 0.93 0.98 0.86 0.93 0.31 0.43 0.69 0.49 0.46 0.00 0.38 1.00 0.94 0.44 0.79 0.20 0.71 0.28 0.65 0.07 0.00 ]
[ 0.00 0.37 0.95 0.93 0.16 0.40 0.66 0.38 0.45 0.35 0.38 0.00 0.81 0.18 0.24 0.52 0.74 0.52 0.22 0.54 0.45 0.47 0.81 0.07 0.45 0.84 0.29 0.31 0.89 0.70 0.55 0.99 0.77 0.95 0.51 0.78 0.24 0.18 0.00 0.27 0.56 0.92 0.07 0.80 0.95 0.41 0.86 0.90 0.42 0.62 0.70 0.21 0.04 0.16 0.26 0.18 0.42 0.78 0.95 0.10 0.13 0.55 0.50 0.77 0.94 1.00 0.71 0.34 0.96 0.45 0.22 0.90 0.61 0.57 ]
[ 0.95 0.78 0.10 0.98 0.88 0.16 0.16 0.51 0.36 0.16 0.36 0.45 0.35 0.30 0.77 0.72 0.98 0.96 0.24 0.59 0.83 0.28 0.24 0.28 0.22 0.99 0.52 0.93 0.23 0.82 0.16 0.63 0.01 0.30 0.60 0.67 0.40 0.85 0.60 0.69 0.49 0.44 0.36 0.61 0.59 0.39 0.69 0.73 0.00 0.87 0.97 0.31 0.16 0.61 0.97 0.66 0.59 0.34 0.47 0.97 0.16 0.66 0.97 0.90 0.44 0.71 1.00 0.93 0.88 0.91 1.00 0.39 0.79 0.00 ]
[ 0.21 0.80 0.70 0.40 0.02 0.38 0.58 0.03 0.91 0.48 0.94 0.51 0.48 0.88 0.69 0.46 0.19 0.91 0.39 0.49 0.86 0.19 0.21 0.90 0.65 0.34 0.88 0.22 0.41 0.31 0.62 0.95 0.29 0.44 0.40 0.74 0.52 0.99 0.96 0.83 0.91 0.69 0.30 0.40 0.49 0.83 0.75 0.54 0.87 0.89 0.40 0.16 0.38 0.68 0.50 0.28 0.97 0.92 1.00 0.00 0.36 0.41 0.21 0.19 0.79 0.34 0.93 1.00 0.52 0.63 0.40 0.94 0.45 0.48 ]
[ 0.97 0.34 0.45 0.25 0.41 0.23 0.72 0.74 0.72 0.18 0.41 0.32 0.78 0.85 0.15 0.23 0.88 0.16 0.68 0.47 0.77 0.86 0.62 0.24 0.42 0.13 0.27 0.33 0.38 0.94 0.06 0.27 0.38 0.46 0.51 0.01 0.56 0.15 0.48 0.72 0.30 0.61 0.67 0.62 0.27 0.70 0.53 0.88 0.58 0.86 0.92 0.39 0.12 0.28 0.94 0.44 0.31 0.26 0.92 0.33 0.80 0.45 0.85 0.40 0.20 0.96 0.88 0.52 1.00 0.10 0.24 0.00 0.45 0.44 ]
[ 0.86 0.31 0.34 0.51 0.28 0.89 0.38 0.93 0.51 0.55 0.83 0.17 0.95 0.40 0.24 0.16 0.51 0.84 0.53 0.86 0.73 0.78 0.55 0.32 0.50 0.69 0.09 0.86 0.33 0.76 0.88 0.37 0.73 0.24 0.50 0.51 0.62 0.17 0.03 0.99 0.88 0.41 0.37 0.86 0.23 0.67 0.30 0.98 0.42 0.20 0.99 0.82 0.95 0.65 0.15 0.83 0.56 0.02 0.84 0.47 0.82 0.01 0.87 0.87 0.71 0.45 0.91 0.63 0.10 1.00 0.93 0.71 0.17 0.81 ]
[ 0.61 0.47 0.64 0.98 0.02 0.69 0.81 0.94 0.36 0.98 0.55 0.85 0.84 0.07 0.56 0.28 0.75 0.35 0.44 0.20 0.62 0.91 0.89 0.82 0.86 0.20 0.02 0.57 0.18 0.48 0.12 0.31 0.98 0.40 1.00 0.42 0.31 0.78 0.33 0.54 0.34 0.33 0.74 0.87 0.63 0.60 0.65 0.19 0.67 0.91 0.38 0.31 0.57 0.98 0.77 0.95 0.94 0.19 0.78 0.72 0.38 0.81 0.03 0.00 0.28 0.22 1.00 0.40 0.24 0.93 1.00 0.85 0.48 0.51 ]
[ 0.70 0.65 0.46 0.00 0.95 0.65 0.43 0.66 0.70 0.54 0.96 0.98 0.72 0.70 0.28 0.16 0.18 0.72 0.87 0.28 0.92 0.64 0.79 0.52 0.38 0.97 0.25 0.97 0.67 0.79 0.88 0.02 0.98 0.77 0.23 0.41 0.82 0.00 0.60 0.81 0.73 0.76 0.00 0.86 0.25 0.87 0.54 0.24 0.96 0.67 0.36 0.38 1.00 0.85 0.79 0.42 0.91 0.74 0.24 0.88 0.84 0.89 0.17 0.00 0.65 0.90 0.39 0.94 0.00 0.71 0.85 1.00 0.06 0.83 ]
[ 0.52 0.52 0.21 0.88 0.77 0.89 0.86 0.55 0.92 0.30 0.11 0.33 0.91 0.61 0.81 0.88 0.90 0.51 0.23 0.28 0.28 0.12 0.85 0.69 0.96 0.48 0.53 0.51 0.40 0.46 0.87 0.78 0.50 0.97 0.51 0.84 0.49 0.58 0.50 0.37 0.88 0.65 0.52 0.24 0.25 0.91 0.92 0.33 0.77 0.61 0.31 0.45 0.27 0.24 0.86 0.43 0.66 0.20 0.72 0.51 0.77 0.40 0.64 0.64 0.07 0.61 0.79 0.45 0.45 0.17 0.48 0.06 1.00 0.80 ]
[ 0.90 0.56 0.30 0.61 0.19 0.13 0.66 0.35 0.69 0.35 0.42 0.87 0.82 0.28 0.05 0.65 0.66 0.13 0.88 0.74 0.87 0.67 0.45 0.52 0.04 0.86 0.98 0.55 0.68 0.25 0.90 0.45 0.93 0.84 0.58 0.74 0.29 0.97 0.97 0.89 0.96 0.61 0.09 0.54 0.00 0.41 0.31 0.86 0.89 0.00 0.18 0.30 0.17 0.94 0.16 0.51 0.58 0.93 0.29 0.93 0.92 0.57 0.58 0.58 0.00 0.57 0.00 0.48 0.44 0.81 0.51 0.83 0.80 1.00 ]
];
