[ 0.45 0.92 0.08 0.33 0.58 0.83 0.58 0.71 0.18 0.49 0.97 0.54 0.69 0.92 0.97 0.05 0.28 0.19 0.52 0.99 0.24 0.57 0.00 0.51 0.17 0.25 0.49 0.97 0.49 0.17 0.40 0.94 0.55 0.94 0.24 0.23 0.87 0.54 0.79 0.49 0.99 0.25 0.23 0.43 0.41 0.61 1.00 0.67 0.37 0.74 0.00 0.52 0.09 0.79 0.54 0.52 0.02 0.08 0.40 0.88 0.41 0.96 0.27 0.23 0.16 0.46 0.28 0.61 0.64 0.25 0.66 0.49 ]
[ 0.90 0.69 0.22 0.28 0.69 0.57 0.29 0.77 0.67 0.28 0.33 0.73 0.78 0.49 0.92 0.89 0.16 0.88 0.52 0.04 0.94 0.41 0.45 0.35 0.23 0.47 0.90 0.15 0.17 0.08 0.68 0.76 0.55 0.96 0.43 0.46 0.25 0.69 0.17 0.29 0.15 0.77 0.94 0.35 0.98 0.45 0.67 1.00 0.98 0.29 0.80 0.61 0.40 0.62 0.86 0.87 0.86 0.24 0.54 0.17 0.41 0.08 0.73 0.99 0.17 0.99 0.54 0.34 0.99 0.92 0.96 0.23 ]
[ 0.67 0.30 0.00 0.03 0.74 0.10 0.03 0.31 0.49 0.84 0.41 0.75 0.89 0.36 0.78 0.40 0.88 0.51 0.96 0.98 0.86 0.78 0.89 0.77 0.92 0.89 0.41 0.34 0.34 0.00 0.71 0.48 0.16 0.43 0.84 0.95 0.06 0.91 0.83 0.88 0.17 0.35 0.74 0.88 0.42 0.66 0.37 0.98 1.00 0.26 1.00 0.86 0.83 0.27 0.51 0.49 0.95 0.59 0.49 0.27 0.23 0.63 0.25 0.25 0.00 0.90 0.87 0.93 0.84 0.39 0.48 0.81 ]
[ 0.18 0.93 0.68 0.24 0.43 0.91 0.92 0.21 0.00 0.27 0.63 0.45 0.71 0.43 0.44 0.87 0.65 0.75 0.91 0.83 0.45 0.00 0.97 0.32 0.82 0.85 0.87 0.40 0.09 0.50 0.86 0.79 0.62 0.78 0.30 0.00 0.92 0.99 0.90 0.23 0.78 0.00 0.16 0.06 0.01 0.95 0.74 0.29 0.26 1.00 0.17 0.55 0.14 0.71 0.77 0.42 0.86 0.57 0.82 0.98 0.79 0.89 0.41 0.39 0.83 0.70 0.67 0.60 0.87 0.91 0.41 0.47 ]
[ 0.94 0.49 0.53 0.35 0.62 0.09 0.22 0.82 0.29 0.66 0.96 0.73 0.53 0.91 0.28 0.75 0.24 0.18 0.16 0.22 0.62 0.93 0.39 0.51 0.48 0.36 0.55 0.89 0.65 0.37 0.92 0.46 0.06 0.21 0.59 0.15 0.94 0.56 0.97 0.82 0.00 0.60 0.80 0.49 0.03 0.50 0.00 0.80 1.00 0.17 1.00 0.93 0.69 0.14 0.58 0.17 0.96 0.93 0.89 0.42 0.50 0.42 0.12 0.57 0.52 0.84 0.42 0.18 0.86 0.69 0.75 0.53 ]
[ 0.56 0.70 0.75 0.98 0.31 0.66 0.95 0.18 0.39 0.55 0.34 0.78 0.40 0.59 0.56 0.90 0.96 0.90 0.84 0.24 0.03 0.69 0.36 0.61 0.38 0.58 0.92 0.85 0.91 0.50 0.31 0.25 0.88 0.99 0.31 0.89 0.43 0.58 0.23 0.40 0.58 0.96 0.64 0.93 0.47 0.61 0.52 0.61 0.86 0.55 0.93 1.00 0.30 0.65 0.54 0.92 0.31 0.30 0.43 0.35 0.97 0.79 0.71 0.00 0.98 0.22 0.73 0.19 0.23 0.26 0.63 0.20 ]
[ 0.76 0.50 0.00 0.98 0.50 1.00 0.90 0.74 0.59 0.37 0.04 0.82 0.16 0.18 0.54 0.63 0.89 0.66 0.35 0.39 0.60 0.76 0.18 0.23 0.26 0.99 0.34 0.29 0.56 0.33 0.30 0.70 0.12 0.63 0.02 1.00 0.42 0.98 0.51 0.98 0.97 0.48 0.86 0.65 0.62 0.22 0.09 0.40 0.83 0.14 0.69 0.30 1.00 0.49 0.83 0.90 0.73 0.54 0.88 0.98 0.19 0.24 0.33 0.86 0.44 0.45 0.96 0.71 0.77 0.69 0.73 0.10 ]
[ 0.87 0.37 0.53 0.95 0.90 0.89 0.27 0.88 0.35 0.09 0.62 0.86 0.88 0.64 0.98 0.96 0.36 0.55 0.72 0.68 0.54 0.89 0.29 0.96 0.97 0.47 0.27 0.78 0.39 0.45 0.96 0.44 0.88 0.95 0.18 0.71 0.73 0.39 0.99 0.71 0.36 0.03 0.91 0.42 0.20 0.00 0.79 0.62 0.27 0.71 0.14 0.65 0.49 1.00 0.42 0.67 0.80 0.67 0.42 0.24 0.74 0.99 0.42 0.00 0.87 0.58 0.42 0.67 0.96 0.77 0.89 0.87 ]
[ 0.00 0.17 0.17 0.59 0.22 1.00 0.36 0.58 0.29 0.28 0.46 0.15 0.07 0.18 0.87 0.49 0.43 0.65 0.51 0.53 0.59 0.00 0.46 0.34 0.96 0.78 0.54 0.98 0.35 0.91 0.03 0.62 0.87 0.27 0.72 0.95 0.34 0.11 0.54 0.39 0.16 0.33 0.27 0.88 0.49 0.53 0.54 0.86 0.51 0.77 0.58 0.54 0.83 0.42 1.00 0.16 0.54 0.27 0.24 0.89 0.97 0.65 0.38 0.61 0.73 0.98 0.34 0.91 0.00 0.62 0.87 0.89 ]
[ 0.92 0.48 0.39 0.11 0.42 0.54 0.03 0.38 0.95 0.61 0.89 0.16 0.09 0.10 0.63 0.29 0.93 0.36 0.13 0.44 0.49 0.89 0.63 0.42 0.87 0.96 0.66 0.21 0.89 0.91 0.83 0.00 0.90 0.37 0.77 0.07 0.65 0.46 0.32 0.95 0.59 0.60 0.69 0.94 0.75 0.95 0.52 0.87 0.49 0.42 0.17 0.92 0.90 0.67 0.16 1.00 0.86 0.20 0.91 0.67 0.61 0.00 0.72 0.35 0.52 0.50 0.95 0.99 0.81 0.71 0.16 0.91 ]
[ 0.38 0.50 0.53 0.97 0.40 0.10 0.79 0.00 0.70 0.18 0.77 0.64 0.98 0.94 0.44 0.74 0.40 0.89 0.53 0.87 0.47 0.45 0.55 0.23 0.60 0.98 0.41 0.45 0.35 0.71 0.28 0.73 0.29 0.31 0.01 0.74 0.67 0.33 0.93 0.95 0.33 0.50 0.83 0.31 0.25 0.88 0.02 0.86 0.95 0.86 0.96 0.31 0.73 0.80 0.54 0.86 1.00 0.38 1.00 0.00 0.76 0.70 0.97 0.40 0.92 0.99 0.38 0.36 0.31 0.18 0.88 0.26 ]
[ 0.94 0.72 0.94 0.32 0.62 0.76 0.24 0.36 0.58 0.55 0.32 0.28 0.51 0.90 0.67 0.00 0.12 0.57 0.73 0.23 0.86 0.83 0.88 0.92 0.41 0.73 0.02 0.15 0.86 0.69 0.47 0.91 0.64 0.02 0.29 0.00 0.75 0.65 0.94 0.09 0.96 0.97 0.72 0.29 0.38 0.91 0.08 0.24 0.59 0.57 0.93 0.30 0.54 0.67 0.27 0.20 0.38 1.00 0.10 0.98 0.19 0.91 0.29 0.48 0.91 0.44 0.95 0.50 0.59 0.21 0.31 0.16 ]
[ 0.23 0.35 0.52 0.35 0.81 0.89 0.41 0.13 0.61 0.73 0.24 0.25 0.26 0.25 0.79 0.98 0.36 0.30 0.96 0.88 0.20 0.86 0.11 0.65 0.71 0.45 0.51 0.69 0.68 0.44 0.98 0.86 0.44 0.78 0.38 0.29 0.37 0.71 0.54 0.86 0.72 0.19 0.99 0.18 0.71 0.00 0.40 0.54 0.49 0.82 0.89 0.43 0.88 0.42 0.24 0.91 1.00 0.10 1.00 0.39 0.82 0.31 0.38 0.45 0.30 0.79 0.60 0.51 0.88 0.42 0.00 0.16 ]
[ 0.17 0.24 0.78 0.87 0.45 0.72 0.93 0.74 0.51 0.25 0.61 0.53 0.67 0.12 0.85 0.95 0.55 0.84 0.58 0.42 0.28 0.77 0.47 0.80 0.29 0.66 0.46 0.64 0.48 0.00 0.07 0.85 0.12 0.45 0.73 0.95 0.99 0.90 0.41 0.20 0.38 1.00 0.54 0.56 0.72 0.00 0.88 0.17 0.27 0.98 0.42 0.35 0.98 0.24 0.89 0.67 0.00 0.98 0.39 1.00 0.88 0.65 0.13 0.10 0.22 0.04 0.16 0.38 0.12 0.95 0.57 1.00 ]
[ 0.95 0.41 0.00 0.77 0.53 0.92 0.20 0.64 0.88 0.30 0.64 0.97 0.33 0.27 0.80 0.26 0.79 0.44 0.13 0.60 0.28 0.73 0.28 0.94 0.80 0.24 0.79 0.20 0.57 0.31 0.52 0.93 0.17 0.02 0.98 0.30 0.35 0.38 0.31 0.98 0.97 0.09 0.81 0.49 0.16 0.63 0.41 0.41 0.23 0.79 0.50 0.97 0.19 0.74 0.97 0.61 0.76 0.19 0.82 0.88 1.00 0.27 0.17 0.89 0.40 0.99 0.98 0.30 0.77 0.32 0.31 0.67 ]
[ 0.70 0.75 0.30 0.24 0.95 0.96 0.01 0.17 0.80 0.44 0.92 0.63 0.79 0.58 0.85 0.09 0.85 0.99 0.55 1.00 0.74 0.62 0.19 0.99 0.01 0.69 0.41 0.17 0.43 0.68 0.75 0.48 0.20 0.17 0.98 0.44 0.17 0.27 0.77 0.86 1.00 0.83 0.37 0.91 0.44 0.10 0.96 0.08 0.63 0.89 0.42 0.79 0.24 0.99 0.65 0.00 0.70 0.91 0.31 0.65 0.27 1.00 0.85 0.93 0.16 0.61 0.68 0.28 0.65 0.98 0.85 0.24 ]
[ 0.63 0.85 0.53 0.78 0.27 0.55 0.48 0.90 0.43 0.28 0.80 0.53 0.99 0.15 0.49 0.92 0.48 0.47 0.63 0.89 0.93 0.92 0.86 0.81 0.96 0.99 0.44 0.39 0.34 0.24 0.93 0.37 0.49 0.37 0.50 0.46 0.53 0.26 0.50 0.81 0.24 0.18 0.89 0.30 0.00 0.36 0.27 0.73 0.25 0.41 0.12 0.71 0.33 0.42 0.38 0.72 0.97 0.29 0.38 0.13 0.17 0.85 1.00 0.94 0.00 0.49 0.61 0.78 0.43 0.14 0.83 0.82 ]
[ 0.65 0.36 0.13 0.84 0.73 0.80 0.94 0.00 0.93 0.80 0.21 0.86 0.19 0.68 0.49 0.67 0.84 0.81 0.79 0.56 0.00 0.28 0.78 0.24 0.94 0.88 0.56 0.71 0.22 0.27 0.54 0.88 0.51 0.89 0.93 0.24 0.51 0.81 0.82 0.64 0.74 0.55 0.25 0.88 0.32 0.74 0.23 0.99 0.25 0.39 0.57 0.00 0.86 0.00 0.61 0.35 0.40 0.48 0.45 0.10 0.89 0.93 0.94 1.00 0.33 0.98 0.26 0.97 0.50 0.94 0.15 0.77 ]
[ 0.10 0.22 0.91 0.44 0.75 0.46 0.85 0.21 0.34 0.40 0.39 0.14 0.68 0.85 0.27 0.13 0.90 0.37 1.00 0.63 0.54 0.87 0.91 0.21 0.65 0.97 0.64 0.74 0.58 0.31 0.56 0.09 0.57 0.21 0.62 0.40 0.60 0.29 0.78 0.96 0.90 0.88 0.49 0.34 0.92 0.28 0.16 0.17 0.00 0.83 0.52 0.98 0.44 0.87 0.73 0.52 0.92 0.91 0.30 0.22 0.40 0.16 0.00 0.33 1.00 0.79 0.86 0.16 0.48 0.43 0.39 0.84 ]
[ 0.25 0.99 0.86 0.09 0.00 0.80 0.12 0.92 0.62 0.70 0.66 0.91 0.93 0.16 0.00 0.40 0.46 0.36 0.53 0.96 0.83 0.27 0.64 0.62 0.07 0.23 0.09 0.40 0.15 0.26 0.85 0.86 0.24 0.16 0.93 0.77 0.40 0.98 0.38 0.61 0.28 0.76 0.50 0.73 0.44 0.83 0.46 0.99 0.90 0.70 0.84 0.22 0.45 0.58 0.98 0.50 0.99 0.44 0.79 0.04 0.99 0.61 0.49 0.98 0.79 1.00 0.47 0.89 0.40 0.82 0.86 0.18 ]
[ 0.00 0.78 0.43 1.00 0.52 0.08 0.49 0.66 0.90 0.77 0.19 0.44 0.52 0.93 0.40 0.93 0.85 0.34 0.59 0.69 0.40 0.57 0.12 0.55 0.28 0.12 0.17 0.56 0.73 0.13 0.88 0.86 0.27 0.67 0.82 0.97 0.51 0.82 0.38 0.05 0.69 0.85 0.43 0.88 0.69 0.37 0.28 0.54 0.87 0.67 0.42 0.73 0.96 0.42 0.34 0.95 0.38 0.95 0.60 0.16 0.98 0.68 0.61 0.26 0.86 0.47 1.00 0.66 0.28 0.44 0.83 0.95 ]
[ 0.95 0.28 0.91 0.75 0.79 0.80 0.30 0.22 0.03 0.31 0.96 0.24 0.87 0.21 0.08 0.16 0.86 0.95 0.62 0.11 0.60 0.67 0.67 0.89 0.90 0.37 0.00 0.55 0.28 0.15 0.19 0.96 0.15 0.61 0.44 0.84 0.50 0.78 0.42 0.36 0.41 0.96 0.30 0.96 0.61 0.27 0.61 0.34 0.93 0.60 0.18 0.19 0.71 0.67 0.91 0.99 0.36 0.50 0.51 0.38 0.30 0.28 0.78 0.97 0.16 0.89 0.66 1.00 0.42 0.43 0.51 0.87 ]
[ 0.21 0.37 0.69 0.22 0.30 0.78 0.88 0.87 0.09 0.27 0.30 0.53 0.40 0.75 0.72 0.25 0.72 0.16 0.74 0.18 0.66 0.92 0.51 0.79 0.24 0.45 0.90 0.32 0.85 0.27 0.73 0.69 0.98 0.84 0.11 0.37 1.00 0.67 0.60 0.32 0.65 0.26 0.78 0.41 0.41 0.75 0.64 0.99 0.84 0.87 0.86 0.23 0.77 0.96 0.00 0.81 0.31 0.59 0.88 0.12 0.77 0.65 0.43 0.50 0.48 0.40 0.28 0.42 1.00 0.86 0.68 0.78 ]
[ 0.97 0.78 0.71 0.65 0.80 0.21 0.71 0.24 0.70 0.47 0.86 0.99 0.69 0.74 0.99 0.85 0.39 0.95 0.91 0.86 0.86 0.03 0.22 0.85 0.32 0.22 0.61 0.69 0.93 0.58 0.79 0.24 1.00 0.42 0.54 0.15 0.23 0.74 0.76 0.60 0.94 0.07 0.38 0.17 0.33 0.07 0.25 0.92 0.39 0.91 0.69 0.26 0.69 0.77 0.62 0.71 0.18 0.21 0.42 0.95 0.32 0.98 0.14 0.94 0.43 0.82 0.44 0.43 0.86 1.00 0.68 0.35 ]
[ 0.86 0.80 0.95 0.65 0.57 0.11 0.72 0.74 0.18 0.94 0.82 0.00 0.39 0.91 0.11 0.38 0.37 0.53 0.70 0.75 0.31 0.34 0.36 0.45 0.82 0.65 0.46 0.37 0.96 0.93 0.75 0.54 0.55 0.15 0.90 0.86 0.51 0.01 0.10 0.01 0.94 0.98 0.28 0.96 0.76 0.36 0.66 0.96 0.48 0.41 0.75 0.63 0.73 0.89 0.87 0.16 0.88 0.31 0.00 0.57 0.31 0.85 0.83 0.15 0.39 0.86 0.83 0.51 0.68 0.68 1.00 0.90 ]
[ 0.61 0.34 0.10 0.00 0.16 0.20 0.21 0.99 0.88 0.43 0.84 0.79 0.89 0.75 0.74 0.77 0.21 0.81 0.43 0.06 0.46 0.32 0.62 0.51 0.52 0.42 0.84 0.71 0.21 0.78 0.42 0.39 0.00 0.19 0.99 0.58 0.58 0.51 0.24 0.00 0.97 0.43 0.96 0.64 0.65 0.30 0.49 0.23 0.81 0.47 0.53 0.20 0.10 0.87 0.89 0.91 0.26 0.16 0.16 1.00 0.67 0.24 0.82 0.77 0.84 0.18 0.95 0.87 0.78 0.35 0.90 1.00 ]
];
